Input Number, Run_Number, Result@ 100, Y, X1, H, M, PO, CE, D, CO, PE, A, B
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 9, 0, 18, 1, 36, 0
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 9, 0, 1, 1, 53, 0
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 9, 0, 14, 1, 40, 0
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 9, 0, 40, 1, 14, 0
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 9, 0, 11, 1, 43, 0
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 9, 0, 15, 1, 39, 0
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 9, 0, 25, 1, 29, 0
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 9, 0, 35, 1, 19, 0
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 9, 0, 6, 1, 48, 0
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 9, 0, 9, 1, 45, 0
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 9, 0, 26, 1, 28, 0
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 9, 0, 3, 1, 51, 0
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 9, 0, 6, 1, 48, 0
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 9, 0, 9, 1, 45, 0
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 9, 0, 11, 1, 43, 0
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 9, 0, 1, 1, 53, 0
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 9, 0, 29, 1, 25, 0
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 9, 0, 28, 1, 26, 0
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 9, 0, 30, 1, 24, 0
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 9, 0, 22, 1, 32, 0
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 9, 0, 20, 1, 34, 0
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 100, 0, 190, 1, 410, 0
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 100, 0, 380, 1, 220, 0
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 100, 0, 403, 1, 197, 0
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 100, 0, 271, 1, 329, 0
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 100, 0, 152, 1, 448, 0
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 100, 0, 238, 1, 362, 0
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 100, 0, 99, 1, 501, 0
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 100, 0, 325, 1, 275, 0
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 100, 0, 48, 1, 552, 0
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 100, 0, 211, 1, 389, 0
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 100, 0, 164, 1, 436, 0
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 100, 0, 236, 1, 364, 0
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 100, 0, 319, 1, 281, 0
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 100, 0, 105, 1, 495, 0
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 100, 0, 143, 1, 457, 0
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 100, 0, 34, 1, 566, 0
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 100, 0, 362, 1, 238, 0
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 100, 0, 32, 1, 568, 0
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 100, 0, 7, 1, 593, 0
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 100, 0, 58, 1, 542, 0
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 100, 0, 311, 1, 289, 0
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 100, 0, 135, 1, 465, 0
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 100, 0, 485, 1, 115, 0
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 100, 0, 302, 1, 298, 0
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 100, 0, 171, 1, 429, 0
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 100, 0, 5, 1, 595, 0
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 100, 0, 464, 1, 136, 0
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 100, 0, 18, 1, 582, 0
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 100, 0, 48, 1, 552, 0
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 100, 0, 78, 1, 522, 0
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 100, 0, 62, 1, 538, 0
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 100, 0, 57, 1, 543, 0
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 100, 0, 266, 1, 334, 0
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 100, 0, 39, 1, 561, 0
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 100, 0, 6, 1, 594, 0
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 100, 0, 250, 1, 350, 0
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 100, 0, 102, 1, 498, 0
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 100, 0, 292, 1, 308, 0
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 100, 0, 230, 1, 370, 0
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 100, 0, 248, 1, 352, 0
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 100, 0, 163, 1, 437, 0
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 100, 0, 44, 1, 556, 0
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 100, 0, 28, 1, 572, 0
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 100, 0, 308, 1, 292, 0
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 100, 0, 92, 1, 508, 0
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 100, 0, 73, 1, 527, 0
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 100, 0, 77, 1, 523, 0
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 100, 0, 65, 1, 535, 0
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 100, 0, 54, 1, 546, 0
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 100, 0, 268, 1, 332, 0
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 100, 0, 271, 1, 329, 0
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 100, 0, 14, 1, 586, 0
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 100, 0, 276, 1, 324, 0
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 100, 0, 60, 1, 540, 0
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 100, 0, 248, 1, 352, 0
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 100, 0, 68, 1, 532, 0
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 100, 0, 96, 1, 504, 0
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 100, 0, 378, 1, 222, 0
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 100, 0, 299, 1, 301, 0
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 100, 0, 31, 1, 569, 0
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 100, 0, 270, 1, 330, 0
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 100, 0, 58, 1, 542, 0
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 100, 0, 153, 1, 447, 0
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 100, 0, 249, 1, 351, 0
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 100, 0, 247, 1, 353, 0
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 100, 0, 107, 1, 493, 0
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 100, 0, 399, 1, 201, 0
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 100, 0, 217, 1, 383, 0
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 100, 0, 1, 1, 599, 0
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 100, 0, 1, 1, 599, 0
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 100, 0, 53, 1, 547, 0
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 100, 0, 41, 1, 559, 0
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 100, 0, 198, 1, 402, 0
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 100, 0, 379, 1, 221, 0
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 100, 0, 1, 1, 599, 0
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 100, 0, 1, 1, 599, 0
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 100, 0, 496, 1, 104, 0
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 28, 0, 19, 1, 149, 0
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 28, 0, 46, 1, 122, 0
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 28, 0, 19, 1, 149, 0
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 28, 0, 68, 1, 100, 0
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 28, 0, 52, 1, 116, 0
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 28, 0, 27, 1, 141, 0
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 28, 0, 17, 1, 151, 0
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 28, 0, 7, 1, 161, 0
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 28, 0, 100, 1, 68, 0
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 28, 0, 19, 1, 149, 0
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 28, 0, 18, 1, 150, 0
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 28, 0, 6, 1, 162, 0
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 28, 0, 77, 1, 91, 0
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 28, 0, 91, 1, 77, 0
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 28, 0, 100, 1, 68, 0
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 28, 0, 57, 1, 111, 0
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 28, 0, 66, 1, 102, 0
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 28, 0, 68, 1, 100, 0
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 28, 0, 38, 1, 130, 0
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 28, 0, 66, 1, 102, 0
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 28, 0, 14, 1, 154, 0
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 28, 0, 64, 1, 104, 0
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 28, 0, 69, 1, 99, 0
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 28, 0, 16, 1, 152, 0
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 28, 0, 36, 1, 132, 0
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 28, 0, 102, 1, 66, 0
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 28, 0, 73, 1, 95, 0
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 28, 0, 20, 1, 148, 0
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 28, 0, 7, 1, 161, 0
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 28, 0, 48, 1, 120, 0
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 28, 0, 71, 1, 97, 0
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 28, 0, 12, 1, 156, 0
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 28, 0, 20, 1, 148, 0
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 28, 0, 20, 1, 148, 0
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 28, 0, 35, 1, 133, 0
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 28, 0, 71, 1, 97, 0
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 28, 0, 33, 1, 135, 0
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 28, 0, 36, 1, 132, 0
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 28, 0, 31, 1, 137, 0
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 28, 0, 83, 1, 85, 0
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 28, 0, 3, 1, 165, 0
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 28, 0, 19, 1, 149, 0
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 28, 0, 26, 1, 142, 0
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 28, 0, 43, 1, 125, 0
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 28, 0, 27, 1, 141, 0
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 28, 0, 41, 1, 127, 0
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 28, 0, 36, 1, 132, 0
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 28, 0, 68, 1, 100, 0
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 28, 0, 37, 1, 131, 0
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 28, 0, 81, 1, 87, 0
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 28, 0, 38, 1, 130, 0
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 28, 0, 15, 1, 153, 0
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 28, 0, 52, 1, 116, 0
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 28, 0, 32, 1, 136, 0
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 28, 0, 114, 1, 54, 0
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 28, 0, 84, 1, 84, 0
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 28, 0, 113, 1, 55, 0
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 28, 0, 19, 1, 149, 0
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 28, 0, 115, 1, 53, 0
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 28, 0, 21, 1, 147, 0
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 28, 0, 15, 1, 153, 0
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 28, 0, 100, 1, 68, 0
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 28, 0, 7, 1, 161, 0
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 28, 0, 59, 1, 109, 0
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 28, 0, 29, 1, 139, 0
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 28, 0, 8, 1, 160, 0
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 28, 0, 50, 1, 118, 0
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 28, 0, 58, 1, 110, 0
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
