Input Number, Run_Number, Result@ 100, Y, X2
INVAR-12, Run: 038, P, 0, 28
INVAR-12, Run: 039, P, 0, 16
INVAR-12, Run: 040, P, 1, 44
INVAR-12, Run: 041, P, 0, 37
INVAR-12, Run: 042, P, 0, 44
INVAR-12, Run: 043, P, 0, 37
INVAR-12, Run: 044, P, 0, 10
INVAR-12, Run: 045, P, 0, 43
INVAR-12, Run: 046, P, 0, 31
INVAR-12, Run: 047, P, 0, 30
INVAR-12, Run: 048, P, 0, 39
INVAR-12, Run: 049, P, 0, 28
INVAR-12, Run: 050, P, 0, 23
INVAR-12, Run: 051, P, 0, 22
INVAR-12, Run: 052, P, 0, 15
INVAR-12, Run: 053, P, 0, 29
INVAR-12, Run: 054, P, 0, 32
INVAR-12, Run: 055, P, 0, 28
INVAR-12, Run: 056, P, 0, 41
INVAR-12, Run: 057, P, 0, 51
INVAR-12, Run: 058, P, 0, 39
INVAR-12, Run: 059, P, 0, 44
INVAR-12, Run: 060, P, 0, 37
INVAR-12, Run: 061, P, 0, 26
INVAR-12, Run: 062, P, 0, 32
INVAR-12, Run: 063, P, 0, 13
INVAR-12, Run: 064, P, 0, 44
INVAR-12, Run: 065, P, 0, 37
INVAR-12, Run: 066, P, 0, 46
INVAR-12, Run: 067, P, 0, 21
INVAR-12, Run: 068, P, 0, 45
INVAR-12, Run: 069, P, 0, 22
INVAR-12, Run: 070, P, 0, 30
INVAR-12, Run: 071, P, 0, 43
INVAR-12, Run: 072, P, 0, 10
INVAR-12, Run: 073, P, 0, 25
INVAR-12, Run: 074, P, 0, 33
INVAR-12, Run: 075, P, 0, 20
INVAR-12, Run: 076, P, 0, 22
INVAR-12, Run: 077, P, 0, 22
INVAR-12, Run: 078, P, 0, 39
INVAR-12, Run: 079, P, 0, 39
INVAR-12, Run: 080, P, 0, 41
INVAR-12, Run: 081, P, 0, 45
INVAR-12, Run: 082, P, 0, 16
INVAR-12, Run: 083, P, 0, 30
INVAR-12, Run: 084, P, 0, 30
INVAR-12, Run: 085, P, 0, 37
INVAR-12, Run: 086, P, 0, 25
INVAR-12, Run: 087, P, 0, 24
INVAR-12, Run: 088, P, 0, 38
INVAR-12, Run: 089, P, 0, 21
INVAR-12, Run: 090, P, 0, 33
INVAR-12, Run: 091, P, 0, 32
INVAR-12, Run: 092, P, 0, 34
INVAR-12, Run: 093, P, 0, 44
INVAR-12, Run: 094, P, 0, 27
INVAR-12, Run: 095, P, 0, 35
INVAR-12, Run: 096, P, 0, 32
INVAR-12, Run: 097, P, 0, 37
INVAR-12, Run: 098, P, 0, 44
INVAR-12, Run: 099, P, 0, 29
INVAR-12, Run: 100, P, 0, 18
INVAR-13, Run: 001, P, 97, 0
INVAR-13, Run: 002, P, 104, 0
INVAR-13, Run: 003, P, 90, 0
INVAR-13, Run: 004, P, 87, 0
INVAR-13, Run: 005, P, 101, 0
INVAR-13, Run: 006, P, 98, 0
INVAR-13, Run: 007, P, 78, 0
INVAR-13, Run: 008, P, 116, 0
INVAR-13, Run: 009, P, 104, 0
INVAR-13, Run: 010, P, 87, 0
INVAR-13, Run: 011, P, 105, 0
INVAR-13, Run: 012, P, 102, 0
INVAR-13, Run: 013, P, 99, 0
INVAR-13, Run: 014, P, 78, 0
INVAR-13, Run: 015, P, 108, 0
INVAR-13, Run: 016, P, 80, 0
INVAR-13, Run: 017, P, 85, 0
INVAR-13, Run: 018, P, 86, 0
INVAR-13, Run: 019, P, 109, 0
INVAR-13, Run: 020, P, 97, 0
INVAR-13, Run: 021, P, 90, 0
INVAR-13, Run: 022, P, 101, 0
INVAR-13, Run: 023, P, 83, 0
INVAR-13, Run: 024, P, 89, 0
INVAR-13, Run: 025, P, 92, 0
INVAR-13, Run: 026, P, 98, 0
INVAR-13, Run: 027, P, 91, 0
INVAR-13, Run: 028, P, 85, 0
INVAR-13, Run: 029, P, 90, 0
INVAR-13, Run: 030, P, 93, 0
INVAR-13, Run: 031, P, 97, 0
INVAR-13, Run: 032, P, 75, 0
INVAR-13, Run: 033, P, 76, 0
INVAR-13, Run: 034, P, 95, 0
INVAR-13, Run: 035, P, 96, 0
INVAR-13, Run: 036, P, 93, 0
INVAR-13, Run: 037, P, 91, 0
INVAR-13, Run: 038, P, 107, 0
INVAR-13, Run: 039, P, 95, 0
INVAR-13, Run: 040, P, 99, 0
INVAR-13, Run: 041, P, 94, 0
INVAR-13, Run: 042, P, 99, 0
INVAR-13, Run: 043, P, 96, 0
INVAR-13, Run: 044, P, 91, 0
INVAR-13, Run: 045, P, 102, 0
INVAR-13, Run: 046, P, 84, 0
INVAR-13, Run: 047, P, 81, 0
INVAR-13, Run: 048, P, 81, 0
INVAR-13, Run: 049, P, 94, 0
INVAR-13, Run: 050, P, 111, 0
INVAR-13, Run: 051, P, 83, 0
INVAR-13, Run: 052, P, 93, 0
INVAR-13, Run: 053, P, 96, 0
INVAR-13, Run: 054, P, 96, 0
INVAR-13, Run: 055, P, 97, 0
INVAR-13, Run: 056, P, 73, 0
INVAR-13, Run: 057, P, 86, 0
INVAR-13, Run: 058, P, 79, 0
INVAR-13, Run: 059, P, 100, 0
INVAR-13, Run: 060, P, 88, 0
INVAR-13, Run: 061, P, 106, 0
INVAR-13, Run: 062, P, 105, 0
INVAR-13, Run: 063, P, 109, 0
INVAR-13, Run: 064, P, 82, 0
INVAR-13, Run: 065, P, 103, 0
INVAR-13, Run: 066, P, 110, 0
INVAR-13, Run: 067, P, 115, 0
INVAR-13, Run: 068, P, 89, 0
INVAR-13, Run: 069, P, 106, 0
INVAR-13, Run: 070, P, 87, 0
INVAR-13, Run: 071, P, 95, 0
INVAR-13, Run: 072, P, 96, 0
INVAR-13, Run: 073, P, 96, 0
INVAR-13, Run: 074, P, 71, 0
INVAR-13, Run: 075, P, 99, 0
INVAR-13, Run: 076, P, 92, 0
INVAR-13, Run: 077, P, 89, 0
INVAR-13, Run: 078, P, 102, 0
INVAR-13, Run: 079, P, 109, 0
INVAR-13, Run: 080, P, 120, 0
INVAR-13, Run: 081, P, 97, 0
INVAR-13, Run: 082, P, 100, 0
INVAR-13, Run: 083, P, 117, 0
INVAR-13, Run: 084, P, 91, 0
INVAR-13, Run: 085, P, 100, 0
INVAR-13, Run: 086, P, 80, 0
INVAR-13, Run: 087, P, 102, 0
INVAR-13, Run: 088, P, 84, 0
INVAR-13, Run: 089, P, 78, 0
INVAR-13, Run: 090, P, 96, 0
INVAR-13, Run: 091, P, 88, 0
INVAR-13, Run: 092, P, 77, 0
INVAR-13, Run: 093, P, 100, 0
INVAR-13, Run: 094, P, 95, 0
INVAR-13, Run: 095, P, 97, 0
INVAR-13, Run: 096, P, 106, 0
INVAR-13, Run: 097, P, 86, 0
INVAR-13, Run: 098, P, 95, 0
INVAR-13, Run: 099, P, 103, 0
INVAR-13, Run: 100, P, 105, 0
INVAR-14, Run: 001, P, 19, 0
INVAR-14, Run: 002, P, 9, 0
INVAR-14, Run: 003, P, 10, 0
INVAR-14, Run: 004, P, 29, 0
INVAR-14, Run: 005, P, 17, 0
INVAR-14, Run: 006, P, 13, 0
INVAR-14, Run: 007, P, 20, 0
INVAR-14, Run: 008, P, 15, 0
INVAR-14, Run: 009, P, 15, 0
INVAR-14, Run: 010, P, 23, 0
INVAR-14, Run: 011, P, 8, 0
INVAR-14, Run: 012, P, 21, 0
INVAR-14, Run: 013, P, 0, 3
INVAR-14, Run: 014, P, 19, 0
INVAR-14, Run: 015, P, 9, 0
INVAR-14, Run: 016, P, 32, 0
INVAR-14, Run: 017, P, 5, 0
INVAR-14, Run: 018, P, 31, 0
INVAR-14, Run: 019, P, 35, 0
INVAR-14, Run: 020, P, 9, 0
INVAR-14, Run: 021, P, 0, 7
INVAR-14, Run: 022, P, 8, 0
INVAR-14, Run: 023, P, 19, 0
INVAR-14, Run: 024, P, 18, 0
INVAR-14, Run: 025, P, 4, 0
INVAR-14, Run: 026, P, 0, 0
INVAR-14, Run: 027, P, 22, 0
INVAR-14, Run: 028, P, 12, 0
INVAR-14, Run: 029, P, 1, 2
INVAR-14, Run: 030, P, 24, 0
INVAR-14, Run: 031, P, 0, 4
INVAR-14, Run: 032, P, 21, 0
INVAR-14, Run: 033, P, 22, 0
INVAR-14, Run: 034, P, 10, 0
INVAR-14, Run: 035, P, 13, 0
INVAR-14, Run: 036, P, 37, 0
INVAR-14, Run: 037, P, 3, 0
INVAR-14, Run: 038, P, 9, 0
INVAR-14, Run: 039, P, 29, 0
INVAR-14, Run: 040, P, 0, 1
INVAR-14, Run: 041, P, 19, 0
INVAR-14, Run: 042, P, 3, 0
INVAR-14, Run: 043, P, 7, 0
INVAR-14, Run: 044, P, 10, 0
INVAR-14, Run: 045, P, 2, 0
INVAR-14, Run: 046, P, 14, 0
INVAR-14, Run: 047, P, 15, 0
INVAR-14, Run: 048, P, 9, 0
INVAR-14, Run: 049, P, 22, 0
INVAR-14, Run: 050, P, 8, 0
INVAR-14, Run: 051, P, 12, 0
INVAR-14, Run: 052, P, 29, 0
INVAR-14, Run: 053, P, 5, 0
INVAR-14, Run: 054, P, 11, 0
INVAR-14, Run: 055, P, 13, 0
INVAR-14, Run: 056, P, 7, 0
INVAR-14, Run: 057, P, 15, 0
INVAR-14, Run: 058, P, 9, 0
INVAR-14, Run: 059, P, 15, 0
INVAR-14, Run: 060, P, 9, 0
INVAR-14, Run: 061, P, 23, 0
INVAR-14, Run: 062, P, 0, 6
INVAR-14, Run: 063, P, 0, 0
INVAR-14, Run: 064, P, 21, 0
INVAR-14, Run: 065, P, 8, 0
INVAR-14, Run: 066, P, 8, 0
INVAR-14, Run: 067, P, 13, 0
INVAR-14, Run: 068, P, 0, 2
INVAR-14, Run: 069, P, 5, 0
INVAR-14, Run: 070, P, 19, 0
INVAR-14, Run: 071, P, 14, 0
INVAR-14, Run: 072, P, 0, 5
INVAR-14, Run: 073, P, 0, 8
INVAR-14, Run: 074, P, 20, 0
INVAR-14, Run: 075, P, 0, 2
INVAR-14, Run: 076, P, 20, 0
INVAR-14, Run: 077, P, 20, 0
INVAR-14, Run: 078, P, 12, 0
INVAR-14, Run: 079, P, 23, 0
INVAR-14, Run: 080, P, 36, 0
INVAR-14, Run: 081, P, 10, 0
INVAR-14, Run: 082, P, 28, 0
INVAR-14, Run: 083, P, 1, 1
INVAR-14, Run: 084, P, 37, 0
INVAR-14, Run: 085, P, 25, 0
INVAR-14, Run: 086, P, 9, 0
INVAR-14, Run: 087, P, 6, 0
INVAR-14, Run: 088, P, 8, 0
INVAR-14, Run: 089, P, 8, 0
INVAR-14, Run: 090, P, 20, 0
INVAR-14, Run: 091, P, 29, 0
INVAR-14, Run: 092, P, 4, 0
INVAR-14, Run: 093, P, 5, 0
INVAR-14, Run: 094, P, 19, 0
INVAR-14, Run: 095, P, 15, 0
INVAR-14, Run: 096, P, 14, 0
INVAR-14, Run: 097, P, 28, 0
INVAR-14, Run: 098, P, 19, 0
INVAR-14, Run: 099, P, 15, 0
INVAR-14, Run: 100, P, 9, 0
INVAR-15, Run: 001, P, 0, 55
INVAR-15, Run: 002, P, 0, 56
INVAR-15, Run: 003, P, 0, 73
INVAR-15, Run: 004, P, 0, 50
INVAR-15, Run: 005, P, 0, 57
INVAR-15, Run: 006, P, 0, 48
INVAR-15, Run: 007, P, 0, 62
INVAR-15, Run: 008, P, 0, 51
INVAR-15, Run: 009, P, 0, 62
INVAR-15, Run: 010, P, 0, 80
INVAR-15, Run: 011, P, 0, 60
INVAR-15, Run: 012, P, 0, 44
INVAR-15, Run: 013, P, 0, 47
INVAR-15, Run: 014, P, 0, 62
INVAR-15, Run: 015, P, 0, 56
INVAR-15, Run: 016, P, 0, 72
INVAR-15, Run: 017, P, 0, 62
INVAR-15, Run: 018, P, 0, 55
INVAR-15, Run: 019, P, 0, 74
INVAR-15, Run: 020, P, 0, 73
INVAR-15, Run: 021, P, 0, 66
INVAR-15, Run: 022, P, 0, 67
INVAR-15, Run: 023, P, 0, 61
INVAR-15, Run: 024, P, 0, 74
INVAR-15, Run: 025, P, 0, 45
INVAR-15, Run: 026, P, 0, 60
INVAR-15, Run: 027, P, 0, 71
INVAR-15, Run: 028, P, 0, 37
INVAR-15, Run: 029, P, 0, 75
INVAR-15, Run: 030, P, 0, 66
INVAR-15, Run: 031, P, 0, 75
INVAR-15, Run: 032, P, 0, 61
INVAR-15, Run: 033, P, 0, 58
INVAR-15, Run: 034, P, 0, 73
INVAR-15, Run: 035, P, 0, 61
INVAR-15, Run: 036, P, 1, 68
INVAR-15, Run: 037, P, 0, 57
INVAR-15, Run: 038, P, 0, 62
INVAR-15, Run: 039, P, 0, 58
INVAR-15, Run: 040, P, 0, 59
INVAR-15, Run: 041, P, 0, 63
INVAR-15, Run: 042, P, 0, 57
INVAR-15, Run: 043, P, 0, 79
INVAR-15, Run: 044, P, 0, 69
INVAR-15, Run: 045, P, 0, 56
INVAR-15, Run: 046, P, 0, 52
INVAR-15, Run: 047, P, 0, 71
INVAR-15, Run: 048, P, 0, 63
INVAR-15, Run: 049, P, 0, 65
INVAR-15, Run: 050, P, 0, 67
INVAR-15, Run: 051, P, 0, 70
INVAR-15, Run: 052, P, 0, 58
INVAR-15, Run: 053, P, 0, 62
INVAR-15, Run: 054, P, 0, 63
INVAR-15, Run: 055, P, 0, 73
INVAR-15, Run: 056, P, 0, 62
INVAR-15, Run: 057, P, 0, 59
INVAR-15, Run: 058, P, 0, 77
INVAR-15, Run: 059, P, 0, 66
INVAR-15, Run: 060, P, 0, 55
INVAR-15, Run: 061, P, 0, 70
