Input Number, Run_Number, Result@ 100, H, B, PE, X1, M, PO, CE, Y, D, CO, A
1, Run: 095, F, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48
1, Run: 096, F, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46
1, Run: 097, F, 0, 0, 1, 0, 0, 0, 4, 4, 0, 0, 44
1, Run: 098, F, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 46
1, Run: 099, F, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48
1, Run: 100, F, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 48
10, Run: 001, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 002, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 003, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 004, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 005, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 006, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 007, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 008, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 009, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576
10, Run: 010, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 011, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 012, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576
10, Run: 013, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 014, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 015, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 016, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 017, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 018, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 019, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 020, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576
10, Run: 021, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 022, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576
10, Run: 023, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 024, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 025, F, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588
10, Run: 026, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 027, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 028, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 029, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 030, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 031, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576
10, Run: 032, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 033, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 034, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 035, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 036, F, 0, 0, 1, 0, 0, 0, 95, 95, 0, 0, 590
10, Run: 037, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 038, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 039, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 040, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 041, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 042, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 043, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 044, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 045, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 046, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 047, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 048, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 049, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 050, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 051, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 052, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 053, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 054, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 055, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576
10, Run: 056, F, 0, 0, 1, 0, 0, 0, 85, 85, 0, 0, 570
10, Run: 057, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 058, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 059, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 060, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576
10, Run: 061, F, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588
10, Run: 062, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 063, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 064, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 065, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 066, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 067, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 068, F, 0, 0, 1, 0, 0, 0, 86, 86, 0, 0, 572
10, Run: 069, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 070, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 071, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576
10, Run: 072, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 073, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 074, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 075, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 076, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 077, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 078, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 079, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 080, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 081, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 082, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 083, F, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588
10, Run: 084, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 085, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 086, F, 0, 0, 1, 0, 0, 0, 93, 93, 0, 0, 586
10, Run: 087, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582
10, Run: 088, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 089, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 090, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 091, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 092, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 093, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 094, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 095, F, 0, 0, 1, 0, 0, 0, 87, 87, 0, 0, 574
10, Run: 096, F, 0, 0, 1, 0, 0, 0, 85, 85, 0, 0, 570
10, Run: 097, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578
10, Run: 098, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584
10, Run: 099, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580
10, Run: 100, F, 0, 0, 1, 0, 0, 0, 84, 84, 0, 0, 568
2, Run: 001, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 002, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 003, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 004, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 005, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 006, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 007, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 150
2, Run: 008, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 009, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 010, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 011, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 012, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 013, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 014, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 015, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 016, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 017, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 018, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 019, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 152
2, Run: 020, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 021, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 022, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 023, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 024, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 025, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162
2, Run: 026, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 027, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 028, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 029, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 030, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 031, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 032, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 033, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162
2, Run: 034, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 035, F, 0, 0, 1, 0, 0, 0, 26, 26, 0, 0, 164
2, Run: 036, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 037, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 038, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 039, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 040, F, 0, 0, 1, 0, 0, 0, 26, 26, 0, 0, 164
2, Run: 041, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 042, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 043, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 044, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 045, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 046, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 047, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 048, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 049, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 050, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 051, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 052, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 053, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162
2, Run: 054, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162
2, Run: 055, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 056, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 057, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 058, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 059, F, 0, 0, 1, 0, 0, 0, 26, 26, 0, 0, 164
2, Run: 060, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 061, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 062, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 063, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 064, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 065, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 066, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 067, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 068, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 069, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 070, F, 0, 0, 1, 0, 0, 0, 26, 26, 0, 0, 164
2, Run: 071, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 072, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162
2, Run: 073, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 074, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 075, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 076, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 077, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 078, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 079, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 080, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 081, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 082, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 083, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 084, F, 0, 0, 1, 0, 0, 0, 26, 26, 0, 0, 164
2, Run: 085, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 086, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 087, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 088, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 089, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 090, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 091, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 092, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 152
2, Run: 093, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 094, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154
2, Run: 095, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160
2, Run: 096, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162
2, Run: 097, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 098, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
2, Run: 099, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156
2, Run: 100, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158
3, Run: 001, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 002, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 003, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 004, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 005, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 006, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 007, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 008, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 009, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 010, F, 0, 0, 1, 0, 0, 0, 79, 79, 0, 0, 486
3, Run: 011, F, 0, 0, 1, 0, 0, 0, 77, 77, 0, 0, 482
3, Run: 012, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 013, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 014, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 015, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 016, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 017, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 018, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 019, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 020, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 021, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 022, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 023, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
