Input Number, Run_Number, Result@ 100, Y, X2, Y*, X2*
In01, Run: 001, P, 85, 0
In01, Run: 002, P, 85, 0
In01, Run: 003, P, 80, 0
In01, Run: 004, P, 83, 0
In01, Run: 005, F, 53, 0
In01, Run: 006, F, 71, 0
In01, Run: 007, F, 73, 0
In01, Run: 008, P, 92, 0
In01, Run: 009, F, 67, 0
In01, Run: 010, P, 80, 0
In01, Run: 011, F, 82, 0
In01, Run: 012, P, 75, 0
In01, Run: 013, P, 86, 0
In01, Run: 014, F, 65, 0
In01, Run: 015, F, 56, 0
In01, Run: 016, F, 80, 0
In01, Run: 017, P, 80, 0
In01, Run: 018, P, 71, 0
In01, Run: 019, F, 63, 0
In01, Run: 020, F, 76, 0
In01, Run: 021, F, 66, 0
In01, Run: 022, P, 71, 0
In01, Run: 023, P, 92, 0
In01, Run: 024, F, 68, 0
In01, Run: 025, F, 79, 0
In01, Run: 026, F, 81, 0
In01, Run: 027, P, 82, 0
In01, Run: 028, P, 77, 0
In01, Run: 029, P, 86, 0
In01, Run: 030, F, 72, 0
In01, Run: 031, F, 68, 0
In01, Run: 032, F, 77, 0
In01, Run: 033, F, 68, 0
In01, Run: 034, F, 72, 0
In01, Run: 035, P, 63, 0
In01, Run: 036, P, 82, 0
In01, Run: 037, P, 80, 0
In01, Run: 038, F, 54, 0
In01, Run: 039, F, 63, 0
In01, Run: 040, P, 74, 0
In01, Run: 041, F, 70, 0
In01, Run: 042, F, 66, 0
In01, Run: 043, P, 65, 0
In01, Run: 044, P, 80, 0
In01, Run: 045, F, 74, 0
In01, Run: 046, F, 76, 0
In01, Run: 047, P, 89, 0
In01, Run: 048, F, 79, 0
In01, Run: 049, P, 90, 0
In01, Run: 050, P, 84, 0
In01, Run: 051, P, 87, 0
In01, Run: 052, P, 82, 0
In01, Run: 053, F, 69, 0
In01, Run: 054, F, 71, 0
In01, Run: 055, F, 50, 0
In01, Run: 056, F, 66, 0
In01, Run: 057, F, 59, 0
In01, Run: 058, F, 70, 0
In01, Run: 059, F, 66, 0
In01, Run: 060, F, 72, 0
In01, Run: 061, F, 74, 0
In01, Run: 062, P, 89, 0
In01, Run: 063, P, 88, 0
In01, Run: 064, P, 82, 0
In01, Run: 065, P, 87, 0
In01, Run: 066, P, 82, 0
In01, Run: 067, F, 55, 0
In01, Run: 068, P, 81, 0
In01, Run: 069, F, 79, 0
In01, Run: 070, F, 65, 0
In01, Run: 071, F, 78, 0
In01, Run: 072, F, 64, 0
In01, Run: 073, P, 76, 0
In01, Run: 074, F, 94, 0
In01, Run: 075, P, 71, 0
In01, Run: 076, F, 78, 0
In01, Run: 077, P, 90, 0
In01, Run: 078, P, 84, 0
In01, Run: 079, P, 81, 0
In01, Run: 080, F, 78, 0
In01, Run: 081, P, 74, 0
In01, Run: 082, P, 92, 0
In01, Run: 083, P, 79, 0
In01, Run: 084, F, 75, 0
In01, Run: 085, P, 90, 0
In01, Run: 086, P, 86, 0
In01, Run: 087, P, 69, 0
In01, Run: 088, F, 59, 0
In01, Run: 089, P, 91, 0
In01, Run: 090, P, 94, 0
In01, Run: 091, P, 90, 0
In01, Run: 092, F, 64, 0
In01, Run: 093, F, 63, 0
In01, Run: 094, F, 69, 0
In01, Run: 095, P, 84, 0
In01, Run: 096, P, 82, 0
In01, Run: 097, F, 68, 0
In01, Run: 098, P, 69, 0
In01, Run: 099, F, 74, 0
In01, Run: 100, P, 81, 0
