Input Number, Run_Number, Result@ 100, Y, X2, Y*, X2*
In01, Run: 001, P, 85, 0
In01, Run: 002, F, 85, 0
In01, Run: 003, F, 80, 0
In01, Run: 004, P, 83, 0
In01, Run: 005, P, 53, 0
In01, Run: 006, P, 71, 0
In01, Run: 007, P, 73, 0
In01, Run: 008, F, 92, 0
In01, Run: 009, P, 67, 0
In01, Run: 010, P, 80, 0
In01, Run: 011, F, 82, 0
In01, Run: 012, P, 75, 0
In01, Run: 013, F, 86, 0
In01, Run: 014, P, 65, 0
In01, Run: 015, P, 56, 0
In01, Run: 016, P, 80, 0
In01, Run: 017, P, 80, 0
In01, Run: 018, P, 71, 0
In01, Run: 019, P, 63, 0
In01, Run: 020, P, 76, 0
In01, Run: 021, P, 66, 0
In01, Run: 022, P, 71, 0
In01, Run: 023, F, 92, 0
In01, Run: 024, P, 68, 0
In01, Run: 025, P, 79, 0
In01, Run: 026, P, 81, 0
In01, Run: 027, P, 82, 0
In01, Run: 028, P, 77, 0
In01, Run: 029, F, 86, 0
In01, Run: 030, P, 72, 0
In01, Run: 031, P, 68, 0
In01, Run: 032, F, 77, 0
In01, Run: 033, P, 68, 0
In01, Run: 034, P, 72, 0
In01, Run: 035, P, 63, 0
In01, Run: 036, P, 82, 0
In01, Run: 037, P, 80, 0
In01, Run: 038, P, 54, 0
In01, Run: 039, P, 63, 0
In01, Run: 040, P, 74, 0
In01, Run: 041, P, 70, 0
In01, Run: 042, P, 66, 0
In01, Run: 043, P, 65, 0
In01, Run: 044, P, 80, 0
In01, Run: 045, P, 74, 0
In01, Run: 046, P, 76, 0
In01, Run: 047, F, 89, 0
In01, Run: 048, P, 79, 0
In01, Run: 049, P, 90, 0
In01, Run: 050, F, 84, 0
In01, Run: 051, P, 87, 0
In01, Run: 052, F, 82, 0
In01, Run: 053, P, 69, 0
In01, Run: 054, P, 71, 0
In01, Run: 055, P, 50, 0
In01, Run: 056, P, 66, 0
In01, Run: 057, P, 59, 0
In01, Run: 058, P, 70, 0
In01, Run: 059, P, 66, 0
In01, Run: 060, P, 72, 0
In01, Run: 061, P, 74, 0
In01, Run: 062, P, 89, 0
In01, Run: 063, P, 88, 0
In01, Run: 064, P, 82, 0
In01, Run: 065, P, 87, 0
In01, Run: 066, P, 82, 0
In01, Run: 067, P, 55, 0
In01, Run: 068, F, 81, 0
In01, Run: 069, P, 79, 0
In01, Run: 070, P, 65, 0
In01, Run: 071, P, 78, 0
In01, Run: 072, P, 64, 0
In01, Run: 073, P, 76, 0
In01, Run: 074, F, 94, 0
In01, Run: 075, P, 71, 0
In01, Run: 076, P, 78, 0
In01, Run: 077, F, 90, 0
In01, Run: 078, F, 84, 0
In01, Run: 079, P, 81, 0
In01, Run: 080, P, 78, 0
In01, Run: 081, P, 74, 0
In01, Run: 082, F, 92, 0
In01, Run: 083, P, 79, 0
In01, Run: 084, F, 75, 0
In01, Run: 085, P, 90, 0
In01, Run: 086, F, 86, 0
In01, Run: 087, P, 69, 0
In01, Run: 088, P, 59, 0
In01, Run: 089, P, 91, 0
In01, Run: 090, P, 94, 0
In01, Run: 091, P, 90, 0
In01, Run: 092, P, 64, 0
In01, Run: 093, P, 63, 0
In01, Run: 094, P, 69, 0
In01, Run: 095, P, 84, 0
In01, Run: 096, P, 82, 0
In01, Run: 097, P, 68, 0
In01, Run: 098, P, 69, 0
In01, Run: 099, F, 74, 0
In01, Run: 100, P, 81, 0
In02, Run: 001, P, 35, 0
In02, Run: 002, P, 40, 0
In02, Run: 003, P, 27, 0
In02, Run: 004, P, 56, 0
In02, Run: 005, P, 31, 0
In02, Run: 006, P, 48, 0
In02, Run: 007, P, 42, 0
In02, Run: 008, P, 35, 0
In02, Run: 009, P, 40, 0
In02, Run: 010, P, 50, 0
In02, Run: 011, P, 37, 0
In02, Run: 012, P, 36, 0
In02, Run: 013, P, 34, 0
In02, Run: 014, P, 48, 0
In02, Run: 015, P, 41, 0
In02, Run: 016, P, 30, 0
In02, Run: 017, P, 34, 0
In02, Run: 018, P, 43, 0
In02, Run: 019, P, 38, 0
In02, Run: 020, P, 48, 0
In02, Run: 021, P, 48, 0
In02, Run: 022, P, 35, 0
In02, Run: 023, P, 41, 0
In02, Run: 024, P, 30, 0
In02, Run: 025, P, 19, 0
In02, Run: 026, P, 41, 0
In02, Run: 027, P, 49, 0
In02, Run: 028, P, 34, 0
In02, Run: 029, P, 34, 0
In02, Run: 030, P, 40, 0
In02, Run: 031, P, 28, 0
In02, Run: 032, P, 31, 0
In02, Run: 033, P, 39, 0
In02, Run: 034, P, 30, 0
In02, Run: 035, F, 60, 0
In02, Run: 036, P, 42, 0
In02, Run: 037, P, 43, 0
In02, Run: 038, P, 44, 0
In02, Run: 039, P, 30, 0
In02, Run: 040, P, 42, 0
In02, Run: 041, P, 26, 0
In02, Run: 042, P, 24, 0
In02, Run: 043, P, 39, 0
In02, Run: 044, P, 61, 0
In02, Run: 045, P, 23, 0
In02, Run: 046, P, 46, 0
