Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 1, 0, 2, 6, 12, 5, 4, 14
INVAR-1, Run: 002, F, 0, 0, 2, 7, 12, 3, 7, 12
INVAR-1, Run: 003, F, 0, 0, 2, 7, 12, 3, 7, 12
INVAR-1, Run: 004, F, 0, 0, 2, 7, 12, 3, 3, 16
INVAR-1, Run: 005, F, 0, 0, 2, 7, 12, 3, 1, 18
INVAR-1, Run: 006, F, 0, 0, 2, 6, 12, 6, 2, 16
INVAR-1, Run: 007, F, 0, 0, 2, 7, 12, 3, 1, 18
INVAR-1, Run: 008, F, 0, 0, 2, 7, 12, 3, 2, 17
INVAR-1, Run: 009, F, 0, 0, 2, 7, 12, 3, 5, 14
INVAR-1, Run: 010, F, 0, 0, 2, 6, 12, 6, 3, 15
INVAR-1, Run: 011, F, 0, 0, 2, 7, 12, 3, 5, 14
INVAR-1, Run: 012, F, 1, 0, 2, 6, 12, 5, 6, 12
INVAR-1, Run: 013, F, 0, 0, 2, 7, 12, 3, 9, 10
INVAR-1, Run: 014, F, 0, 0, 2, 7, 12, 3, 3, 16
INVAR-1, Run: 015, F, 0, 0, 2, 7, 12, 3, 4, 15
INVAR-1, Run: 016, F, 0, 0, 2, 6, 12, 6, 5, 13
INVAR-1, Run: 017, F, 0, 0, 2, 7, 12, 3, 4, 15
INVAR-1, Run: 018, F, 0, 0, 2, 7, 12, 3, 5, 14
INVAR-1, Run: 019, F, 0, 0, 2, 7, 12, 3, 1, 18
INVAR-1, Run: 020, F, 0, 0, 2, 6, 12, 6, 4, 14
INVAR-1, Run: 021, F, 0, 0, 2, 7, 12, 3, 1, 18
INVAR-1, Run: 022, F, 0, 0, 2, 7, 12, 3, 4, 15
INVAR-1, Run: 023, F, 0, 0, 2, 6, 12, 6, 4, 14
INVAR-1, Run: 024, F, 0, 0, 2, 7, 12, 3, 5, 14
INVAR-1, Run: 025, F, 0, 0, 2, 7, 12, 3, 2, 17
INVAR-1, Run: 026, F, 0, 0, 2, 6, 12, 6, 7, 11
INVAR-1, Run: 027, F, 0, 0, 2, 7, 12, 3, 3, 16
INVAR-1, Run: 028, F, 0, 0, 2, 7, 12, 3, 4, 15
INVAR-1, Run: 029, F, 0, 0, 2, 7, 12, 3, 5, 14
INVAR-1, Run: 030, F, 0, 0, 2, 6, 12, 6, 2, 16
INVAR-1, Run: 031, F, 0, 0, 2, 7, 12, 3, 6, 13
