Input Number, Run_Number, Result@ 100, V, Y, X, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 028, F, 13, 0, 0, 2, 8, 12, 0, 5, 2
INVAR-1, Run: 029, F, 5, 0, 0, 2, 8, 12, 0, 12, 3
INVAR-1, Run: 030, F, 0, 1, 0, 1, 8, 12, 0, 8, 12
INVAR-1, Run: 031, F, 7, 0, 0, 5, 8, 11, 0, 8, 4
INVAR-1, Run: 032, F, 12, 0, 0, 2, 8, 12, 0, 6, 2
INVAR-1, Run: 033, F, 0, 0, 1, 6, 7, 10, 2, 15, 4
INVAR-1, Run: 034, F, 3, 0, 0, 5, 8, 11, 0, 10, 6
INVAR-1, Run: 035, F, 6, 0, 0, 2, 8, 12, 0, 7, 7
INVAR-1, Run: 036, F, 9, 0, 0, 2, 7, 11, 3, 10, 2
INVAR-1, Run: 037, F, 15, 0, 0, 2, 8, 12, 0, 2, 3
INVAR-1, Run: 038, F, 0, 0, 1, 3, 7, 11, 2, 13, 7
INVAR-1, Run: 039, F, 7, 0, 0, 5, 8, 11, 0, 8, 4
