Input Number, Run_Number, Result@ 100, X, Y, Z, XP, YP
INVAR-1, Run: 042, P, 0, 0, 72, 0, 48
INVAR-1, Run: 043, P, 0, 0, 60, 0, 36
INVAR-1, Run: 044, P, 0, 0, 60, 0, 36
INVAR-1, Run: 045, P, 0, 0, 62, 0, 38
INVAR-1, Run: 046, P, 0, 0, 64, 0, 40
INVAR-1, Run: 047, P, 0, 0, 58, 0, 34
INVAR-1, Run: 048, P, 0, 0, 54, 0, 30
INVAR-1, Run: 049, P, 0, 0, 54, 0, 30
INVAR-1, Run: 050, P, 0, 0, 58, 0, 34
INVAR-1, Run: 051, P, 0, 0, 62, 0, 38
INVAR-1, Run: 052, P, 0, 0, 60, 0, 36
INVAR-1, Run: 053, P, 0, 0, 58, 0, 34
INVAR-1, Run: 054, P, 0, 0, 60, 0, 36
INVAR-1, Run: 055, P, 0, 0, 62, 0, 38
INVAR-1, Run: 056, P, 0, 0, 58, 0, 34
INVAR-1, Run: 057, P, 0, 0, 62, 0, 38
INVAR-1, Run: 058, P, 0, 0, 62, 0, 38
INVAR-1, Run: 059, P, 0, 0, 60, 0, 36
INVAR-1, Run: 060, P, 0, 0, 62, 0, 38
INVAR-1, Run: 061, P, 0, 0, 66, 0, 42
INVAR-1, Run: 062, P, 0, 0, 60, 0, 36
INVAR-1, Run: 063, P, 0, 0, 70, 0, 46
INVAR-1, Run: 064, P, 0, 0, 60, 0, 36
INVAR-1, Run: 065, P, 0, 0, 56, 0, 32
INVAR-1, Run: 066, P, 0, 0, 58, 0, 34
INVAR-1, Run: 067, P, 0, 0, 58, 0, 34
INVAR-1, Run: 068, P, 0, 0, 56, 0, 32
INVAR-1, Run: 069, P, 0, 0, 64, 0, 40
INVAR-1, Run: 070, P, 0, 0, 64, 0, 40
INVAR-1, Run: 071, P, 0, 0, 58, 0, 34
INVAR-1, Run: 072, P, 0, 0, 68, 0, 44
INVAR-1, Run: 073, P, 0, 0, 60, 0, 36
INVAR-1, Run: 074, P, 0, 0, 66, 0, 42
INVAR-1, Run: 075, P, 0, 0, 58, 0, 34
INVAR-1, Run: 076, P, 0, 0, 58, 0, 34
INVAR-1, Run: 077, P, 0, 0, 62, 0, 38
INVAR-1, Run: 078, P, 0, 0, 62, 0, 38
INVAR-1, Run: 079, P, 0, 0, 70, 0, 46
INVAR-1, Run: 080, P, 0, 0, 68, 0, 44
INVAR-1, Run: 081, P, 0, 0, 48, 0, 24
INVAR-1, Run: 082, P, 0, 0, 60, 0, 36
INVAR-1, Run: 083, P, 0, 0, 66, 0, 42
INVAR-1, Run: 084, P, 0, 0, 58, 0, 34
INVAR-1, Run: 085, P, 0, 0, 62, 0, 38
INVAR-1, Run: 086, P, 0, 0, 54, 0, 30
INVAR-1, Run: 087, P, 0, 0, 56, 0, 32
INVAR-1, Run: 088, P, 0, 0, 62, 0, 38
INVAR-1, Run: 089, P, 0, 0, 64, 0, 40
INVAR-1, Run: 090, P, 0, 0, 64, 0, 40
INVAR-1, Run: 091, P, 0, 0, 58, 0, 34
INVAR-1, Run: 092, P, 0, 0, 68, 0, 44
INVAR-1, Run: 093, P, 0, 0, 66, 0, 42
INVAR-1, Run: 094, P, 0, 0, 64, 0, 40
INVAR-1, Run: 095, P, 0, 0, 60, 0, 36
INVAR-1, Run: 096, P, 0, 0, 54, 0, 30
INVAR-1, Run: 097, P, 0, 0, 68, 0, 44
INVAR-1, Run: 098, P, 0, 0, 74, 0, 50
INVAR-1, Run: 099, P, 0, 0, 72, 0, 48
INVAR-1, Run: 100, P, 0, 0, 70, 0, 46
INVAR-10, Run: 001, P, 0, 0, 90, 0, 48
INVAR-10, Run: 002, P, 0, 0, 98, 0, 56
INVAR-10, Run: 003, P, 0, 0, 100, 0, 58
INVAR-10, Run: 004, P, 0, 0, 98, 0, 56
INVAR-10, Run: 005, P, 0, 0, 80, 0, 38
INVAR-10, Run: 006, P, 0, 0, 86, 0, 44
INVAR-10, Run: 007, P, 0, 0, 86, 0, 44
INVAR-10, Run: 008, P, 0, 0, 98, 0, 56
INVAR-10, Run: 009, P, 0, 0, 100, 0, 58
INVAR-10, Run: 010, P, 0, 0, 78, 0, 36
INVAR-10, Run: 011, P, 0, 0, 92, 0, 50
INVAR-10, Run: 012, P, 0, 0, 92, 0, 50
INVAR-10, Run: 013, P, 0, 0, 90, 0, 48
INVAR-10, Run: 014, P, 0, 0, 84, 0, 42
INVAR-10, Run: 015, P, 0, 0, 102, 0, 60
INVAR-10, Run: 016, P, 0, 0, 96, 0, 54
INVAR-10, Run: 017, P, 0, 0, 96, 0, 54
INVAR-10, Run: 018, P, 0, 0, 86, 0, 44
INVAR-10, Run: 019, P, 0, 0, 86, 0, 44
INVAR-10, Run: 020, P, 0, 0, 90, 0, 48
INVAR-10, Run: 021, P, 0, 0, 96, 0, 54
INVAR-10, Run: 022, P, 0, 0, 94, 0, 52
INVAR-10, Run: 023, P, 0, 0, 78, 0, 36
INVAR-10, Run: 024, P, 0, 0, 96, 0, 54
INVAR-10, Run: 025, P, 0, 0, 74, 0, 32
INVAR-10, Run: 026, P, 0, 0, 90, 0, 48
INVAR-10, Run: 027, P, 0, 0, 88, 0, 46
INVAR-10, Run: 028, P, 0, 0, 98, 0, 56
INVAR-10, Run: 029, P, 0, 0, 82, 0, 40
INVAR-10, Run: 030, P, 0, 0, 96, 0, 54
INVAR-10, Run: 031, P, 0, 0, 88, 0, 46
INVAR-10, Run: 032, P, 0, 0, 92, 0, 50
INVAR-10, Run: 033, P, 0, 0, 84, 0, 42
INVAR-10, Run: 034, P, 0, 0, 90, 0, 48
INVAR-10, Run: 035, P, 0, 0, 92, 0, 50
INVAR-10, Run: 036, P, 0, 0, 100, 0, 58
INVAR-10, Run: 037, P, 0, 0, 84, 0, 42
INVAR-10, Run: 038, P, 0, 0, 88, 0, 46
INVAR-10, Run: 039, P, 0, 0, 96, 0, 54
INVAR-10, Run: 040, P, 0, 0, 94, 0, 52
INVAR-10, Run: 041, P, 0, 0, 86, 0, 44
INVAR-10, Run: 042, P, 0, 0, 98, 0, 56
INVAR-10, Run: 043, P, 0, 0, 90, 0, 48
INVAR-10, Run: 044, P, 0, 0, 86, 0, 44
INVAR-10, Run: 045, P, 0, 0, 90, 0, 48
INVAR-10, Run: 046, P, 0, 0, 112, 0, 70
INVAR-10, Run: 047, P, 0, 0, 98, 0, 56
INVAR-10, Run: 048, P, 0, 0, 92, 0, 50
INVAR-10, Run: 049, P, 0, 0, 90, 0, 48
INVAR-10, Run: 050, P, 0, 0, 94, 0, 52
INVAR-10, Run: 051, P, 0, 0, 94, 0, 52
INVAR-10, Run: 052, P, 0, 0, 90, 0, 48
INVAR-10, Run: 053, P, 0, 0, 88, 0, 46
INVAR-10, Run: 054, P, 0, 0, 88, 0, 46
INVAR-10, Run: 055, P, 0, 0, 88, 0, 46
INVAR-10, Run: 056, P, 0, 0, 96, 0, 54
INVAR-10, Run: 057, P, 0, 0, 88, 0, 46
INVAR-10, Run: 058, P, 0, 0, 102, 0, 60
INVAR-10, Run: 059, P, 0, 0, 90, 0, 48
INVAR-10, Run: 060, P, 0, 0, 92, 0, 50
INVAR-10, Run: 061, P, 0, 0, 84, 0, 42
INVAR-10, Run: 062, P, 0, 0, 104, 0, 62
INVAR-10, Run: 063, P, 0, 0, 100, 0, 58
INVAR-10, Run: 064, P, 0, 0, 88, 0, 46
INVAR-10, Run: 065, P, 0, 0, 92, 0, 50
INVAR-10, Run: 066, P, 0, 0, 100, 0, 58
INVAR-10, Run: 067, P, 0, 0, 92, 0, 50
INVAR-10, Run: 068, P, 0, 0, 74, 0, 32
INVAR-10, Run: 069, P, 0, 0, 98, 0, 56
INVAR-10, Run: 070, P, 0, 0, 96, 0, 54
INVAR-10, Run: 071, P, 0, 0, 100, 0, 58
INVAR-10, Run: 072, P, 0, 0, 84, 0, 42
INVAR-10, Run: 073, P, 0, 0, 100, 0, 58
INVAR-10, Run: 074, P, 0, 0, 90, 0, 48
INVAR-10, Run: 075, P, 0, 0, 100, 0, 58
INVAR-10, Run: 076, P, 0, 0, 88, 0, 46
INVAR-10, Run: 077, P, 0, 0, 96, 0, 54
INVAR-10, Run: 078, P, 0, 0, 88, 0, 46
INVAR-10, Run: 079, P, 0, 0, 92, 0, 50
INVAR-10, Run: 080, P, 0, 0, 104, 0, 62
INVAR-10, Run: 081, P, 0, 0, 86, 0, 44
INVAR-10, Run: 082, P, 0, 0, 86, 0, 44
INVAR-10, Run: 083, P, 0, 0, 92, 0, 50
INVAR-10, Run: 084, P, 0, 0, 98, 0, 56
INVAR-10, Run: 085, P, 0, 0, 106, 0, 64
INVAR-10, Run: 086, P, 0, 0, 84, 0, 42
INVAR-10, Run: 087, P, 0, 0, 84, 0, 42
INVAR-10, Run: 088, P, 0, 0, 94, 0, 52
INVAR-10, Run: 089, P, 0, 0, 98, 0, 56
INVAR-10, Run: 090, P, 0, 0, 86, 0, 44
INVAR-10, Run: 091, P, 0, 0, 94, 0, 52
INVAR-10, Run: 092, P, 0, 0, 86, 0, 44
INVAR-10, Run: 093, P, 0, 0, 84, 0, 42
INVAR-10, Run: 094, P, 0, 0, 88, 0, 46
INVAR-10, Run: 095, P, 0, 0, 78, 0, 36
INVAR-10, Run: 096, P, 0, 0, 90, 0, 48
INVAR-10, Run: 097, P, 0, 0, 94, 0, 52
INVAR-10, Run: 098, P, 0, 0, 96, 0, 54
INVAR-10, Run: 099, P, 0, 0, 84, 0, 42
INVAR-10, Run: 100, P, 0, 0, 96, 0, 54
INVAR-11, Run: 001, P, 0, 0, 144, 0, 86
INVAR-11, Run: 002, P, 0, 0, 160, 0, 102
INVAR-11, Run: 003, P, 0, 0, 166, 0, 108
INVAR-11, Run: 004, P, 0, 0, 156, 0, 98
INVAR-11, Run: 005, P, 0, 0, 148, 0, 90
INVAR-11, Run: 006, P, 0, 0, 166, 0, 108
INVAR-11, Run: 007, P, 0, 0, 146, 0, 88
INVAR-11, Run: 008, P, 0, 0, 172, 0, 114
INVAR-11, Run: 009, P, 0, 0, 150, 0, 92
INVAR-11, Run: 010, P, 0, 0, 150, 0, 92
INVAR-11, Run: 011, P, 0, 0, 146, 0, 88
INVAR-11, Run: 012, P, 0, 0, 164, 0, 106
INVAR-11, Run: 013, P, 0, 0, 156, 0, 98
INVAR-11, Run: 014, P, 0, 0, 170, 0, 112
INVAR-11, Run: 015, P, 0, 0, 158, 0, 100
INVAR-11, Run: 016, P, 0, 0, 148, 0, 90
INVAR-11, Run: 017, P, 0, 0, 154, 0, 96
INVAR-11, Run: 018, P, 0, 0, 156, 0, 98
INVAR-11, Run: 019, P, 0, 0, 160, 0, 102
INVAR-11, Run: 020, P, 0, 0, 156, 0, 98
INVAR-11, Run: 021, P, 0, 0, 162, 0, 104
INVAR-11, Run: 022, P, 0, 0, 146, 0, 88
INVAR-11, Run: 023, P, 0, 0, 152, 0, 94
INVAR-11, Run: 024, P, 0, 0, 156, 0, 98
INVAR-11, Run: 025, P, 0, 0, 160, 0, 102
INVAR-11, Run: 026, P, 0, 0, 144, 0, 86
INVAR-11, Run: 027, P, 0, 0, 152, 0, 94
INVAR-11, Run: 028, P, 0, 0, 162, 0, 104
INVAR-11, Run: 029, P, 0, 0, 158, 0, 100
INVAR-11, Run: 030, P, 0, 0, 154, 0, 96
INVAR-11, Run: 031, P, 0, 0, 144, 0, 86
INVAR-11, Run: 032, P, 0, 0, 168, 0, 110
INVAR-11, Run: 033, P, 0, 0, 158, 0, 100
INVAR-11, Run: 034, P, 0, 0, 162, 0, 104
INVAR-11, Run: 035, P, 0, 0, 164, 0, 106
INVAR-11, Run: 036, P, 0, 0, 166, 0, 108
INVAR-11, Run: 037, P, 0, 0, 162, 0, 104
INVAR-11, Run: 038, P, 0, 0, 154, 0, 96
INVAR-11, Run: 039, P, 0, 0, 160, 0, 102
INVAR-11, Run: 040, P, 0, 0, 154, 0, 96
INVAR-11, Run: 041, P, 0, 0, 140, 0, 82
INVAR-11, Run: 042, P, 0, 0, 156, 0, 98
INVAR-11, Run: 043, P, 0, 0, 156, 0, 98
INVAR-11, Run: 044, P, 0, 0, 158, 0, 100
INVAR-11, Run: 045, P, 0, 0, 160, 0, 102
INVAR-11, Run: 046, P, 0, 0, 162, 0, 104
INVAR-11, Run: 047, P, 0, 0, 142, 0, 84
INVAR-11, Run: 048, P, 0, 0, 154, 0, 96
INVAR-11, Run: 049, P, 0, 0, 150, 0, 92
INVAR-11, Run: 050, P, 0, 0, 144, 0, 86
INVAR-11, Run: 051, P, 0, 0, 166, 0, 108
INVAR-11, Run: 052, P, 0, 0, 164, 0, 106
INVAR-11, Run: 053, P, 0, 0, 150, 0, 92
INVAR-11, Run: 054, P, 0, 0, 150, 0, 92
INVAR-11, Run: 055, P, 0, 0, 148, 0, 90
INVAR-11, Run: 056, P, 0, 0, 168, 0, 110
INVAR-11, Run: 057, P, 0, 0, 168, 0, 110
INVAR-11, Run: 058, P, 0, 0, 162, 0, 104
INVAR-11, Run: 059, P, 0, 0, 156, 0, 98
INVAR-11, Run: 060, P, 0, 0, 148, 0, 90
INVAR-11, Run: 061, P, 0, 0, 154, 0, 96
INVAR-11, Run: 062, P, 0, 0, 152, 0, 94
INVAR-11, Run: 063, P, 0, 0, 160, 0, 102
INVAR-11, Run: 064, P, 0, 0, 168, 0, 110
INVAR-11, Run: 065, P, 0, 0, 150, 0, 92
INVAR-11, Run: 066, P, 0, 0, 150, 0, 92
INVAR-11, Run: 067, P, 0, 0, 160, 0, 102
INVAR-11, Run: 068, P, 0, 0, 150, 0, 92
INVAR-11, Run: 069, P, 0, 0, 150, 0, 92
INVAR-11, Run: 070, P, 0, 0, 152, 0, 94
INVAR-11, Run: 071, P, 0, 0, 142, 0, 84
INVAR-11, Run: 072, P, 0, 0, 140, 0, 82
INVAR-11, Run: 073, P, 0, 0, 154, 0, 96
INVAR-11, Run: 074, P, 0, 0, 154, 0, 96
INVAR-11, Run: 075, P, 0, 0, 154, 0, 96
INVAR-11, Run: 076, P, 0, 0, 164, 0, 106
INVAR-11, Run: 077, P, 0, 0, 168, 0, 110
INVAR-11, Run: 078, P, 0, 0, 162, 0, 104
INVAR-11, Run: 079, P, 0, 0, 160, 0, 102
INVAR-11, Run: 080, P, 0, 0, 148, 0, 90
INVAR-11, Run: 081, P, 0, 0, 162, 0, 104
INVAR-11, Run: 082, P, 0, 0, 154, 0, 96
INVAR-11, Run: 083, P, 0, 0, 146, 0, 88
INVAR-11, Run: 084, P, 0, 0, 166, 0, 108
INVAR-11, Run: 085, P, 0, 0, 166, 0, 108
INVAR-11, Run: 086, P, 0, 0, 170, 0, 112
INVAR-11, Run: 087, P, 0, 0, 156, 0, 98
INVAR-11, Run: 088, P, 0, 0, 152, 0, 94
INVAR-11, Run: 089, P, 0, 0, 170, 0, 112
INVAR-11, Run: 090, P, 0, 0, 158, 0, 100
INVAR-11, Run: 091, P, 0, 0, 164, 0, 106
INVAR-11, Run: 092, P, 0, 0, 148, 0, 90
INVAR-11, Run: 093, P, 0, 0, 170, 0, 112
INVAR-11, Run: 094, P, 0, 0, 146, 0, 88
INVAR-11, Run: 095, P, 0, 0, 168, 0, 110
INVAR-11, Run: 096, P, 0, 0, 162, 0, 104
INVAR-11, Run: 097, P, 0, 0, 160, 0, 102
INVAR-11, Run: 098, P, 0, 0, 150, 0, 92
INVAR-11, Run: 099, P, 0, 0, 152, 0, 94
INVAR-11, Run: 100, P, 0, 0, 148, 0, 90
INVAR-12, Run: 001, P, 0, 0, 334, 0, 204
INVAR-12, Run: 002, P, 0, 0, 344, 0, 214
INVAR-12, Run: 003, P, 0, 0, 318, 0, 188
INVAR-12, Run: 004, P, 0, 0, 332, 0, 202
INVAR-12, Run: 005, P, 0, 0, 348, 0, 218
INVAR-12, Run: 006, P, 0, 0, 310, 0, 180
INVAR-12, Run: 007, P, 0, 0, 344, 0, 214
INVAR-12, Run: 008, P, 0, 0, 326, 0, 196
INVAR-12, Run: 009, P, 0, 0, 330, 0, 200
INVAR-12, Run: 010, P, 0, 0, 344, 0, 214
INVAR-12, Run: 011, P, 0, 0, 310, 0, 180
INVAR-12, Run: 012, P, 0, 0, 344, 0, 214
INVAR-12, Run: 013, P, 0, 0, 308, 0, 178
INVAR-12, Run: 014, P, 0, 0, 316, 0, 186
INVAR-12, Run: 015, P, 0, 0, 330, 0, 200
INVAR-12, Run: 016, P, 0, 0, 330, 0, 200
INVAR-12, Run: 017, P, 0, 0, 326, 0, 196
INVAR-12, Run: 018, P, 0, 0, 338, 0, 208
INVAR-12, Run: 019, P, 0, 0, 342, 0, 212
INVAR-12, Run: 020, P, 0, 0, 356, 0, 226
INVAR-12, Run: 021, P, 0, 0, 320, 0, 190
INVAR-12, Run: 022, P, 0, 0, 318, 0, 188
INVAR-12, Run: 023, P, 0, 0, 328, 0, 198
INVAR-12, Run: 024, P, 0, 0, 334, 0, 204
INVAR-12, Run: 025, P, 0, 0, 328, 0, 198
INVAR-12, Run: 026, P, 0, 0, 322, 0, 192
INVAR-12, Run: 027, P, 0, 0, 332, 0, 202
INVAR-12, Run: 028, P, 0, 0, 334, 0, 204
INVAR-12, Run: 029, P, 0, 0, 342, 0, 212
INVAR-12, Run: 030, P, 0, 0, 342, 0, 212
INVAR-12, Run: 031, P, 0, 0, 332, 0, 202
INVAR-12, Run: 032, P, 0, 0, 324, 0, 194
INVAR-12, Run: 033, P, 0, 0, 340, 0, 210
INVAR-12, Run: 034, P, 0, 0, 330, 0, 200
INVAR-12, Run: 035, P, 0, 0, 336, 0, 206
INVAR-12, Run: 036, P, 0, 0, 344, 0, 214
INVAR-12, Run: 037, P, 0, 0, 338, 0, 208
INVAR-12, Run: 038, P, 0, 0, 356, 0, 226
INVAR-12, Run: 039, P, 0, 0, 338, 0, 208
INVAR-12, Run: 040, P, 0, 0, 322, 0, 192
INVAR-12, Run: 041, P, 0, 0, 332, 0, 202
INVAR-12, Run: 042, P, 0, 0, 338, 0, 208
INVAR-12, Run: 043, P, 0, 0, 324, 0, 194
INVAR-12, Run: 044, P, 0, 0, 332, 0, 202
INVAR-12, Run: 045, P, 0, 0, 324, 0, 194
INVAR-12, Run: 046, P, 0, 0, 326, 0, 196
INVAR-12, Run: 047, P, 0, 0, 318, 0, 188
INVAR-12, Run: 048, P, 0, 0, 324, 0, 194
INVAR-12, Run: 049, P, 0, 0, 320, 0, 190
INVAR-12, Run: 050, P, 0, 0, 320, 0, 190
INVAR-12, Run: 051, P, 0, 0, 314, 0, 184
INVAR-12, Run: 052, P, 0, 0, 340, 0, 210
INVAR-12, Run: 053, P, 0, 0, 324, 0, 194
INVAR-12, Run: 054, P, 0, 0, 338, 0, 208
INVAR-12, Run: 055, P, 0, 0, 344, 0, 214
INVAR-12, Run: 056, P, 0, 0, 330, 0, 200
INVAR-12, Run: 057, P, 0, 0, 328, 0, 198
INVAR-12, Run: 058, P, 0, 0, 324, 0, 194
INVAR-12, Run: 059, P, 0, 0, 326, 0, 196
INVAR-12, Run: 060, P, 0, 0, 336, 0, 206
INVAR-12, Run: 061, P, 0, 0, 344, 0, 214
INVAR-12, Run: 062, P, 0, 0, 340, 0, 210
INVAR-12, Run: 063, P, 0, 0, 300, 0, 170
INVAR-12, Run: 064, P, 0, 0, 320, 0, 190
INVAR-12, Run: 065, P, 0, 0, 342, 0, 212
INVAR-12, Run: 066, P, 0, 0, 328, 0, 198
INVAR-12, Run: 067, P, 0, 0, 340, 0, 210
INVAR-12, Run: 068, P, 0, 0, 346, 0, 216
INVAR-12, Run: 069, P, 0, 0, 320, 0, 190
INVAR-12, Run: 070, P, 0, 0, 328, 0, 198
INVAR-12, Run: 071, P, 0, 0, 338, 0, 208
INVAR-12, Run: 072, P, 0, 0, 342, 0, 212
INVAR-12, Run: 073, P, 0, 0, 334, 0, 204
INVAR-12, Run: 074, P, 0, 0, 330, 0, 200
INVAR-12, Run: 075, P, 0, 0, 322, 0, 192
INVAR-12, Run: 076, P, 0, 0, 338, 0, 208
INVAR-12, Run: 077, P, 0, 0, 320, 0, 190
INVAR-12, Run: 078, P, 0, 0, 326, 0, 196
INVAR-12, Run: 079, P, 0, 0, 334, 0, 204
INVAR-12, Run: 080, P, 0, 0, 314, 0, 184
INVAR-12, Run: 081, P, 0, 0, 328, 0, 198
INVAR-12, Run: 082, P, 0, 0, 326, 0, 196
INVAR-12, Run: 083, P, 0, 0, 336, 0, 206
INVAR-12, Run: 084, P, 0, 0, 300, 0, 170
INVAR-12, Run: 085, P, 0, 0, 326, 0, 196
INVAR-12, Run: 086, P, 0, 0, 326, 0, 196
INVAR-12, Run: 087, P, 0, 0, 334, 0, 204
INVAR-12, Run: 088, P, 0, 0, 332, 0, 202
INVAR-12, Run: 089, P, 0, 0, 306, 0, 176
INVAR-12, Run: 090, P, 0, 0, 316, 0, 186
INVAR-12, Run: 091, P, 0, 0, 324, 0, 194
INVAR-12, Run: 092, P, 0, 0, 330, 0, 200
INVAR-12, Run: 093, P, 0, 0, 326, 0, 196
INVAR-12, Run: 094, P, 0, 0, 312, 0, 182
INVAR-12, Run: 095, P, 0, 0, 340, 0, 210
INVAR-12, Run: 096, P, 0, 0, 324, 0, 194
INVAR-12, Run: 097, P, 0, 0, 330, 0, 200
INVAR-12, Run: 098, P, 0, 0, 308, 0, 178
INVAR-12, Run: 099, P, 0, 0, 342, 0, 212
INVAR-12, Run: 100, P, 0, 0, 334, 0, 204
INVAR-13, Run: 001, P, 0, 0, 26, 0, 21
INVAR-13, Run: 002, P, 0, 0, 24, 0, 19
INVAR-13, Run: 003, P, 0, 0, 22, 0, 17
INVAR-13, Run: 004, P, 0, 0, 24, 0, 19
INVAR-13, Run: 005, P, 0, 0, 20, 0, 15
INVAR-13, Run: 006, P, 0, 0, 24, 0, 19
INVAR-13, Run: 007, P, 0, 0, 24, 0, 19
INVAR-13, Run: 008, P, 0, 0, 22, 0, 17
INVAR-13, Run: 009, P, 0, 0, 22, 0, 17
INVAR-13, Run: 010, P, 0, 0, 20, 0, 15
INVAR-13, Run: 011, P, 0, 0, 26, 0, 21
INVAR-13, Run: 012, P, 0, 0, 24, 0, 19
INVAR-13, Run: 013, P, 0, 0, 24, 0, 19
INVAR-13, Run: 014, P, 0, 0, 26, 0, 21
INVAR-13, Run: 015, P, 0, 0, 22, 0, 17
INVAR-13, Run: 016, P, 0, 0, 24, 0, 19
INVAR-13, Run: 017, P, 0, 0, 24, 0, 19
INVAR-13, Run: 018, P, 0, 0, 22, 0, 17
INVAR-13, Run: 019, P, 0, 0, 24, 0, 19
INVAR-13, Run: 020, P, 0, 0, 20, 0, 15
INVAR-13, Run: 021, P, 0, 0, 26, 0, 21
INVAR-13, Run: 022, P, 0, 0, 22, 0, 17
INVAR-13, Run: 023, P, 0, 0, 28, 0, 23
INVAR-13, Run: 024, P, 0, 0, 26, 0, 21
INVAR-13, Run: 025, P, 0, 0, 18, 0, 13
INVAR-13, Run: 026, P, 0, 0, 24, 0, 19
INVAR-13, Run: 027, P, 0, 0, 20, 0, 15
INVAR-13, Run: 028, P, 0, 0, 24, 0, 19
INVAR-13, Run: 029, P, 0, 0, 20, 0, 15
INVAR-13, Run: 030, P, 0, 0, 22, 0, 17
INVAR-13, Run: 031, P, 0, 0, 24, 0, 19
INVAR-13, Run: 032, P, 0, 0, 26, 0, 21
INVAR-13, Run: 033, P, 0, 0, 24, 0, 19
INVAR-13, Run: 034, P, 0, 0, 26, 0, 21
INVAR-13, Run: 035, P, 0, 0, 26, 0, 21
INVAR-13, Run: 036, P, 0, 0, 22, 0, 17
INVAR-13, Run: 037, P, 0, 0, 22, 0, 17
INVAR-13, Run: 038, P, 0, 0, 22, 0, 17
INVAR-13, Run: 039, P, 0, 0, 20, 0, 15
INVAR-13, Run: 040, P, 0, 0, 24, 0, 19
INVAR-13, Run: 041, P, 0, 0, 22, 0, 17
INVAR-13, Run: 042, P, 0, 0, 20, 0, 15
INVAR-13, Run: 043, P, 0, 0, 24, 0, 19
INVAR-13, Run: 044, P, 0, 0, 24, 0, 19
INVAR-13, Run: 045, P, 0, 0, 22, 0, 17
INVAR-13, Run: 046, P, 0, 0, 24, 0, 19
INVAR-13, Run: 047, P, 0, 0, 24, 0, 19
INVAR-13, Run: 048, P, 0, 0, 20, 0, 15
INVAR-13, Run: 049, P, 0, 0, 28, 0, 23
INVAR-13, Run: 050, P, 0, 0, 24, 0, 19
INVAR-13, Run: 051, P, 0, 0, 18, 0, 13
INVAR-13, Run: 052, P, 0, 0, 24, 0, 19
INVAR-13, Run: 053, P, 0, 0, 20, 0, 15
INVAR-13, Run: 054, P, 0, 0, 26, 0, 21
INVAR-13, Run: 055, P, 0, 0, 22, 0, 17
INVAR-13, Run: 056, P, 0, 0, 26, 0, 21
INVAR-13, Run: 057, P, 0, 0, 22, 0, 17
INVAR-13, Run: 058, P, 0, 0, 26, 0, 21
INVAR-13, Run: 059, P, 0, 0, 26, 0, 21
INVAR-13, Run: 060, P, 0, 0, 24, 0, 19
INVAR-13, Run: 061, P, 0, 0, 24, 0, 19
INVAR-13, Run: 062, P, 0, 0, 22, 0, 17
INVAR-13, Run: 063, P, 0, 0, 22, 0, 17
INVAR-13, Run: 064, P, 0, 0, 24, 0, 19
