Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 2, 0, 0, 7, 12, 1, 19, 1
INVAR-1, Run: 002, F, 0, 2, 0, 8, 11, 0, 12, 5
INVAR-1, Run: 003, F, 0, 8, 0, 8, 11, 0, 6, 5
INVAR-1, Run: 004, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 005, F, 0, 8, 0, 8, 12, 0, 10, 2
INVAR-1, Run: 006, F, 0, 7, 0, 8, 11, 0, 7, 5
INVAR-1, Run: 007, F, 0, 8, 0, 7, 11, 3, 11, 2
INVAR-1, Run: 008, F, 1, 0, 0, 7, 11, 2, 17, 3
INVAR-1, Run: 009, F, 0, 4, 0, 8, 12, 0, 14, 2
INVAR-1, Run: 010, F, 1, 0, 0, 6, 10, 5, 18, 3
INVAR-1, Run: 011, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 012, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 013, F, 2, 0, 0, 7, 12, 1, 19, 1
INVAR-1, Run: 014, F, 2, 0, 0, 7, 12, 1, 19, 1
INVAR-1, Run: 015, F, 0, 14, 0, 8, 11, 0, 0, 5
INVAR-1, Run: 016, F, 1, 0, 0, 7, 11, 2, 17, 3
INVAR-1, Run: 017, F, 2, 0, 0, 7, 12, 1, 19, 1
INVAR-1, Run: 018, F, 0, 10, 0, 8, 12, 0, 8, 2
INVAR-1, Run: 019, F, 1, 0, 0, 7, 11, 2, 17, 3
INVAR-1, Run: 020, F, 1, 0, 0, 7, 11, 2, 17, 3
INVAR-1, Run: 021, F, 0, 11, 0, 7, 10, 3, 4, 5
INVAR-1, Run: 022, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 023, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 024, F, 2, 0, 0, 7, 12, 1, 19, 1
INVAR-1, Run: 025, F, 0, 17, 0, 7, 11, 3, 2, 2
INVAR-1, Run: 026, F, 0, 15, 0, 8, 12, 0, 3, 2
INVAR-1, Run: 027, F, 0, 7, 0, 8, 12, 0, 11, 2
INVAR-1, Run: 028, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 029, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 030, F, 0, 14, 0, 8, 12, 0, 4, 2
INVAR-1, Run: 031, F, 0, 12, 0, 8, 11, 0, 2, 5
INVAR-1, Run: 032, F, 0, 13, 0, 8, 12, 0, 5, 2
INVAR-1, Run: 033, F, 2, 0, 0, 7, 10, 1, 11, 7
INVAR-1, Run: 034, F, 2, 0, 0, 7, 12, 1, 19, 1
INVAR-1, Run: 035, F, 0, 4, 0, 7, 10, 3, 11, 5
INVAR-1, Run: 036, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 037, F, 0, 7, 0, 8, 12, 0, 11, 2
INVAR-1, Run: 038, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 039, F, 2, 0, 0, 7, 11, 1, 15, 4
INVAR-1, Run: 040, F, 1, 0, 0, 7, 11, 2, 17, 3
