Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
A1,INVAR-1,100,0,0,0,0,0
A1,INVAR-2,100,0,0,0,0,0
A10,INVAR-1,100,100,0,0,0,100
A10,INVAR-2,100,100,0,0,0,100
A11,INVAR-1,100,0,0,0,0,0
A11,INVAR-2,100,0,0,0,0,0
A2,INVAR-1,100,0,0,0,0,0
A2,INVAR-2,100,0,0,0,0,0
A3,INVAR-1,100,0,0,0,0,0
A3,INVAR-2,100,0,0,0,0,0
A4,INVAR-1,100,0,0,0,0,0
A4,INVAR-2,100,0,0,0,0,0
A5,INVAR-1,100,0,0,0,0,0
A5,INVAR-2,100,0,0,0,0,0
A6,INVAR-1,100,100,0,0,0,100
A6,INVAR-2,100,100,0,0,0,100
A7,INVAR-1,100,0,0,0,0,0
A7,INVAR-2,100,0,0,0,0,0
A8,INVAR-1,100,0,0,0,0,0
A8,INVAR-2,100,0,0,0,0,0
A9,INVAR-1,100,100,0,0,0,100
A9,INVAR-2,100,100,0,0,0,100
