Input Number, Run_Number, Result@ 100, X, Y, V, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 002, F, 0, 2, 0, 8, 12, 0, 1, 11
INVAR-1, Run: 003, F, 1, 0, 0, 7, 12, 2, 8, 6
INVAR-1, Run: 004, F, 0, 2, 0, 8, 12, 0, 1, 11
INVAR-1, Run: 005, F, 1, 0, 0, 7, 12, 2, 9, 5
INVAR-1, Run: 006, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 007, F, 1, 0, 0, 6, 11, 5, 13, 3
INVAR-1, Run: 008, F, 1, 0, 0, 7, 12, 2, 8, 6
INVAR-1, Run: 009, F, 0, 2, 0, 7, 11, 3, 1, 13
INVAR-1, Run: 010, F, 1, 0, 0, 7, 12, 2, 7, 7
INVAR-1, Run: 011, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 012, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 013, F, 0, 2, 0, 8, 12, 0, 0, 12
INVAR-1, Run: 014, F, 0, 2, 0, 8, 12, 0, 2, 10
INVAR-1, Run: 015, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 016, F, 0, 2, 0, 8, 12, 0, 2, 10
INVAR-1, Run: 017, F, 0, 2, 0, 8, 12, 0, 5, 7
INVAR-1, Run: 018, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 019, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 020, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-1, Run: 021, F, 1, 0, 0, 7, 12, 2, 8, 6
INVAR-1, Run: 022, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 023, F, 0, 2, 0, 7, 11, 3, 3, 11
INVAR-1, Run: 024, F, 1, 0, 0, 7, 12, 2, 14, 0
INVAR-1, Run: 025, F, 0, 2, 0, 8, 12, 0, 4, 8
INVAR-1, Run: 026, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 027, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 028, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 029, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 030, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 031, F, 0, 2, 0, 8, 12, 0, 4, 8
INVAR-1, Run: 032, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 033, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-1, Run: 034, F, 1, 0, 0, 7, 12, 2, 14, 0
INVAR-1, Run: 035, F, 0, 2, 0, 8, 12, 0, 0, 12
INVAR-1, Run: 036, F, 0, 2, 0, 7, 11, 3, 1, 13
INVAR-1, Run: 037, F, 1, 0, 0, 7, 12, 2, 9, 5
INVAR-1, Run: 038, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 039, F, 0, 2, 0, 8, 12, 0, 0, 12
INVAR-1, Run: 040, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-1, Run: 041, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 042, F, 0, 2, 0, 8, 12, 0, 2, 10
INVAR-1, Run: 043, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 044, F, 1, 0, 0, 7, 12, 2, 9, 5
INVAR-1, Run: 045, F, 0, 2, 0, 7, 11, 3, 2, 12
INVAR-1, Run: 046, F, 0, 2, 0, 7, 11, 3, 6, 8
INVAR-1, Run: 047, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-1, Run: 048, F, 1, 0, 0, 7, 12, 2, 7, 7
INVAR-1, Run: 049, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 050, F, 1, 0, 0, 7, 12, 2, 5, 9
INVAR-1, Run: 051, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 052, F, 0, 2, 0, 8, 12, 0, 6, 6
INVAR-1, Run: 053, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 054, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 055, F, 0, 2, 0, 7, 11, 3, 1, 13
INVAR-1, Run: 056, F, 0, 2, 0, 8, 12, 0, 6, 6
INVAR-1, Run: 057, F, 1, 0, 0, 6, 11, 5, 12, 4
INVAR-1, Run: 058, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 059, F, 1, 0, 0, 7, 12, 2, 8, 6
INVAR-1, Run: 060, F, 0, 2, 0, 7, 11, 3, 6, 8
INVAR-1, Run: 061, F, 1, 0, 0, 7, 12, 2, 9, 5
INVAR-1, Run: 062, F, 0, 2, 0, 8, 12, 0, 3, 9
INVAR-1, Run: 063, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-1, Run: 064, F, 1, 0, 0, 7, 12, 2, 7, 7
INVAR-1, Run: 065, F, 1, 0, 0, 7, 12, 2, 14, 0
INVAR-1, Run: 066, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-1, Run: 067, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 068, F, 1, 0, 0, 7, 12, 2, 14, 0
INVAR-1, Run: 069, F, 0, 2, 0, 8, 12, 0, 2, 10
INVAR-1, Run: 070, F, 1, 0, 0, 7, 12, 2, 9, 5
INVAR-1, Run: 071, F, 1, 0, 0, 7, 12, 2, 7, 7
INVAR-1, Run: 072, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 073, F, 0, 2, 0, 8, 12, 0, 1, 11
INVAR-1, Run: 074, F, 0, 2, 0, 6, 10, 6, 5, 11
INVAR-1, Run: 075, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 076, F, 0, 2, 0, 8, 12, 0, 2, 10
INVAR-1, Run: 077, F, 0, 2, 0, 8, 12, 0, 3, 9
INVAR-1, Run: 078, F, 0, 2, 0, 7, 11, 3, 8, 6
INVAR-1, Run: 079, F, 1, 0, 0, 7, 12, 2, 12, 2
INVAR-1, Run: 080, F, 0, 2, 0, 8, 12, 0, 1, 11
INVAR-1, Run: 081, F, 0, 2, 0, 8, 12, 0, 5, 7
INVAR-1, Run: 082, F, 1, 0, 0, 7, 12, 2, 9, 5
INVAR-1, Run: 083, F, 0, 2, 0, 8, 12, 0, 2, 10
INVAR-1, Run: 084, F, 0, 2, 0, 8, 12, 0, 1, 11
INVAR-1, Run: 085, F, 0, 2, 0, 7, 11, 3, 5, 9
INVAR-1, Run: 086, F, 1, 0, 0, 7, 12, 2, 7, 7
INVAR-1, Run: 087, F, 1, 0, 0, 7, 12, 2, 7, 7
INVAR-1, Run: 088, F, 1, 0, 0, 7, 12, 2, 8, 6
INVAR-1, Run: 089, F, 0, 2, 0, 8, 12, 0, 3, 9
INVAR-1, Run: 090, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 091, F, 1, 0, 0, 7, 12, 2, 10, 4
INVAR-1, Run: 092, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 093, F, 0, 2, 0, 8, 12, 0, 4, 8
INVAR-1, Run: 094, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-1, Run: 095, F, 0, 2, 0, 7, 11, 3, 2, 12
INVAR-1, Run: 096, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-1, Run: 097, F, 0, 2, 0, 7, 11, 3, 2, 12
INVAR-1, Run: 098, F, 1, 0, 0, 7, 12, 2, 13, 1
INVAR-1, Run: 099, F, 0, 2, 0, 7, 11, 3, 1, 13
INVAR-1, Run: 100, F, 1, 0, 0, 7, 12, 2, 11, 3
INVAR-10, Run: 001, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 002, F, 0, 2, 0, 14, 16, 0, 6, 10
INVAR-10, Run: 003, F, 1, 0, 0, 12, 15, 5, 14, 6
INVAR-10, Run: 004, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 005, F, 0, 2, 0, 14, 16, 0, 1, 15
INVAR-10, Run: 006, F, 0, 2, 0, 13, 15, 3, 6, 12
INVAR-10, Run: 007, F, 1, 0, 0, 13, 16, 2, 15, 3
INVAR-10, Run: 008, F, 0, 2, 0, 13, 15, 3, 4, 14
INVAR-10, Run: 009, F, 0, 2, 0, 14, 16, 0, 10, 6
INVAR-10, Run: 010, F, 1, 0, 0, 13, 16, 2, 11, 7
INVAR-10, Run: 011, F, 0, 2, 0, 13, 15, 3, 2, 16
INVAR-10, Run: 012, F, 0, 2, 0, 14, 16, 0, 1, 15
INVAR-10, Run: 013, F, 1, 0, 0, 12, 15, 5, 16, 4
INVAR-10, Run: 014, F, 0, 2, 0, 14, 16, 0, 9, 7
INVAR-10, Run: 015, F, 1, 0, 0, 13, 16, 2, 14, 4
INVAR-10, Run: 016, F, 1, 0, 0, 12, 15, 5, 15, 5
INVAR-10, Run: 017, F, 1, 0, 0, 13, 16, 2, 11, 7
INVAR-10, Run: 018, F, 1, 0, 0, 13, 16, 2, 16, 2
INVAR-10, Run: 019, F, 1, 0, 0, 13, 16, 2, 16, 2
INVAR-10, Run: 020, F, 1, 0, 0, 13, 16, 2, 12, 6
INVAR-10, Run: 021, F, 1, 0, 0, 13, 16, 2, 10, 8
INVAR-10, Run: 022, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 023, F, 0, 2, 0, 13, 15, 3, 5, 13
INVAR-10, Run: 024, F, 0, 2, 0, 14, 16, 0, 1, 15
INVAR-10, Run: 025, F, 0, 2, 0, 14, 16, 0, 3, 13
INVAR-10, Run: 026, F, 1, 0, 0, 13, 16, 2, 11, 7
INVAR-10, Run: 027, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 028, F, 0, 2, 0, 13, 15, 3, 1, 17
INVAR-10, Run: 029, F, 1, 0, 0, 13, 16, 2, 9, 9
INVAR-10, Run: 030, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 031, F, 0, 2, 0, 13, 15, 3, 0, 18
INVAR-10, Run: 032, F, 1, 0, 0, 12, 15, 5, 18, 2
INVAR-10, Run: 033, F, 0, 2, 0, 13, 15, 3, 0, 18
INVAR-10, Run: 034, F, 0, 2, 0, 14, 16, 0, 5, 11
INVAR-10, Run: 035, F, 0, 2, 0, 14, 16, 0, 1, 15
INVAR-10, Run: 036, F, 1, 0, 0, 13, 16, 2, 16, 2
INVAR-10, Run: 037, F, 1, 0, 0, 13, 16, 2, 16, 2
INVAR-10, Run: 038, F, 1, 0, 0, 13, 16, 2, 12, 6
INVAR-10, Run: 039, F, 1, 0, 0, 13, 16, 2, 15, 3
INVAR-10, Run: 040, F, 0, 2, 0, 14, 16, 0, 4, 12
INVAR-10, Run: 041, F, 0, 2, 0, 13, 15, 3, 8, 10
INVAR-10, Run: 042, F, 1, 0, 0, 13, 16, 2, 11, 7
INVAR-10, Run: 043, F, 1, 0, 0, 13, 16, 2, 11, 7
INVAR-10, Run: 044, F, 1, 0, 0, 13, 16, 2, 17, 1
INVAR-10, Run: 045, F, 0, 2, 0, 14, 16, 0, 4, 12
INVAR-10, Run: 046, F, 0, 2, 0, 14, 16, 0, 4, 12
INVAR-10, Run: 047, F, 0, 2, 0, 13, 15, 3, 1, 17
INVAR-10, Run: 048, F, 0, 2, 0, 14, 16, 0, 5, 11
INVAR-10, Run: 049, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 050, F, 0, 2, 0, 14, 16, 0, 1, 15
INVAR-10, Run: 051, F, 0, 2, 0, 13, 15, 3, 4, 14
INVAR-10, Run: 052, F, 0, 2, 0, 14, 16, 0, 5, 11
INVAR-10, Run: 053, F, 0, 2, 0, 14, 16, 0, 7, 9
INVAR-10, Run: 054, F, 1, 0, 0, 13, 16, 2, 15, 3
INVAR-10, Run: 055, F, 1, 0, 0, 12, 15, 5, 17, 3
INVAR-10, Run: 056, F, 1, 0, 0, 13, 16, 2, 16, 2
INVAR-10, Run: 057, F, 0, 2, 0, 14, 16, 0, 2, 14
INVAR-10, Run: 058, F, 0, 2, 0, 14, 16, 0, 1, 15
INVAR-10, Run: 059, F, 1, 0, 0, 12, 15, 5, 10, 10
INVAR-10, Run: 060, F, 0, 2, 0, 13, 15, 3, 3, 15
INVAR-10, Run: 061, F, 0, 2, 0, 13, 15, 3, 3, 15
INVAR-10, Run: 062, F, 1, 0, 0, 13, 16, 2, 17, 1
INVAR-10, Run: 063, F, 0, 2, 0, 13, 15, 3, 3, 15
INVAR-10, Run: 064, F, 1, 0, 0, 13, 16, 2, 14, 4
INVAR-10, Run: 065, F, 1, 0, 0, 13, 16, 2, 16, 2
INVAR-10, Run: 066, F, 0, 2, 0, 14, 16, 0, 4, 12
INVAR-10, Run: 067, F, 1, 0, 0, 12, 15, 5, 13, 7
INVAR-10, Run: 068, F, 0, 2, 0, 14, 16, 0, 1, 15
INVAR-10, Run: 069, F, 0, 2, 0, 14, 16, 0, 2, 14
INVAR-10, Run: 070, F, 0, 2, 0, 14, 16, 0, 2, 14
INVAR-10, Run: 071, F, 1, 0, 0, 13, 16, 2, 15, 3
INVAR-10, Run: 072, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 073, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 074, F, 0, 2, 0, 13, 15, 3, 4, 14
INVAR-10, Run: 075, F, 0, 2, 0, 13, 15, 3, 2, 16
INVAR-10, Run: 076, F, 1, 0, 0, 13, 16, 2, 8, 10
INVAR-10, Run: 077, F, 1, 0, 0, 13, 16, 2, 9, 9
INVAR-10, Run: 078, F, 1, 0, 0, 13, 16, 2, 14, 4
INVAR-10, Run: 079, F, 0, 2, 0, 13, 15, 3, 7, 11
INVAR-10, Run: 080, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 081, F, 1, 0, 0, 12, 15, 5, 12, 8
INVAR-10, Run: 082, F, 1, 0, 0, 13, 16, 2, 14, 4
INVAR-10, Run: 083, F, 1, 0, 0, 13, 16, 2, 15, 3
INVAR-10, Run: 084, F, 0, 2, 0, 14, 16, 0, 4, 12
INVAR-10, Run: 085, F, 1, 0, 0, 13, 16, 2, 15, 3
INVAR-10, Run: 086, F, 1, 0, 0, 13, 16, 2, 18, 0
INVAR-10, Run: 087, F, 1, 0, 0, 13, 16, 2, 12, 6
INVAR-10, Run: 088, F, 0, 2, 0, 14, 16, 0, 1, 15
INVAR-10, Run: 089, F, 1, 0, 0, 13, 16, 2, 10, 8
INVAR-10, Run: 090, F, 1, 0, 0, 13, 16, 2, 16, 2
INVAR-10, Run: 091, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 092, F, 1, 0, 0, 13, 16, 2, 12, 6
INVAR-10, Run: 093, F, 1, 0, 0, 12, 15, 5, 15, 5
INVAR-10, Run: 094, F, 1, 0, 0, 13, 16, 2, 17, 1
INVAR-10, Run: 095, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 096, F, 1, 0, 0, 13, 16, 2, 15, 3
INVAR-10, Run: 097, F, 1, 0, 0, 13, 16, 2, 9, 9
INVAR-10, Run: 098, F, 1, 0, 0, 13, 16, 2, 16, 2
INVAR-10, Run: 099, F, 1, 0, 0, 13, 16, 2, 13, 5
INVAR-10, Run: 100, F, 1, 0, 0, 13, 16, 2, 11, 7
INVAR-11, Run: 001, F, 0, 0, 8, 18, 32, 4, 9, 19
INVAR-11, Run: 002, F, 0, 0, 13, 19, 33, 1, 5, 16
INVAR-11, Run: 003, F, 0, 0, 5, 18, 32, 4, 15, 16
INVAR-11, Run: 004, F, 0, 0, 19, 19, 33, 1, 11, 4
INVAR-11, Run: 005, F, 0, 0, 9, 19, 33, 1, 17, 8
INVAR-11, Run: 006, F, 0, 0, 9, 19, 33, 1, 13, 12
INVAR-11, Run: 007, F, 0, 0, 17, 19, 33, 1, 13, 4
INVAR-11, Run: 008, F, 0, 0, 1, 19, 33, 1, 15, 18
INVAR-11, Run: 009, F, 0, 0, 21, 19, 33, 1, 3, 10
INVAR-11, Run: 010, F, 0, 0, 16, 18, 32, 4, 9, 11
INVAR-11, Run: 011, F, 0, 0, 4, 19, 33, 1, 8, 22
INVAR-11, Run: 012, F, 0, 0, 4, 18, 32, 4, 15, 17
INVAR-11, Run: 013, F, 0, 0, 28, 19, 33, 1, 3, 3
INVAR-11, Run: 014, F, 0, 0, 17, 19, 33, 1, 5, 12
INVAR-11, Run: 015, F, 0, 0, 5, 19, 33, 1, 14, 15
INVAR-11, Run: 016, F, 0, 0, 4, 18, 32, 4, 21, 11
INVAR-11, Run: 017, F, 0, 0, 4, 18, 32, 4, 17, 15
INVAR-11, Run: 018, F, 0, 0, 5, 19, 33, 1, 18, 11
INVAR-11, Run: 019, F, 0, 0, 4, 18, 32, 4, 21, 11
INVAR-11, Run: 020, F, 0, 0, 17, 19, 33, 1, 4, 13
INVAR-11, Run: 021, F, 0, 0, 1, 18, 32, 4, 26, 9
INVAR-11, Run: 022, F, 0, 0, 21, 19, 33, 1, 2, 11
INVAR-11, Run: 023, F, 0, 0, 21, 18, 32, 4, 11, 4
INVAR-11, Run: 024, F, 0, 0, 10, 19, 33, 1, 5, 19
INVAR-11, Run: 025, F, 0, 0, 1, 18, 32, 4, 18, 17
INVAR-11, Run: 026, F, 0, 0, 23, 18, 32, 4, 8, 5
INVAR-11, Run: 027, F, 0, 0, 12, 19, 33, 1, 7, 15
INVAR-11, Run: 028, F, 0, 0, 10, 19, 33, 1, 2, 22
INVAR-11, Run: 029, F, 0, 0, 12, 19, 33, 1, 5, 17
INVAR-11, Run: 030, F, 0, 0, 16, 18, 32, 4, 9, 11
INVAR-11, Run: 031, F, 0, 0, 20, 18, 32, 4, 11, 5
INVAR-11, Run: 032, F, 0, 0, 13, 18, 32, 4, 12, 11
INVAR-11, Run: 033, F, 0, 0, 6, 19, 33, 1, 14, 14
INVAR-11, Run: 034, F, 0, 0, 3, 19, 33, 1, 15, 16
INVAR-11, Run: 035, F, 0, 0, 11, 19, 33, 1, 6, 17
INVAR-11, Run: 036, F, 0, 0, 3, 18, 32, 4, 20, 13
INVAR-11, Run: 037, F, 0, 0, 2, 18, 32, 4, 17, 17
INVAR-11, Run: 038, F, 0, 0, 4, 19, 33, 1, 22, 8
INVAR-11, Run: 039, F, 0, 0, 24, 19, 33, 1, 7, 3
INVAR-11, Run: 040, F, 0, 0, 24, 19, 33, 1, 3, 7
INVAR-11, Run: 041, F, 0, 0, 23, 19, 33, 1, 3, 8
INVAR-11, Run: 042, F, 0, 0, 2, 19, 33, 1, 16, 16
INVAR-11, Run: 043, F, 0, 0, 22, 18, 32, 4, 8, 6
INVAR-11, Run: 044, F, 0, 0, 2, 18, 32, 4, 20, 14
INVAR-11, Run: 045, F, 0, 0, 8, 19, 33, 1, 12, 14
INVAR-11, Run: 046, F, 0, 0, 13, 18, 32, 4, 9, 14
INVAR-11, Run: 047, F, 0, 0, 13, 19, 33, 1, 13, 8
INVAR-11, Run: 048, F, 0, 0, 2, 19, 33, 1, 15, 17
INVAR-11, Run: 049, F, 0, 0, 18, 19, 33, 1, 8, 8
INVAR-11, Run: 050, F, 0, 0, 10, 18, 32, 4, 13, 13
INVAR-11, Run: 051, F, 0, 0, 16, 19, 33, 1, 3, 15
INVAR-11, Run: 052, F, 0, 0, 12, 19, 33, 1, 15, 7
INVAR-11, Run: 053, F, 0, 0, 1, 18, 32, 4, 18, 17
INVAR-11, Run: 054, F, 0, 0, 16, 18, 32, 4, 10, 10
INVAR-11, Run: 055, F, 0, 0, 2, 18, 32, 4, 18, 16
INVAR-11, Run: 056, F, 0, 0, 2, 19, 33, 1, 12, 20
INVAR-11, Run: 057, F, 0, 0, 4, 19, 33, 1, 10, 20
INVAR-11, Run: 058, F, 0, 0, 4, 19, 33, 1, 14, 16
INVAR-11, Run: 059, F, 0, 0, 21, 19, 33, 1, 4, 9
INVAR-11, Run: 060, F, 0, 0, 4, 18, 32, 4, 11, 21
INVAR-11, Run: 061, F, 0, 0, 3, 18, 32, 4, 17, 16
INVAR-11, Run: 062, F, 0, 0, 12, 19, 33, 1, 3, 19
INVAR-11, Run: 063, F, 0, 0, 2, 18, 32, 4, 24, 10
INVAR-11, Run: 064, F, 0, 0, 9, 17, 31, 7, 17, 12
INVAR-11, Run: 065, F, 0, 0, 2, 19, 33, 1, 11, 21
INVAR-11, Run: 066, F, 0, 0, 1, 19, 33, 1, 12, 21
INVAR-11, Run: 067, F, 0, 0, 10, 19, 33, 1, 8, 16
INVAR-11, Run: 068, F, 0, 0, 6, 19, 33, 1, 18, 10
INVAR-11, Run: 069, F, 0, 0, 1, 18, 32, 4, 19, 16
INVAR-11, Run: 070, F, 0, 0, 24, 19, 33, 1, 3, 7
INVAR-11, Run: 071, F, 0, 0, 8, 19, 33, 1, 18, 8
INVAR-11, Run: 072, F, 0, 0, 15, 19, 33, 1, 12, 7
INVAR-11, Run: 073, F, 0, 0, 1, 18, 32, 4, 22, 13
INVAR-11, Run: 074, F, 0, 0, 4, 18, 32, 4, 9, 23
INVAR-11, Run: 075, F, 0, 0, 1, 19, 33, 1, 14, 19
INVAR-11, Run: 076, F, 0, 0, 4, 18, 32, 4, 18, 14
INVAR-11, Run: 077, F, 0, 0, 10, 19, 33, 1, 10, 14
INVAR-11, Run: 078, F, 0, 0, 21, 18, 32, 4, 9, 6
INVAR-11, Run: 079, F, 0, 0, 5, 19, 33, 1, 12, 17
INVAR-11, Run: 080, F, 0, 0, 17, 19, 33, 1, 13, 4
INVAR-11, Run: 081, F, 0, 0, 16, 19, 33, 1, 4, 14
INVAR-11, Run: 082, F, 0, 0, 3, 18, 32, 4, 18, 15
INVAR-11, Run: 083, F, 0, 0, 3, 18, 32, 4, 17, 16
INVAR-11, Run: 084, F, 0, 0, 8, 18, 32, 4, 18, 10
INVAR-11, Run: 085, F, 0, 0, 11, 19, 33, 1, 13, 10
INVAR-11, Run: 086, F, 0, 0, 1, 18, 32, 4, 15, 20
INVAR-11, Run: 087, F, 0, 0, 15, 19, 33, 1, 11, 8
INVAR-11, Run: 088, F, 0, 0, 1, 18, 32, 4, 16, 19
INVAR-11, Run: 089, F, 0, 0, 10, 18, 32, 4, 10, 16
INVAR-11, Run: 090, F, 0, 0, 1, 19, 33, 1, 16, 17
INVAR-11, Run: 091, F, 0, 0, 19, 19, 33, 1, 6, 9
INVAR-11, Run: 092, F, 0, 0, 7, 19, 33, 1, 11, 16
INVAR-11, Run: 093, F, 0, 0, 8, 19, 33, 1, 3, 23
INVAR-11, Run: 094, F, 0, 0, 3, 18, 32, 4, 17, 16
INVAR-11, Run: 095, F, 0, 0, 16, 19, 33, 1, 4, 14
INVAR-11, Run: 096, F, 0, 0, 16, 18, 32, 4, 7, 13
INVAR-11, Run: 097, F, 0, 0, 1, 18, 32, 4, 17, 18
INVAR-11, Run: 098, F, 0, 0, 6, 19, 33, 1, 12, 16
INVAR-11, Run: 099, F, 0, 0, 10, 18, 32, 4, 15, 11
INVAR-11, Run: 100, F, 0, 0, 9, 19, 33, 1, 11, 14
INVAR-12, Run: 001, F, 0, 1, 0, 43, 66, 1, 22, 45
INVAR-12, Run: 002, F, 2, 0, 0, 42, 66, 2, 61, 7
INVAR-12, Run: 003, F, 0, 1, 0, 42, 65, 4, 12, 57
INVAR-12, Run: 004, F, 0, 1, 0, 43, 66, 1, 15, 52
INVAR-12, Run: 005, F, 2, 0, 0, 42, 66, 2, 50, 18
INVAR-12, Run: 006, F, 0, 1, 0, 43, 66, 1, 15, 52
INVAR-12, Run: 007, F, 0, 1, 0, 42, 65, 4, 19, 50
INVAR-12, Run: 008, F, 0, 1, 0, 43, 66, 1, 14, 53
INVAR-12, Run: 009, F, 0, 1, 0, 43, 66, 1, 29, 38
INVAR-12, Run: 010, F, 0, 1, 0, 42, 65, 4, 20, 49
INVAR-12, Run: 011, F, 0, 1, 0, 43, 66, 1, 21, 46
INVAR-12, Run: 012, F, 0, 1, 0, 42, 65, 4, 11, 58
INVAR-12, Run: 013, F, 0, 1, 0, 43, 66, 1, 13, 54
INVAR-12, Run: 014, F, 0, 1, 0, 43, 66, 1, 23, 44
INVAR-12, Run: 015, F, 0, 1, 0, 43, 66, 1, 17, 50
INVAR-12, Run: 016, F, 0, 1, 0, 43, 66, 1, 37, 30
INVAR-12, Run: 017, F, 0, 1, 0, 43, 66, 1, 13, 54
INVAR-12, Run: 018, F, 0, 1, 0, 42, 65, 4, 9, 60
INVAR-12, Run: 019, F, 0, 1, 0, 42, 65, 4, 9, 60
INVAR-12, Run: 020, F, 0, 1, 0, 43, 66, 1, 3, 64
INVAR-12, Run: 021, F, 0, 1, 0, 41, 64, 7, 31, 40
INVAR-12, Run: 022, F, 0, 1, 0, 43, 66, 1, 5, 62
INVAR-12, Run: 023, F, 2, 0, 0, 42, 66, 2, 57, 11
INVAR-12, Run: 024, F, 2, 0, 0, 42, 66, 2, 43, 25
INVAR-12, Run: 025, F, 0, 1, 0, 43, 66, 1, 11, 56
INVAR-12, Run: 026, F, 2, 0, 0, 42, 66, 2, 53, 15
INVAR-12, Run: 027, F, 0, 1, 0, 43, 66, 1, 20, 47
INVAR-12, Run: 028, F, 0, 1, 0, 42, 65, 4, 31, 38
INVAR-12, Run: 029, F, 2, 0, 0, 42, 66, 2, 65, 3
INVAR-12, Run: 030, F, 0, 1, 0, 43, 66, 1, 33, 34
INVAR-12, Run: 031, F, 0, 1, 0, 43, 66, 1, 24, 43
INVAR-12, Run: 032, F, 0, 1, 0, 43, 66, 1, 29, 38
INVAR-12, Run: 033, F, 0, 1, 0, 43, 66, 1, 23, 44
INVAR-12, Run: 034, F, 0, 1, 0, 43, 66, 1, 14, 53
INVAR-12, Run: 035, F, 0, 1, 0, 42, 65, 4, 30, 39
INVAR-12, Run: 036, F, 0, 1, 0, 43, 66, 1, 20, 47
INVAR-12, Run: 037, F, 0, 1, 0, 43, 66, 1, 21, 46
INVAR-12, Run: 038, F, 0, 1, 0, 43, 66, 1, 29, 38
INVAR-12, Run: 039, F, 2, 0, 0, 42, 66, 2, 44, 24
INVAR-12, Run: 040, F, 0, 1, 0, 43, 66, 1, 23, 44
INVAR-12, Run: 041, F, 0, 1, 0, 43, 66, 1, 8, 59
INVAR-12, Run: 042, F, 2, 0, 0, 42, 66, 2, 45, 23
INVAR-12, Run: 043, F, 2, 0, 0, 42, 66, 2, 53, 15
INVAR-12, Run: 044, F, 0, 1, 0, 43, 66, 1, 7, 60
INVAR-12, Run: 045, F, 0, 1, 0, 42, 65, 4, 13, 56
INVAR-12, Run: 046, F, 0, 1, 0, 43, 66, 1, 26, 41
INVAR-12, Run: 047, F, 2, 0, 0, 42, 66, 2, 61, 7
INVAR-12, Run: 048, F, 0, 1, 0, 43, 66, 1, 20, 47
INVAR-12, Run: 049, F, 0, 1, 0, 42, 65, 4, 21, 48
INVAR-12, Run: 050, F, 0, 1, 0, 43, 66, 1, 15, 52
INVAR-12, Run: 051, F, 2, 0, 0, 42, 66, 2, 47, 21
INVAR-12, Run: 052, F, 0, 1, 0, 43, 66, 1, 32, 35
INVAR-12, Run: 053, F, 0, 1, 0, 43, 66, 1, 20, 47
INVAR-12, Run: 054, F, 0, 1, 0, 43, 66, 1, 19, 48
INVAR-12, Run: 055, F, 0, 1, 0, 41, 64, 7, 22, 49
INVAR-12, Run: 056, F, 2, 0, 0, 42, 66, 2, 59, 9
INVAR-12, Run: 057, F, 0, 1, 0, 43, 66, 1, 6, 61
