Input Number, Run_Number, Result@ 100, X, XP, Z, Y, YP
1, Run: 079, F, 38, 0, 24, 0, 24
1, Run: 080, F, 38, 0, 24, 0, 24
1, Run: 081, F, 38, 0, 24, 0, 24
1, Run: 082, F, 38, 0, 24, 0, 24
1, Run: 083, F, 38, 0, 24, 0, 24
1, Run: 084, F, 38, 0, 24, 0, 24
1, Run: 085, F, 38, 0, 24, 0, 24
1, Run: 086, F, 38, 0, 24, 0, 24
1, Run: 087, F, 38, 0, 24, 0, 24
1, Run: 088, F, 38, 0, 24, 0, 24
1, Run: 089, F, 38, 0, 24, 0, 24
1, Run: 090, F, 38, 0, 24, 0, 24
1, Run: 091, F, 38, 0, 24, 0, 24
1, Run: 092, F, 38, 0, 24, 0, 24
1, Run: 093, F, 38, 0, 24, 0, 24
1, Run: 094, F, 38, 0, 24, 0, 24
1, Run: 095, F, 38, 0, 24, 0, 24
1, Run: 096, F, 38, 0, 24, 0, 24
1, Run: 097, F, 38, 0, 24, 0, 24
1, Run: 098, F, 38, 0, 24, 0, 24
1, Run: 099, F, 38, 0, 24, 0, 24
1, Run: 100, F, 38, 0, 24, 0, 24
10, Run: 001, F, 50, 0, 42, 0, 42
10, Run: 002, F, 50, 0, 42, 0, 42
10, Run: 003, F, 50, 0, 42, 0, 42
10, Run: 004, F, 50, 0, 42, 0, 42
10, Run: 005, F, 50, 0, 42, 0, 42
10, Run: 006, F, 50, 0, 42, 0, 42
10, Run: 007, F, 50, 0, 42, 0, 42
10, Run: 008, F, 50, 0, 42, 0, 42
10, Run: 009, F, 50, 0, 42, 0, 42
10, Run: 010, F, 50, 0, 42, 0, 42
10, Run: 011, F, 50, 0, 42, 0, 42
10, Run: 012, F, 50, 0, 42, 0, 42
10, Run: 013, F, 50, 0, 42, 0, 42
10, Run: 014, F, 50, 0, 42, 0, 42
10, Run: 015, F, 50, 0, 42, 0, 42
10, Run: 016, F, 50, 0, 42, 0, 42
10, Run: 017, F, 50, 0, 42, 0, 42
10, Run: 018, F, 50, 0, 42, 0, 42
10, Run: 019, F, 50, 0, 42, 0, 42
10, Run: 020, F, 50, 0, 42, 0, 42
10, Run: 021, F, 50, 0, 42, 0, 42
10, Run: 022, F, 50, 0, 42, 0, 42
10, Run: 023, F, 50, 0, 42, 0, 42
10, Run: 024, F, 50, 0, 42, 0, 42
10, Run: 025, F, 50, 0, 42, 0, 42
10, Run: 026, F, 50, 0, 42, 0, 42
10, Run: 027, F, 50, 0, 42, 0, 42
10, Run: 028, F, 50, 0, 42, 0, 42
10, Run: 029, F, 50, 0, 42, 0, 42
10, Run: 030, F, 50, 0, 42, 0, 42
10, Run: 031, F, 50, 0, 42, 0, 42
10, Run: 032, F, 50, 0, 42, 0, 42
10, Run: 033, F, 50, 0, 42, 0, 42
10, Run: 034, F, 50, 0, 42, 0, 42
10, Run: 035, F, 50, 0, 42, 0, 42
10, Run: 036, F, 50, 0, 42, 0, 42
10, Run: 037, F, 50, 0, 42, 0, 42
10, Run: 038, F, 50, 0, 42, 0, 42
10, Run: 039, F, 50, 0, 42, 0, 42
10, Run: 040, F, 50, 0, 42, 0, 42
10, Run: 041, F, 50, 0, 42, 0, 42
10, Run: 042, F, 50, 0, 42, 0, 42
10, Run: 043, F, 50, 0, 42, 0, 42
10, Run: 044, F, 50, 0, 42, 0, 42
10, Run: 045, F, 50, 0, 42, 0, 42
10, Run: 046, F, 50, 0, 42, 0, 42
10, Run: 047, F, 50, 0, 42, 0, 42
10, Run: 048, F, 50, 0, 42, 0, 42
10, Run: 049, F, 50, 0, 42, 0, 42
10, Run: 050, F, 50, 0, 42, 0, 42
10, Run: 051, F, 50, 0, 42, 0, 42
10, Run: 052, F, 50, 0, 42, 0, 42
10, Run: 053, F, 50, 0, 42, 0, 42
10, Run: 054, F, 50, 0, 42, 0, 42
10, Run: 055, F, 50, 0, 42, 0, 42
10, Run: 056, F, 50, 0, 42, 0, 42
10, Run: 057, F, 50, 0, 42, 0, 42
10, Run: 058, F, 50, 0, 42, 0, 42
10, Run: 059, F, 50, 0, 42, 0, 42
10, Run: 060, F, 50, 0, 42, 0, 42
10, Run: 061, F, 50, 0, 42, 0, 42
10, Run: 062, F, 50, 0, 42, 0, 42
10, Run: 063, F, 50, 0, 42, 0, 42
10, Run: 064, F, 50, 0, 42, 0, 42
10, Run: 065, F, 50, 0, 42, 0, 42
10, Run: 066, F, 50, 0, 42, 0, 42
10, Run: 067, F, 50, 0, 42, 0, 42
10, Run: 068, F, 50, 0, 42, 0, 42
10, Run: 069, F, 50, 0, 42, 0, 42
10, Run: 070, F, 50, 0, 42, 0, 42
10, Run: 071, F, 50, 0, 42, 0, 42
10, Run: 072, F, 50, 0, 42, 0, 42
10, Run: 073, F, 50, 0, 42, 0, 42
10, Run: 074, F, 50, 0, 42, 0, 42
10, Run: 075, F, 50, 0, 42, 0, 42
10, Run: 076, F, 50, 0, 42, 0, 42
10, Run: 077, F, 50, 0, 42, 0, 42
10, Run: 078, F, 50, 0, 42, 0, 42
10, Run: 079, F, 50, 0, 42, 0, 42
10, Run: 080, F, 50, 0, 42, 0, 42
10, Run: 081, F, 50, 0, 42, 0, 42
10, Run: 082, F, 50, 0, 42, 0, 42
10, Run: 083, F, 50, 0, 42, 0, 42
10, Run: 084, F, 50, 0, 42, 0, 42
10, Run: 085, F, 50, 0, 42, 0, 42
10, Run: 086, F, 50, 0, 42, 0, 42
10, Run: 087, F, 50, 0, 42, 0, 42
10, Run: 088, F, 50, 0, 42, 0, 42
10, Run: 089, F, 50, 0, 42, 0, 42
10, Run: 090, F, 50, 0, 42, 0, 42
10, Run: 091, F, 50, 0, 42, 0, 42
10, Run: 092, F, 50, 0, 42, 0, 42
10, Run: 093, F, 50, 0, 42, 0, 42
10, Run: 094, F, 50, 0, 42, 0, 42
10, Run: 095, F, 50, 0, 42, 0, 42
10, Run: 096, F, 50, 0, 42, 0, 42
10, Run: 097, F, 50, 0, 42, 0, 42
10, Run: 098, F, 50, 0, 42, 0, 42
10, Run: 099, F, 50, 0, 42, 0, 42
10, Run: 100, F, 50, 0, 42, 0, 42
11, Run: 001, F, 100, 0, 58, 0, 58
11, Run: 002, F, 100, 0, 58, 0, 58
11, Run: 003, F, 100, 0, 58, 0, 58
11, Run: 004, F, 100, 0, 58, 0, 58
11, Run: 005, F, 100, 0, 58, 0, 58
11, Run: 006, F, 100, 0, 58, 0, 58
11, Run: 007, F, 100, 0, 58, 0, 58
11, Run: 008, F, 100, 0, 58, 0, 58
11, Run: 009, F, 100, 0, 58, 0, 58
11, Run: 010, F, 100, 0, 58, 0, 58
11, Run: 011, F, 100, 0, 58, 0, 58
11, Run: 012, F, 100, 0, 58, 0, 58
11, Run: 013, F, 100, 0, 58, 0, 58
11, Run: 014, F, 100, 0, 58, 0, 58
11, Run: 015, F, 100, 0, 58, 0, 58
11, Run: 016, F, 100, 0, 58, 0, 58
11, Run: 017, F, 100, 0, 58, 0, 58
11, Run: 018, F, 100, 0, 58, 0, 58
11, Run: 019, F, 100, 0, 58, 0, 58
11, Run: 020, F, 100, 0, 58, 0, 58
11, Run: 021, F, 100, 0, 58, 0, 58
11, Run: 022, F, 100, 0, 58, 0, 58
11, Run: 023, F, 100, 0, 58, 0, 58
11, Run: 024, F, 100, 0, 58, 0, 58
11, Run: 025, F, 100, 0, 58, 0, 58
11, Run: 026, F, 100, 0, 58, 0, 58
11, Run: 027, F, 100, 0, 58, 0, 58
11, Run: 028, F, 100, 0, 58, 0, 58
11, Run: 029, F, 100, 0, 58, 0, 58
11, Run: 030, F, 100, 0, 58, 0, 58
11, Run: 031, F, 100, 0, 58, 0, 58
11, Run: 032, F, 100, 0, 58, 0, 58
11, Run: 033, F, 100, 0, 58, 0, 58
11, Run: 034, F, 100, 0, 58, 0, 58
11, Run: 035, F, 100, 0, 58, 0, 58
11, Run: 036, F, 100, 0, 58, 0, 58
11, Run: 037, F, 100, 0, 58, 0, 58
11, Run: 038, F, 100, 0, 58, 0, 58
11, Run: 039, F, 100, 0, 58, 0, 58
11, Run: 040, F, 100, 0, 58, 0, 58
11, Run: 041, F, 100, 0, 58, 0, 58
11, Run: 042, F, 100, 0, 58, 0, 58
11, Run: 043, F, 100, 0, 58, 0, 58
11, Run: 044, F, 100, 0, 58, 0, 58
11, Run: 045, F, 100, 0, 58, 0, 58
11, Run: 046, F, 100, 0, 58, 0, 58
11, Run: 047, F, 100, 0, 58, 0, 58
11, Run: 048, F, 100, 0, 58, 0, 58
11, Run: 049, F, 100, 0, 58, 0, 58
11, Run: 050, F, 100, 0, 58, 0, 58
11, Run: 051, F, 100, 0, 58, 0, 58
11, Run: 052, F, 100, 0, 58, 0, 58
11, Run: 053, F, 100, 0, 58, 0, 58
11, Run: 054, F, 100, 0, 58, 0, 58
11, Run: 055, F, 100, 0, 58, 0, 58
11, Run: 056, F, 100, 0, 58, 0, 58
11, Run: 057, F, 100, 0, 58, 0, 58
11, Run: 058, F, 100, 0, 58, 0, 58
11, Run: 059, F, 100, 0, 58, 0, 58
11, Run: 060, F, 100, 0, 58, 0, 58
11, Run: 061, F, 100, 0, 58, 0, 58
11, Run: 062, F, 100, 0, 58, 0, 58
11, Run: 063, F, 100, 0, 58, 0, 58
11, Run: 064, F, 100, 0, 58, 0, 58
11, Run: 065, F, 100, 0, 58, 0, 58
11, Run: 066, F, 100, 0, 58, 0, 58
11, Run: 067, F, 100, 0, 58, 0, 58
11, Run: 068, F, 100, 0, 58, 0, 58
11, Run: 069, F, 100, 0, 58, 0, 58
11, Run: 070, F, 100, 0, 58, 0, 58
11, Run: 071, F, 100, 0, 58, 0, 58
11, Run: 072, F, 100, 0, 58, 0, 58
11, Run: 073, F, 100, 0, 58, 0, 58
11, Run: 074, F, 100, 0, 58, 0, 58
11, Run: 075, F, 100, 0, 58, 0, 58
11, Run: 076, F, 100, 0, 58, 0, 58
11, Run: 077, F, 100, 0, 58, 0, 58
11, Run: 078, F, 100, 0, 58, 0, 58
11, Run: 079, F, 100, 0, 58, 0, 58
11, Run: 080, F, 100, 0, 58, 0, 58
11, Run: 081, F, 100, 0, 58, 0, 58
11, Run: 082, F, 100, 0, 58, 0, 58
11, Run: 083, F, 100, 0, 58, 0, 58
11, Run: 084, F, 100, 0, 58, 0, 58
11, Run: 085, F, 100, 0, 58, 0, 58
11, Run: 086, F, 100, 0, 58, 0, 58
11, Run: 087, F, 100, 0, 58, 0, 58
11, Run: 088, F, 100, 0, 58, 0, 58
11, Run: 089, F, 100, 0, 58, 0, 58
11, Run: 090, F, 100, 0, 58, 0, 58
11, Run: 091, F, 100, 0, 58, 0, 58
11, Run: 092, F, 100, 0, 58, 0, 58
11, Run: 093, F, 100, 0, 58, 0, 58
11, Run: 094, F, 100, 0, 58, 0, 58
11, Run: 095, F, 100, 0, 58, 0, 58
11, Run: 096, F, 100, 0, 58, 0, 58
11, Run: 097, F, 100, 0, 58, 0, 58
11, Run: 098, F, 100, 0, 58, 0, 58
11, Run: 099, F, 100, 0, 58, 0, 58
11, Run: 100, F, 100, 0, 58, 0, 58
12, Run: 001, F, 200, 0, 130, 0, 130
12, Run: 002, F, 200, 0, 130, 0, 130
12, Run: 003, F, 200, 0, 130, 0, 130
12, Run: 004, F, 200, 0, 130, 0, 130
12, Run: 005, F, 200, 0, 130, 0, 130
12, Run: 006, F, 200, 0, 130, 0, 130
12, Run: 007, F, 200, 0, 130, 0, 130
12, Run: 008, F, 200, 0, 130, 0, 130
12, Run: 009, F, 200, 0, 130, 0, 130
12, Run: 010, F, 200, 0, 130, 0, 130
12, Run: 011, F, 200, 0, 130, 0, 130
12, Run: 012, F, 200, 0, 130, 0, 130
12, Run: 013, F, 200, 0, 130, 0, 130
12, Run: 014, F, 200, 0, 130, 0, 130
12, Run: 015, F, 200, 0, 130, 0, 130
12, Run: 016, F, 200, 0, 130, 0, 130
12, Run: 017, F, 200, 0, 130, 0, 130
12, Run: 018, F, 200, 0, 130, 0, 130
12, Run: 019, F, 200, 0, 130, 0, 130
12, Run: 020, F, 200, 0, 130, 0, 130
12, Run: 021, F, 200, 0, 130, 0, 130
12, Run: 022, F, 200, 0, 130, 0, 130
12, Run: 023, F, 200, 0, 130, 0, 130
12, Run: 024, F, 200, 0, 130, 0, 130
12, Run: 025, F, 200, 0, 130, 0, 130
12, Run: 026, F, 200, 0, 130, 0, 130
12, Run: 027, F, 200, 0, 130, 0, 130
12, Run: 028, F, 200, 0, 130, 0, 130
12, Run: 029, F, 200, 0, 130, 0, 130
12, Run: 030, F, 200, 0, 130, 0, 130
12, Run: 031, F, 200, 0, 130, 0, 130
12, Run: 032, F, 200, 0, 130, 0, 130
12, Run: 033, F, 200, 0, 130, 0, 130
12, Run: 034, F, 200, 0, 130, 0, 130
12, Run: 035, F, 200, 0, 130, 0, 130
12, Run: 036, F, 200, 0, 130, 0, 130
12, Run: 037, F, 200, 0, 130, 0, 130
12, Run: 038, F, 200, 0, 130, 0, 130
12, Run: 039, F, 200, 0, 130, 0, 130
12, Run: 040, F, 200, 0, 130, 0, 130
12, Run: 041, F, 200, 0, 130, 0, 130
12, Run: 042, F, 200, 0, 130, 0, 130
12, Run: 043, F, 200, 0, 130, 0, 130
12, Run: 044, F, 200, 0, 130, 0, 130
12, Run: 045, F, 200, 0, 130, 0, 130
12, Run: 046, F, 200, 0, 130, 0, 130
12, Run: 047, F, 200, 0, 130, 0, 130
12, Run: 048, F, 200, 0, 130, 0, 130
12, Run: 049, F, 200, 0, 130, 0, 130
12, Run: 050, F, 200, 0, 130, 0, 130
12, Run: 051, F, 200, 0, 130, 0, 130
12, Run: 052, F, 200, 0, 130, 0, 130
12, Run: 053, F, 200, 0, 130, 0, 130
12, Run: 054, F, 200, 0, 130, 0, 130
12, Run: 055, F, 200, 0, 130, 0, 130
12, Run: 056, F, 200, 0, 130, 0, 130
12, Run: 057, F, 200, 0, 130, 0, 130
12, Run: 058, F, 200, 0, 130, 0, 130
12, Run: 059, F, 200, 0, 130, 0, 130
12, Run: 060, F, 200, 0, 130, 0, 130
12, Run: 061, F, 200, 0, 130, 0, 130
12, Run: 062, F, 200, 0, 130, 0, 130
12, Run: 063, F, 200, 0, 130, 0, 130
12, Run: 064, F, 200, 0, 130, 0, 130
12, Run: 065, F, 200, 0, 130, 0, 130
12, Run: 066, F, 200, 0, 130, 0, 130
12, Run: 067, F, 200, 0, 130, 0, 130
12, Run: 068, F, 200, 0, 130, 0, 130
12, Run: 069, F, 200, 0, 130, 0, 130
12, Run: 070, F, 200, 0, 130, 0, 130
12, Run: 071, F, 200, 0, 130, 0, 130
12, Run: 072, F, 200, 0, 130, 0, 130
12, Run: 073, F, 200, 0, 130, 0, 130
12, Run: 074, F, 200, 0, 130, 0, 130
12, Run: 075, F, 200, 0, 130, 0, 130
12, Run: 076, F, 200, 0, 130, 0, 130
12, Run: 077, F, 200, 0, 130, 0, 130
12, Run: 078, F, 200, 0, 130, 0, 130
12, Run: 079, F, 200, 0, 130, 0, 130
12, Run: 080, F, 200, 0, 130, 0, 130
12, Run: 081, F, 200, 0, 130, 0, 130
12, Run: 082, F, 200, 0, 130, 0, 130
12, Run: 083, F, 200, 0, 130, 0, 130
12, Run: 084, F, 200, 0, 130, 0, 130
12, Run: 085, F, 200, 0, 130, 0, 130
12, Run: 086, F, 200, 0, 130, 0, 130
12, Run: 087, F, 200, 0, 130, 0, 130
12, Run: 088, F, 200, 0, 130, 0, 130
12, Run: 089, F, 200, 0, 130, 0, 130
12, Run: 090, F, 200, 0, 130, 0, 130
12, Run: 091, F, 200, 0, 130, 0, 130
12, Run: 092, F, 200, 0, 130, 0, 130
12, Run: 093, F, 200, 0, 130, 0, 130
12, Run: 094, F, 200, 0, 130, 0, 130
12, Run: 095, F, 200, 0, 130, 0, 130
12, Run: 096, F, 200, 0, 130, 0, 130
12, Run: 097, F, 200, 0, 130, 0, 130
12, Run: 098, F, 200, 0, 130, 0, 130
12, Run: 099, F, 200, 0, 130, 0, 130
12, Run: 100, F, 200, 0, 130, 0, 130
13, Run: 001, F, 18, 0, 5, 0, 5
13, Run: 002, F, 18, 0, 5, 0, 5
13, Run: 003, F, 18, 0, 5, 0, 5
13, Run: 004, F, 18, 0, 5, 0, 5
13, Run: 005, F, 18, 0, 5, 0, 5
13, Run: 006, F, 18, 0, 5, 0, 5
13, Run: 007, F, 18, 0, 5, 0, 5
13, Run: 008, F, 18, 0, 5, 0, 5
13, Run: 009, F, 18, 0, 5, 0, 5
13, Run: 010, F, 18, 0, 5, 0, 5
13, Run: 011, F, 18, 0, 5, 0, 5
13, Run: 012, F, 18, 0, 5, 0, 5
13, Run: 013, F, 18, 0, 5, 0, 5
13, Run: 014, F, 18, 0, 5, 0, 5
13, Run: 015, F, 18, 0, 5, 0, 5
13, Run: 016, F, 18, 0, 5, 0, 5
13, Run: 017, F, 18, 0, 5, 0, 5
13, Run: 018, F, 18, 0, 5, 0, 5
13, Run: 019, F, 18, 0, 5, 0, 5
13, Run: 020, F, 18, 0, 5, 0, 5
13, Run: 021, F, 18, 0, 5, 0, 5
13, Run: 022, F, 18, 0, 5, 0, 5
13, Run: 023, F, 18, 0, 5, 0, 5
13, Run: 024, F, 18, 0, 5, 0, 5
13, Run: 025, F, 18, 0, 5, 0, 5
13, Run: 026, F, 18, 0, 5, 0, 5
13, Run: 027, F, 18, 0, 5, 0, 5
13, Run: 028, F, 18, 0, 5, 0, 5
13, Run: 029, F, 18, 0, 5, 0, 5
13, Run: 030, F, 18, 0, 5, 0, 5
13, Run: 031, F, 18, 0, 5, 0, 5
13, Run: 032, F, 18, 0, 5, 0, 5
13, Run: 033, F, 18, 0, 5, 0, 5
13, Run: 034, F, 18, 0, 5, 0, 5
13, Run: 035, F, 18, 0, 5, 0, 5
13, Run: 036, F, 18, 0, 5, 0, 5
13, Run: 037, F, 18, 0, 5, 0, 5
13, Run: 038, F, 18, 0, 5, 0, 5
13, Run: 039, F, 18, 0, 5, 0, 5
13, Run: 040, F, 18, 0, 5, 0, 5
13, Run: 041, F, 18, 0, 5, 0, 5
13, Run: 042, F, 18, 0, 5, 0, 5
13, Run: 043, F, 18, 0, 5, 0, 5
13, Run: 044, F, 18, 0, 5, 0, 5
13, Run: 045, F, 18, 0, 5, 0, 5
13, Run: 046, F, 18, 0, 5, 0, 5
13, Run: 047, F, 18, 0, 5, 0, 5
13, Run: 048, F, 18, 0, 5, 0, 5
13, Run: 049, F, 18, 0, 5, 0, 5
13, Run: 050, F, 18, 0, 5, 0, 5
13, Run: 051, F, 18, 0, 5, 0, 5
13, Run: 052, F, 18, 0, 5, 0, 5
13, Run: 053, F, 18, 0, 5, 0, 5
13, Run: 054, F, 18, 0, 5, 0, 5
13, Run: 055, F, 18, 0, 5, 0, 5
13, Run: 056, F, 18, 0, 5, 0, 5
13, Run: 057, F, 18, 0, 5, 0, 5
13, Run: 058, F, 18, 0, 5, 0, 5
13, Run: 059, F, 18, 0, 5, 0, 5
13, Run: 060, F, 18, 0, 5, 0, 5
13, Run: 061, F, 18, 0, 5, 0, 5
13, Run: 062, F, 18, 0, 5, 0, 5
13, Run: 063, F, 18, 0, 5, 0, 5
13, Run: 064, F, 18, 0, 5, 0, 5
13, Run: 065, F, 18, 0, 5, 0, 5
13, Run: 066, F, 18, 0, 5, 0, 5
13, Run: 067, F, 18, 0, 5, 0, 5
13, Run: 068, F, 18, 0, 5, 0, 5
13, Run: 069, F, 18, 0, 5, 0, 5
13, Run: 070, F, 18, 0, 5, 0, 5
13, Run: 071, F, 18, 0, 5, 0, 5
13, Run: 072, F, 18, 0, 5, 0, 5
13, Run: 073, F, 18, 0, 5, 0, 5
13, Run: 074, F, 18, 0, 5, 0, 5
13, Run: 075, F, 18, 0, 5, 0, 5
13, Run: 076, F, 18, 0, 5, 0, 5
13, Run: 077, F, 18, 0, 5, 0, 5
13, Run: 078, F, 18, 0, 5, 0, 5
13, Run: 079, F, 18, 0, 5, 0, 5
13, Run: 080, F, 18, 0, 5, 0, 5
13, Run: 081, F, 18, 0, 5, 0, 5
13, Run: 082, F, 18, 0, 5, 0, 5
13, Run: 083, F, 18, 0, 5, 0, 5
13, Run: 084, F, 18, 0, 5, 0, 5
13, Run: 085, F, 18, 0, 5, 0, 5
13, Run: 086, F, 18, 0, 5, 0, 5
13, Run: 087, F, 18, 0, 5, 0, 5
13, Run: 088, F, 18, 0, 5, 0, 5
13, Run: 089, F, 18, 0, 5, 0, 5
13, Run: 090, F, 18, 0, 5, 0, 5
13, Run: 091, F, 18, 0, 5, 0, 5
13, Run: 092, F, 18, 0, 5, 0, 5
13, Run: 093, F, 18, 0, 5, 0, 5
13, Run: 094, F, 18, 0, 5, 0, 5
13, Run: 095, F, 18, 0, 5, 0, 5
13, Run: 096, F, 18, 0, 5, 0, 5
13, Run: 097, F, 18, 0, 5, 0, 5
13, Run: 098, F, 18, 0, 5, 0, 5
13, Run: 099, F, 18, 0, 5, 0, 5
13, Run: 100, F, 18, 0, 5, 0, 5
14, Run: 001, F, 93, 0, 86, 0, 86
14, Run: 002, F, 93, 0, 86, 0, 86
14, Run: 003, F, 93, 0, 86, 0, 86
14, Run: 004, F, 93, 0, 86, 0, 86
14, Run: 005, F, 93, 0, 86, 0, 86
14, Run: 006, F, 93, 0, 86, 0, 86
14, Run: 007, F, 93, 0, 86, 0, 86
14, Run: 008, F, 93, 0, 86, 0, 86
14, Run: 009, F, 93, 0, 86, 0, 86
14, Run: 010, F, 93, 0, 86, 0, 86
14, Run: 011, F, 93, 0, 86, 0, 86
14, Run: 012, F, 93, 0, 86, 0, 86
14, Run: 013, F, 93, 0, 86, 0, 86
14, Run: 014, F, 93, 0, 86, 0, 86
14, Run: 015, F, 93, 0, 86, 0, 86
14, Run: 016, F, 93, 0, 86, 0, 86
14, Run: 017, F, 93, 0, 86, 0, 86
14, Run: 018, F, 93, 0, 86, 0, 86
14, Run: 019, F, 93, 0, 86, 0, 86
14, Run: 020, F, 93, 0, 86, 0, 86
14, Run: 021, F, 93, 0, 86, 0, 86
14, Run: 022, F, 93, 0, 86, 0, 86
14, Run: 023, F, 93, 0, 86, 0, 86
14, Run: 024, F, 93, 0, 86, 0, 86
14, Run: 025, F, 93, 0, 86, 0, 86
14, Run: 026, F, 93, 0, 86, 0, 86
14, Run: 027, F, 93, 0, 86, 0, 86
14, Run: 028, F, 93, 0, 86, 0, 86
14, Run: 029, F, 93, 0, 86, 0, 86
14, Run: 030, F, 93, 0, 86, 0, 86
14, Run: 031, F, 93, 0, 86, 0, 86
14, Run: 032, F, 93, 0, 86, 0, 86
14, Run: 033, F, 93, 0, 86, 0, 86
14, Run: 034, F, 93, 0, 86, 0, 86
14, Run: 035, F, 93, 0, 86, 0, 86
14, Run: 036, F, 93, 0, 86, 0, 86
14, Run: 037, F, 93, 0, 86, 0, 86
14, Run: 038, F, 93, 0, 86, 0, 86
14, Run: 039, F, 93, 0, 86, 0, 86
14, Run: 040, F, 93, 0, 86, 0, 86
14, Run: 041, F, 93, 0, 86, 0, 86
14, Run: 042, F, 93, 0, 86, 0, 86
14, Run: 043, F, 93, 0, 86, 0, 86
14, Run: 044, F, 93, 0, 86, 0, 86
14, Run: 045, F, 93, 0, 86, 0, 86
14, Run: 046, F, 93, 0, 86, 0, 86
14, Run: 047, F, 93, 0, 86, 0, 86
14, Run: 048, F, 93, 0, 86, 0, 86
14, Run: 049, F, 93, 0, 86, 0, 86
14, Run: 050, F, 93, 0, 86, 0, 86
14, Run: 051, F, 93, 0, 86, 0, 86
14, Run: 052, F, 93, 0, 86, 0, 86
14, Run: 053, F, 93, 0, 86, 0, 86
14, Run: 054, F, 93, 0, 86, 0, 86
14, Run: 055, F, 93, 0, 86, 0, 86
14, Run: 056, F, 93, 0, 86, 0, 86
14, Run: 057, F, 93, 0, 86, 0, 86
