Input Number, Run_Number, Result@ 100, Y, B, X1, A, C, PO, D, CO, PE, CE, E, F
INVAR-10, Run: 003, F, 0, 0, 0, 0, 0, 0, 394, 207, 1, 0, 100, 1
INVAR-10, Run: 004, F, 0, 0, 0, 0, 0, 0, 434, 167, 1, 2, 99, 1
INVAR-10, Run: 005, F, 0, 0, 0, 0, 0, 0, 544, 57, 1, 0, 100, 1
INVAR-10, Run: 006, F, 0, 0, 0, 0, 0, 0, 496, 105, 1, 0, 100, 1
INVAR-10, Run: 007, F, 0, 0, 0, 0, 0, 0, 512, 89, 1, 0, 100, 1
INVAR-10, Run: 008, F, 0, 0, 0, 0, 0, 0, 388, 212, 1, 2, 99, 0
INVAR-10, Run: 009, F, 0, 0, 0, 0, 0, 0, 558, 43, 1, 2, 99, 1
INVAR-10, Run: 010, F, 0, 0, 0, 0, 0, 0, 486, 114, 1, 0, 100, 0
INVAR-10, Run: 011, F, 0, 0, 0, 0, 0, 0, 456, 144, 1, 0, 100, 0
INVAR-10, Run: 012, F, 0, 0, 0, 0, 0, 0, 262, 338, 1, 0, 100, 0
INVAR-10, Run: 013, F, 0, 0, 0, 0, 0, 0, 132, 468, 1, 0, 100, 0
INVAR-10, Run: 014, F, 0, 0, 0, 0, 0, 0, 484, 117, 1, 0, 100, 1
INVAR-10, Run: 015, F, 0, 0, 0, 0, 0, 0, 366, 235, 1, 2, 99, 1
INVAR-10, Run: 016, F, 0, 0, 0, 0, 0, 0, 188, 412, 1, 0, 100, 0
INVAR-10, Run: 017, F, 0, 0, 0, 0, 0, 0, 234, 366, 1, 2, 99, 0
INVAR-10, Run: 018, F, 0, 0, 0, 0, 0, 0, 430, 170, 1, 2, 99, 0
INVAR-10, Run: 019, F, 0, 0, 0, 0, 0, 0, 548, 53, 1, 0, 100, 1
INVAR-10, Run: 020, F, 0, 0, 0, 0, 0, 0, 268, 332, 1, 2, 99, 0
INVAR-10, Run: 021, F, 0, 0, 0, 0, 0, 0, 544, 57, 1, 2, 99, 1
INVAR-10, Run: 022, F, 0, 0, 0, 0, 0, 0, 290, 310, 1, 0, 100, 0
INVAR-10, Run: 023, F, 0, 0, 0, 0, 0, 0, 330, 270, 1, 0, 100, 0
INVAR-10, Run: 024, F, 0, 0, 0, 0, 0, 0, 374, 226, 1, 0, 100, 0
INVAR-10, Run: 025, F, 0, 0, 0, 0, 0, 0, 450, 151, 1, 0, 100, 1
INVAR-10, Run: 026, F, 0, 0, 0, 0, 0, 0, 228, 373, 1, 0, 100, 1
INVAR-10, Run: 027, F, 0, 0, 0, 0, 0, 0, 438, 163, 1, 0, 100, 1
INVAR-10, Run: 028, F, 0, 0, 0, 0, 0, 0, 164, 437, 1, 0, 100, 1
INVAR-10, Run: 029, F, 0, 0, 0, 0, 0, 0, 410, 191, 1, 2, 99, 1
INVAR-10, Run: 030, F, 0, 0, 0, 0, 0, 0, 530, 71, 1, 2, 99, 1
INVAR-10, Run: 031, F, 0, 0, 0, 0, 0, 0, 500, 100, 1, 0, 100, 0
INVAR-10, Run: 032, F, 0, 0, 0, 0, 0, 0, 410, 190, 1, 2, 99, 0
INVAR-10, Run: 033, F, 0, 0, 0, 0, 0, 0, 278, 323, 1, 0, 100, 1
INVAR-10, Run: 034, F, 0, 0, 0, 0, 0, 0, 388, 213, 1, 2, 99, 1
INVAR-10, Run: 035, F, 0, 0, 0, 0, 0, 0, 498, 102, 1, 0, 100, 0
INVAR-10, Run: 036, F, 0, 0, 0, 0, 0, 0, 506, 94, 1, 2, 99, 0
INVAR-10, Run: 037, F, 0, 0, 0, 0, 0, 0, 348, 252, 1, 2, 99, 0
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 0, 102, 498, 1, 0, 100, 0
INVAR-10, Run: 039, F, 0, 0, 0, 0, 0, 0, 538, 63, 1, 0, 100, 1
INVAR-10, Run: 040, F, 0, 0, 0, 0, 0, 0, 416, 185, 1, 0, 100, 1
INVAR-10, Run: 041, F, 0, 0, 0, 0, 0, 0, 538, 62, 1, 0, 100, 0
INVAR-10, Run: 042, F, 0, 0, 0, 0, 0, 0, 392, 209, 1, 0, 100, 1
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 0, 382, 219, 1, 0, 100, 1
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 0, 520, 81, 1, 2, 99, 1
INVAR-10, Run: 045, F, 0, 0, 0, 0, 0, 0, 542, 59, 1, 0, 100, 1
INVAR-10, Run: 046, F, 0, 0, 0, 0, 0, 0, 176, 424, 1, 2, 99, 0
INVAR-10, Run: 047, F, 0, 0, 0, 0, 0, 0, 304, 296, 1, 0, 100, 0
INVAR-10, Run: 048, F, 0, 0, 0, 0, 0, 0, 400, 200, 1, 0, 100, 0
INVAR-10, Run: 049, F, 0, 0, 0, 0, 0, 0, 460, 140, 1, 0, 100, 0
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 0, 412, 188, 1, 0, 100, 0
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 0, 528, 72, 1, 2, 99, 0
INVAR-10, Run: 052, F, 0, 0, 0, 0, 0, 0, 76, 524, 1, 2, 99, 0
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 0, 264, 337, 1, 0, 100, 1
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 0, 378, 223, 1, 0, 100, 1
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 0, 532, 68, 1, 0, 100, 0
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 0, 176, 425, 1, 0, 100, 1
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 0, 210, 391, 1, 0, 100, 1
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 0, 360, 241, 1, 0, 100, 1
INVAR-10, Run: 059, F, 0, 0, 0, 0, 0, 0, 226, 374, 1, 2, 99, 0
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 0, 550, 50, 1, 0, 100, 0
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 0, 468, 132, 1, 2, 99, 0
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 0, 154, 447, 1, 2, 99, 1
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 0, 304, 296, 1, 2, 99, 0
INVAR-10, Run: 064, F, 0, 0, 0, 0, 0, 0, 160, 441, 1, 0, 100, 1
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 0, 136, 465, 1, 0, 100, 1
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 0, 536, 64, 1, 0, 100, 0
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 0, 218, 383, 1, 0, 100, 1
INVAR-10, Run: 068, F, 0, 0, 0, 0, 0, 0, 334, 267, 1, 0, 100, 1
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 0, 160, 440, 1, 0, 100, 0
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 0, 548, 53, 1, 2, 99, 1
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 0, 538, 63, 1, 2, 99, 1
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 0, 540, 60, 1, 2, 99, 0
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 0, 530, 70, 1, 0, 100, 0
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 0, 420, 180, 1, 0, 100, 0
INVAR-10, Run: 075, F, 0, 0, 0, 0, 0, 0, 512, 88, 1, 0, 100, 0
INVAR-10, Run: 076, F, 0, 0, 0, 0, 0, 0, 528, 73, 1, 0, 100, 1
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 0, 256, 345, 1, 2, 99, 1
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 0, 338, 262, 1, 2, 99, 0
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 0, 496, 105, 1, 0, 100, 1
INVAR-10, Run: 080, F, 0, 0, 0, 0, 0, 0, 480, 120, 1, 0, 100, 0
INVAR-10, Run: 081, F, 0, 0, 0, 0, 0, 0, 254, 346, 1, 0, 100, 0
INVAR-10, Run: 082, F, 0, 0, 0, 0, 0, 0, 530, 70, 1, 2, 99, 0
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 0, 494, 107, 1, 0, 100, 1
INVAR-10, Run: 084, F, 0, 0, 0, 0, 0, 0, 448, 152, 1, 0, 100, 0
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 0, 466, 134, 1, 0, 100, 0
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 0, 208, 393, 1, 2, 99, 1
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 0, 86, 515, 1, 0, 100, 1
INVAR-10, Run: 088, F, 0, 0, 0, 0, 0, 0, 510, 90, 1, 0, 100, 0
INVAR-10, Run: 089, F, 0, 0, 0, 0, 0, 0, 370, 231, 1, 2, 99, 1
INVAR-10, Run: 090, F, 0, 0, 0, 0, 0, 0, 522, 78, 1, 0, 100, 0
INVAR-10, Run: 091, F, 0, 0, 0, 0, 0, 0, 106, 494, 1, 0, 100, 0
INVAR-10, Run: 092, F, 0, 0, 0, 0, 0, 0, 222, 378, 1, 2, 99, 0
INVAR-10, Run: 093, F, 0, 0, 0, 0, 0, 0, 298, 302, 1, 0, 100, 0
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 0, 114, 487, 1, 0, 100, 1
INVAR-10, Run: 095, F, 0, 0, 0, 0, 0, 0, 384, 216, 1, 2, 99, 0
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 0, 498, 103, 1, 0, 100, 1
INVAR-10, Run: 097, F, 0, 0, 0, 0, 0, 0, 198, 402, 1, 0, 100, 0
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 0, 440, 161, 1, 0, 100, 1
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 0, 184, 417, 1, 0, 100, 1
INVAR-10, Run: 100, F, 0, 0, 0, 0, 0, 0, 320, 280, 1, 2, 99, 0
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 0, 112, 56, 1, 0, 28, 0
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 0, 146, 22, 1, 0, 28, 0
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 0, 56, 113, 1, 0, 28, 1
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 0, 78, 90, 1, 0, 28, 0
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 0, 86, 83, 1, 0, 28, 1
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 0, 118, 50, 1, 0, 28, 0
INVAR-2, Run: 007, F, 0, 0, 0, 0, 0, 0, 150, 18, 1, 2, 27, 0
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 0, 84, 84, 1, 0, 28, 0
INVAR-2, Run: 009, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 0, 28, 0
INVAR-2, Run: 010, F, 0, 0, 0, 0, 0, 0, 152, 16, 1, 0, 28, 0
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 0, 90, 78, 1, 0, 28, 0
INVAR-2, Run: 012, F, 0, 0, 0, 0, 0, 0, 140, 29, 1, 0, 28, 1
INVAR-2, Run: 013, F, 0, 0, 0, 0, 0, 0, 100, 68, 1, 2, 27, 0
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 0, 128, 40, 1, 0, 28, 0
INVAR-2, Run: 015, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 0, 28, 0
INVAR-2, Run: 016, F, 0, 0, 0, 0, 0, 0, 118, 50, 1, 0, 28, 0
INVAR-2, Run: 017, F, 0, 0, 0, 0, 0, 0, 110, 59, 1, 0, 28, 1
INVAR-2, Run: 018, F, 0, 0, 0, 0, 0, 0, 140, 29, 1, 0, 28, 1
INVAR-2, Run: 019, F, 0, 0, 0, 0, 0, 0, 158, 11, 1, 0, 28, 1
INVAR-2, Run: 020, F, 0, 0, 0, 0, 0, 0, 114, 54, 1, 2, 27, 0
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 132, 37, 1, 0, 28, 1
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 0, 142, 27, 1, 0, 28, 1
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 0, 108, 61, 1, 0, 28, 1
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 0, 40, 129, 1, 0, 28, 1
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 0, 80, 88, 1, 2, 27, 0
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 0, 92, 76, 1, 0, 28, 0
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 0, 104, 65, 1, 0, 28, 1
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 0, 112, 57, 1, 0, 28, 1
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 0, 124, 45, 1, 0, 28, 1
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 0, 128, 40, 1, 2, 27, 0
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 0, 120, 49, 1, 0, 28, 1
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 0, 28, 0
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 0, 126, 43, 1, 0, 28, 1
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 0, 118, 50, 1, 0, 28, 0
INVAR-2, Run: 035, F, 0, 0, 0, 0, 0, 0, 68, 100, 1, 2, 27, 0
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 0, 98, 70, 1, 0, 28, 0
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 0, 30, 138, 1, 0, 28, 0
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 0, 150, 18, 1, 2, 27, 0
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 0, 60, 108, 1, 0, 28, 0
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 0, 144, 25, 1, 2, 27, 1
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 0, 134, 34, 1, 0, 28, 0
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 0, 84, 84, 1, 2, 27, 0
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 0, 116, 52, 1, 2, 27, 0
INVAR-2, Run: 044, F, 0, 0, 0, 0, 0, 0, 116, 53, 1, 2, 27, 1
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 0, 116, 52, 1, 0, 28, 0
INVAR-2, Run: 046, F, 0, 0, 0, 0, 0, 0, 142, 27, 1, 0, 28, 1
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 2, 27, 0
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 0, 62, 107, 1, 0, 28, 1
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 0, 108, 60, 1, 0, 28, 0
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 0, 132, 37, 1, 0, 28, 1
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 0, 138, 30, 1, 2, 27, 0
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 0, 118, 51, 1, 2, 27, 1
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 0, 138, 30, 1, 2, 27, 0
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 0, 54, 115, 1, 2, 27, 1
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 0, 116, 53, 1, 2, 27, 1
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 0, 124, 44, 1, 2, 27, 0
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 0, 114, 54, 1, 2, 27, 0
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 0, 132, 36, 1, 0, 28, 0
INVAR-2, Run: 059, F, 0, 0, 0, 0, 0, 0, 88, 80, 1, 0, 28, 0
INVAR-2, Run: 060, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 2, 27, 0
INVAR-2, Run: 061, F, 0, 0, 0, 0, 0, 0, 158, 10, 1, 2, 27, 0
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 0, 110, 58, 1, 0, 28, 0
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 0, 132, 36, 1, 2, 27, 0
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 0, 146, 22, 1, 0, 28, 0
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 0, 92, 76, 1, 0, 28, 0
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 0, 134, 34, 1, 2, 27, 0
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 0, 116, 53, 1, 0, 28, 1
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 0, 148, 20, 1, 2, 27, 0
INVAR-2, Run: 069, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 0, 28, 0
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 0, 130, 38, 1, 0, 28, 0
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 0, 142, 27, 1, 0, 28, 1
INVAR-2, Run: 072, F, 0, 0, 0, 0, 0, 0, 94, 75, 1, 2, 27, 1
