Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B
INVAR-1, Run: 097, P, 0, 0, 15, 0, 0, 0, 7, 0, 1, 38, 0
INVAR-1, Run: 098, P, 35, 0, 45, 1, 0, 1, 0, 6, 0, 0, 1
INVAR-1, Run: 099, P, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
INVAR-1, Run: 100, P, 0, 0, 18, 0, 0, 0, 6, 0, 1, 30, 0
INVAR-10, Run: 001, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
INVAR-10, Run: 002, P, 245, 0, 423, 1, 0, 1, 0, 55, 0, 0, 1
INVAR-10, Run: 003, P, 0, 0, 235, 0, 0, 0, 55, 0, 1, 240, 0
INVAR-10, Run: 004, P, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1
INVAR-10, Run: 005, P, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1
INVAR-10, Run: 006, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 007, P, 0, 0, 199, 0, 0, 0, 67, 0, 1, 336, 0
INVAR-10, Run: 008, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 009, P, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0
INVAR-10, Run: 010, P, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
INVAR-10, Run: 011, P, 237, 0, 419, 1, 0, 1, 0, 54, 0, 0, 1
INVAR-10, Run: 012, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 013, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
INVAR-10, Run: 014, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 015, P, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0
INVAR-10, Run: 016, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
INVAR-10, Run: 017, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 018, P, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1
INVAR-10, Run: 019, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 020, P, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0
INVAR-10, Run: 021, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
INVAR-10, Run: 022, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
INVAR-10, Run: 023, P, 245, 0, 423, 1, 0, 1, 0, 55, 0, 0, 1
INVAR-10, Run: 024, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 025, P, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
INVAR-10, Run: 026, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 027, P, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0
INVAR-10, Run: 028, P, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0
INVAR-10, Run: 029, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
INVAR-10, Run: 030, P, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
INVAR-10, Run: 031, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
INVAR-10, Run: 032, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
INVAR-10, Run: 033, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 034, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 035, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 036, P, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0
INVAR-10, Run: 037, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
INVAR-10, Run: 038, P, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1
INVAR-10, Run: 039, P, 245, 0, 423, 1, 0, 1, 0, 55, 0, 0, 1
INVAR-10, Run: 040, P, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1
INVAR-10, Run: 041, P, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0
INVAR-10, Run: 042, P, 237, 0, 419, 1, 0, 1, 0, 54, 0, 0, 1
INVAR-10, Run: 043, P, 245, 0, 423, 1, 0, 1, 0, 55, 0, 0, 1
INVAR-10, Run: 044, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
INVAR-10, Run: 045, P, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0
INVAR-10, Run: 046, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
INVAR-10, Run: 047, P, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1
INVAR-10, Run: 048, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 049, P, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
INVAR-10, Run: 050, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 051, P, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1
INVAR-10, Run: 052, P, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0
INVAR-10, Run: 053, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
INVAR-10, Run: 054, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 055, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
INVAR-10, Run: 056, P, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
INVAR-10, Run: 057, P, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0
INVAR-10, Run: 058, P, 0, 0, 232, 0, 0, 0, 56, 0, 1, 248, 0
INVAR-10, Run: 059, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
INVAR-10, Run: 060, P, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0
INVAR-10, Run: 061, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 062, P, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1
INVAR-10, Run: 063, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
INVAR-10, Run: 064, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 065, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 066, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 067, P, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0
INVAR-10, Run: 068, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 069, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 070, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 071, P, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1
INVAR-10, Run: 072, P, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0
INVAR-10, Run: 073, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 074, P, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0
INVAR-10, Run: 075, P, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
INVAR-10, Run: 076, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 077, P, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0
INVAR-10, Run: 078, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 079, P, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0
INVAR-10, Run: 080, P, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0
INVAR-10, Run: 081, P, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1
INVAR-10, Run: 082, P, 333, 0, 467, 1, 0, 1, 0, 66, 0, 0, 1
INVAR-10, Run: 083, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 084, P, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1
INVAR-10, Run: 085, P, 325, 0, 463, 1, 0, 1, 0, 65, 0, 0, 1
INVAR-10, Run: 086, P, 333, 0, 467, 1, 0, 1, 0, 66, 0, 0, 1
INVAR-10, Run: 087, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
INVAR-10, Run: 088, P, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1
INVAR-10, Run: 089, P, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0
INVAR-10, Run: 090, P, 333, 0, 467, 1, 0, 1, 0, 66, 0, 0, 1
INVAR-10, Run: 091, P, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1
INVAR-10, Run: 092, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
INVAR-10, Run: 093, P, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1
INVAR-10, Run: 094, P, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1
INVAR-10, Run: 095, P, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1
INVAR-10, Run: 096, P, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0
INVAR-10, Run: 097, P, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0
INVAR-10, Run: 098, P, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1
INVAR-10, Run: 099, P, 237, 0, 419, 1, 0, 1, 0, 54, 0, 0, 1
INVAR-10, Run: 100, P, 253, 0, 427, 1, 0, 1, 0, 56, 0, 0, 1
INVAR-2, Run: 001, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 002, P, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0
INVAR-2, Run: 003, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 004, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 005, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 006, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 007, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 008, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 009, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
INVAR-2, Run: 010, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
INVAR-2, Run: 011, P, 117, 0, 143, 1, 0, 1, 0, 21, 0, 0, 1
INVAR-2, Run: 012, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 013, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 014, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 015, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 016, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 017, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 018, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 019, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
INVAR-2, Run: 020, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 021, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
INVAR-2, Run: 022, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 023, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 024, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 025, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 026, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
INVAR-2, Run: 027, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 028, P, 0, 0, 67, 0, 0, 0, 15, 0, 1, 64, 0
INVAR-2, Run: 029, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 030, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 031, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 032, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
INVAR-2, Run: 033, P, 117, 0, 143, 1, 0, 1, 0, 21, 0, 0, 1
INVAR-2, Run: 034, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 035, P, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1
INVAR-2, Run: 036, P, 117, 0, 143, 1, 0, 1, 0, 21, 0, 0, 1
INVAR-2, Run: 037, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
INVAR-2, Run: 038, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 039, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
INVAR-2, Run: 040, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 041, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 042, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 043, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 044, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 045, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 046, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 047, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 048, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
INVAR-2, Run: 049, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 050, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
INVAR-2, Run: 051, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 052, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 053, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 054, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
INVAR-2, Run: 055, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 056, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 057, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 058, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 059, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 060, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 061, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 062, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
INVAR-2, Run: 063, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 064, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
INVAR-2, Run: 065, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 066, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 067, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 068, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 069, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 070, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 071, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 072, P, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1
INVAR-2, Run: 073, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 074, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 075, P, 61, 0, 115, 1, 0, 1, 0, 14, 0, 0, 1
INVAR-2, Run: 076, P, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0
INVAR-2, Run: 077, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
INVAR-2, Run: 078, P, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0
INVAR-2, Run: 079, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
INVAR-2, Run: 080, P, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0
INVAR-2, Run: 081, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
INVAR-2, Run: 082, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
INVAR-2, Run: 083, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 084, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 085, P, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1
INVAR-2, Run: 086, P, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1
INVAR-2, Run: 087, P, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1
INVAR-2, Run: 088, P, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1
INVAR-2, Run: 089, P, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0
