Input Number, Run_Number, Result@ 100, A, F, X1, B, C, PO, D, CO, Y, PE, CE, E
1, Run: 064, F, 0, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 3
1, Run: 065, F, 0, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 3
1, Run: 066, F, 0, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 7
1, Run: 067, F, 0, 1, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4
1, Run: 068, F, 0, 1, 0, 0, 0, 0, 48, 0, 0, 1, 0, 2
1, Run: 069, F, 0, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 7
1, Run: 070, F, 0, 1, 0, 0, 0, 0, 48, 0, 0, 1, 0, 2
1, Run: 071, F, 0, 1, 0, 0, 0, 0, 52, 0, 0, 1, 0, 6
1, Run: 072, F, 0, 1, 0, 0, 0, 0, 50, 0, 2, 1, 2, 3
1, Run: 073, F, 0, 1, 0, 0, 0, 0, 52, 0, 0, 1, 0, 6
1, Run: 074, F, 0, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 5
1, Run: 075, F, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 0, 1
1, Run: 076, F, 0, 1, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4
1, Run: 077, F, 0, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 5
1, Run: 078, F, 0, 1, 0, 0, 0, 0, 48, 0, 0, 1, 0, 2
1, Run: 079, F, 0, 0, 0, 0, 0, 0, 52, 0, 2, 1, 2, 6
1, Run: 080, F, 0, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 5
1, Run: 081, F, 0, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 5
1, Run: 082, F, 0, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 5
1, Run: 083, F, 0, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 2
1, Run: 084, F, 0, 1, 0, 0, 0, 0, 52, 0, 0, 1, 0, 6
1, Run: 085, F, 0, 1, 0, 0, 0, 0, 52, 0, 2, 1, 2, 5
1, Run: 086, F, 0, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 3
1, Run: 087, F, 0, 1, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4
1, Run: 088, F, 0, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 2
1, Run: 089, F, 0, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 3
1, Run: 090, F, 0, 1, 0, 0, 0, 0, 48, 0, 0, 1, 0, 2
1, Run: 091, F, 0, 1, 0, 0, 0, 0, 52, 0, 2, 1, 2, 5
1, Run: 092, F, 0, 1, 0, 0, 0, 0, 50, 0, 2, 1, 2, 3
1, Run: 093, F, 0, 1, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4
1, Run: 094, F, 0, 1, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4
1, Run: 095, F, 0, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 4
1, Run: 096, F, 0, 1, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4
1, Run: 097, F, 0, 1, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4
1, Run: 098, F, 0, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 3
1, Run: 099, F, 0, 0, 0, 0, 0, 0, 52, 0, 2, 1, 2, 6
1, Run: 100, F, 0, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 3
10, Run: 001, F, 0, 0, 0, 0, 0, 0, 546, 0, 0, 1, 0, 46
10, Run: 002, F, 0, 1, 0, 0, 0, 0, 542, 0, 0, 1, 0, 41
10, Run: 003, F, 0, 0, 0, 0, 0, 0, 542, 0, 0, 1, 0, 42
10, Run: 004, F, 0, 0, 0, 0, 0, 0, 544, 0, 2, 1, 2, 43
10, Run: 005, F, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50
10, Run: 006, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 007, F, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54
10, Run: 008, F, 0, 0, 0, 0, 0, 0, 542, 0, 0, 1, 0, 42
10, Run: 009, F, 0, 0, 0, 0, 0, 0, 542, 0, 0, 1, 0, 42
10, Run: 010, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52
10, Run: 011, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52
10, Run: 012, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 013, F, 0, 0, 0, 0, 0, 0, 546, 0, 0, 1, 0, 46
10, Run: 014, F, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51
10, Run: 015, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52
10, Run: 016, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 017, F, 0, 0, 0, 0, 0, 0, 546, 0, 0, 1, 0, 46
10, Run: 018, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 019, F, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50
10, Run: 020, F, 0, 0, 0, 0, 0, 0, 544, 0, 0, 1, 0, 44
10, Run: 021, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52
10, Run: 022, F, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47
10, Run: 023, F, 0, 0, 0, 0, 0, 0, 558, 0, 2, 1, 2, 57
10, Run: 024, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 025, F, 0, 0, 0, 0, 0, 0, 544, 0, 0, 1, 0, 44
10, Run: 026, F, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54
10, Run: 027, F, 0, 1, 0, 0, 0, 0, 546, 0, 0, 1, 0, 45
10, Run: 028, F, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54
10, Run: 029, F, 0, 0, 0, 0, 0, 0, 548, 0, 0, 1, 0, 48
10, Run: 030, F, 0, 1, 0, 0, 0, 0, 550, 0, 2, 1, 2, 48
10, Run: 031, F, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50
10, Run: 032, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 033, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 034, F, 0, 1, 0, 0, 0, 0, 560, 0, 0, 1, 0, 59
10, Run: 035, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 036, F, 0, 0, 0, 0, 0, 0, 548, 0, 0, 1, 0, 48
10, Run: 037, F, 0, 0, 0, 0, 0, 0, 552, 0, 2, 1, 2, 51
10, Run: 038, F, 0, 0, 0, 0, 0, 0, 550, 0, 2, 1, 2, 49
10, Run: 039, F, 0, 0, 0, 0, 0, 0, 542, 0, 0, 1, 0, 42
10, Run: 040, F, 0, 1, 0, 0, 0, 0, 558, 0, 0, 1, 0, 57
10, Run: 041, F, 0, 0, 0, 0, 0, 0, 546, 0, 0, 1, 0, 46
10, Run: 042, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 043, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 044, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 045, F, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50
10, Run: 046, F, 0, 0, 0, 0, 0, 0, 538, 0, 0, 1, 0, 38
10, Run: 047, F, 0, 1, 0, 0, 0, 0, 550, 0, 2, 1, 2, 48
10, Run: 048, F, 0, 1, 0, 0, 0, 0, 560, 0, 0, 1, 0, 59
10, Run: 049, F, 0, 1, 0, 0, 0, 0, 560, 0, 0, 1, 0, 59
10, Run: 050, F, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54
10, Run: 051, F, 0, 0, 0, 0, 0, 0, 548, 0, 0, 1, 0, 48
10, Run: 052, F, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47
10, Run: 053, F, 0, 0, 0, 0, 0, 0, 558, 0, 0, 1, 0, 58
10, Run: 054, F, 0, 0, 0, 0, 0, 0, 550, 0, 2, 1, 2, 49
10, Run: 055, F, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54
10, Run: 056, F, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47
10, Run: 057, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52
10, Run: 058, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 059, F, 0, 1, 0, 0, 0, 0, 562, 0, 0, 1, 0, 61
10, Run: 060, F, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47
10, Run: 061, F, 0, 1, 0, 0, 0, 0, 556, 0, 2, 1, 2, 54
10, Run: 062, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 063, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55
10, Run: 064, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 065, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 066, F, 0, 0, 0, 0, 0, 0, 548, 0, 0, 1, 0, 48
10, Run: 067, F, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49
10, Run: 068, F, 0, 1, 0, 0, 0, 0, 546, 0, 0, 1, 0, 45
10, Run: 069, F, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47
10, Run: 070, F, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54
10, Run: 071, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 072, F, 0, 1, 0, 0, 0, 0, 562, 0, 0, 1, 0, 61
10, Run: 073, F, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47
10, Run: 074, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 075, F, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50
10, Run: 076, F, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49
10, Run: 077, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 078, F, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49
10, Run: 079, F, 0, 0, 0, 0, 0, 0, 550, 0, 2, 1, 2, 49
10, Run: 080, F, 0, 0, 0, 0, 0, 0, 558, 0, 0, 1, 0, 58
10, Run: 081, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55
10, Run: 082, F, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50
10, Run: 083, F, 0, 0, 0, 0, 0, 0, 544, 0, 0, 1, 0, 44
10, Run: 084, F, 0, 1, 0, 0, 0, 0, 554, 0, 2, 1, 2, 52
10, Run: 085, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52
10, Run: 086, F, 0, 0, 0, 0, 0, 0, 558, 0, 0, 1, 0, 58
10, Run: 087, F, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51
10, Run: 088, F, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50
10, Run: 089, F, 0, 1, 0, 0, 0, 0, 546, 0, 0, 1, 0, 45
10, Run: 090, F, 0, 1, 0, 0, 0, 0, 540, 0, 0, 1, 0, 39
10, Run: 091, F, 0, 1, 0, 0, 0, 0, 538, 0, 2, 1, 2, 36
10, Run: 092, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55
10, Run: 093, F, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51
10, Run: 094, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43
10, Run: 095, F, 0, 1, 0, 0, 0, 0, 548, 0, 2, 1, 2, 46
10, Run: 096, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53
10, Run: 097, F, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51
10, Run: 098, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55
10, Run: 099, F, 0, 0, 0, 0, 0, 0, 546, 0, 2, 1, 2, 45
10, Run: 100, F, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51
2, Run: 001, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 002, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 003, F, 0, 1, 0, 0, 0, 0, 164, 0, 2, 1, 2, 22
2, Run: 004, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 005, F, 0, 0, 0, 0, 0, 0, 158, 0, 2, 1, 2, 17
2, Run: 006, F, 0, 1, 0, 0, 0, 0, 154, 0, 2, 1, 2, 12
2, Run: 007, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 008, F, 0, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 20
2, Run: 009, F, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18
2, Run: 010, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 011, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 012, F, 0, 0, 0, 0, 0, 0, 148, 0, 0, 1, 0, 8
2, Run: 013, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 014, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 015, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15
2, Run: 016, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16
2, Run: 017, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 018, F, 0, 1, 0, 0, 0, 0, 154, 0, 2, 1, 2, 12
2, Run: 019, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 020, F, 0, 0, 0, 0, 0, 0, 154, 0, 2, 1, 2, 13
2, Run: 021, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 022, F, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10
2, Run: 023, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11
2, Run: 024, F, 0, 0, 0, 0, 0, 0, 152, 0, 2, 1, 2, 11
2, Run: 025, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 026, F, 0, 1, 0, 0, 0, 0, 154, 0, 2, 1, 2, 12
2, Run: 027, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 028, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17
2, Run: 029, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 030, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 031, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17
2, Run: 032, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17
2, Run: 033, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 034, F, 0, 1, 0, 0, 0, 0, 160, 0, 0, 1, 0, 19
2, Run: 035, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16
2, Run: 036, F, 0, 1, 0, 0, 0, 0, 160, 0, 0, 1, 0, 19
2, Run: 037, F, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14
2, Run: 038, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 039, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 040, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 041, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 042, F, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14
2, Run: 043, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15
2, Run: 044, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17
2, Run: 045, F, 0, 1, 0, 0, 0, 0, 152, 0, 2, 1, 2, 10
2, Run: 046, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 047, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11
2, Run: 048, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 049, F, 0, 1, 0, 0, 0, 0, 160, 0, 0, 1, 0, 19
2, Run: 050, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 051, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16
2, Run: 052, F, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14
2, Run: 053, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 054, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 055, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 056, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16
2, Run: 057, F, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10
2, Run: 058, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 059, F, 0, 0, 0, 0, 0, 0, 152, 0, 2, 1, 2, 11
2, Run: 060, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11
2, Run: 061, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 062, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 063, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 064, F, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18
2, Run: 065, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 066, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 067, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 068, F, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18
2, Run: 069, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17
2, Run: 070, F, 0, 0, 0, 0, 0, 0, 152, 0, 2, 1, 2, 11
2, Run: 071, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 072, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17
2, Run: 073, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 074, F, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18
2, Run: 075, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 076, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 077, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 078, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11
2, Run: 079, F, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14
2, Run: 080, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16
2, Run: 081, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 082, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11
2, Run: 083, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16
2, Run: 084, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16
2, Run: 085, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17
2, Run: 086, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 087, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15
2, Run: 088, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 089, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15
2, Run: 090, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 091, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 092, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15
2, Run: 093, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
2, Run: 094, F, 0, 0, 0, 0, 0, 0, 152, 0, 2, 1, 2, 11
2, Run: 095, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12
2, Run: 096, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 097, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14
2, Run: 098, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16
2, Run: 099, F, 0, 1, 0, 0, 0, 0, 160, 0, 0, 1, 0, 19
2, Run: 100, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13
3, Run: 001, F, 0, 0, 0, 0, 0, 0, 450, 0, 0, 1, 0, 40
3, Run: 002, F, 0, 1, 0, 0, 0, 0, 456, 0, 0, 1, 0, 45
