Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
A2,INVAR-1,100,100,0,0,0,100
A2,INVAR-10,100,100,0,0,0,100
A2,INVAR-11,100,100,0,0,0,100
A2,INVAR-12,100,51,0,0,0,51
A2,INVAR-13,100,100,0,0,0,100
A2,INVAR-14,100,100,0,0,0,100
A2,INVAR-15,100,95,0,0,0,95
A2,INVAR-16,100,100,0,0,0,100
A2,INVAR-17,100,100,0,0,0,100
A2,INVAR-18,100,94,0,0,0,94
A2,INVAR-19,100,100,0,0,0,100
A2,INVAR-2,100,100,0,0,0,100
A2,INVAR-20,100,100,0,0,0,100
A2,INVAR-21,100,100,0,0,0,100
A2,INVAR-22,100,100,0,0,0,100
A2,INVAR-23,100,100,0,0,0,100
A2,INVAR-24,100,43,0,0,0,43
A2,INVAR-25,100,100,0,0,0,100
A2,INVAR-26,100,100,0,0,0,100
A2,INVAR-27,100,97,0,0,0,97
A2,INVAR-28,100,100,0,0,0,100
A2,INVAR-29,100,100,0,0,0,100
A2,INVAR-3,100,100,0,0,0,100
A2,INVAR-30,100,100,0,0,0,100
A2,INVAR-31,100,100,0,0,0,100
A2,INVAR-32,100,100,0,0,0,100
A2,INVAR-33,100,100,0,0,0,100
A2,INVAR-34,100,54,0,0,0,54
A2,INVAR-35,100,100,0,0,0,100
A2,INVAR-36,100,100,0,0,0,100
A2,INVAR-37,100,47,0,0,0,47
A2,INVAR-38,100,100,0,0,0,100
A2,INVAR-39,100,100,0,0,0,100
A2,INVAR-4,100,100,0,0,0,100
A2,INVAR-40,100,56,0,0,0,56
A2,INVAR-41,100,100,0,0,0,100
A2,INVAR-42,100,100,0,0,0,100
A2,INVAR-43,100,52,0,0,0,52
A2,INVAR-44,100,100,0,0,0,100
A2,INVAR-45,100,100,0,0,0,100
A2,INVAR-46,100,46,0,0,0,46
A2,INVAR-5,100,100,0,0,0,100
A2,INVAR-6,100,63,0,0,0,63
A2,INVAR-7,100,100,0,0,0,100
A2,INVAR-8,100,100,0,0,0,100
A2,INVAR-9,100,54,0,0,0,54
A3,INVAR-1,100,100,0,0,0,100
A3,INVAR-10,100,100,0,0,0,100
A3,INVAR-11,100,100,0,0,0,100
A3,INVAR-12,100,51,0,0,0,51
A3,INVAR-13,100,100,0,0,0,100
A3,INVAR-14,100,100,0,0,0,100
A3,INVAR-15,100,95,0,0,0,95
A3,INVAR-16,100,100,0,0,0,100
A3,INVAR-17,100,100,0,0,0,100
A3,INVAR-18,100,94,0,0,0,94
A3,INVAR-19,100,100,0,0,0,100
A3,INVAR-2,100,100,0,0,0,100
A3,INVAR-20,100,100,0,0,0,100
A3,INVAR-21,100,100,0,0,0,100
A3,INVAR-22,100,100,0,0,0,100
A3,INVAR-23,100,100,0,0,0,100
A3,INVAR-24,100,43,0,0,0,43
A3,INVAR-25,100,100,0,0,0,100
A3,INVAR-26,100,100,0,0,0,100
A3,INVAR-27,100,98,0,0,0,98
A3,INVAR-28,100,100,0,0,0,100
A3,INVAR-29,100,100,0,0,0,100
A3,INVAR-3,100,100,0,0,0,100
A3,INVAR-30,100,100,0,0,0,100
A3,INVAR-31,100,100,0,0,0,100
A3,INVAR-32,100,100,0,0,0,100
A3,INVAR-33,100,100,0,0,0,100
A3,INVAR-34,100,59,0,0,0,59
A3,INVAR-35,100,100,0,0,0,100
A3,INVAR-36,100,100,0,0,0,100
A3,INVAR-37,100,47,0,0,0,47
A3,INVAR-38,100,100,0,0,0,100
A3,INVAR-39,100,100,0,0,0,100
A3,INVAR-4,100,100,0,0,0,100
A3,INVAR-40,100,56,0,0,0,56
A3,INVAR-41,100,100,0,0,0,100
A3,INVAR-42,100,100,0,0,0,100
A3,INVAR-43,100,62,0,0,0,62
A3,INVAR-44,100,100,0,0,0,100
A3,INVAR-45,100,100,0,0,0,100
A3,INVAR-46,100,46,0,0,0,46
A3,INVAR-5,100,100,0,0,0,100
A3,INVAR-6,100,63,0,0,0,63
A3,INVAR-7,100,100,0,0,0,100
A3,INVAR-8,100,100,0,0,0,100
A3,INVAR-9,100,65,0,0,0,65
