Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 0, 10, 0, 7, 14, 3, 0, 14
INVAR-1, Run: 002, F, 0, 9, 0, 7, 14, 3, 8, 7
INVAR-1, Run: 003, F, 0, 1, 0, 7, 14, 3, 8, 15
INVAR-1, Run: 004, F, 0, 6, 0, 7, 14, 3, 9, 9
INVAR-1, Run: 005, F, 0, 1, 0, 7, 14, 3, 11, 12
INVAR-1, Run: 006, F, 0, 0, 1, 8, 15, 0, 1, 22
INVAR-1, Run: 007, F, 0, 0, 1, 8, 15, 0, 9, 14
INVAR-1, Run: 008, F, 0, 3, 0, 7, 14, 3, 14, 7
INVAR-1, Run: 009, F, 0, 1, 0, 7, 14, 3, 12, 11
INVAR-1, Run: 010, F, 0, 0, 1, 8, 15, 0, 9, 14
INVAR-1, Run: 011, F, 1, 0, 0, 6, 13, 5, 19, 5
INVAR-1, Run: 012, F, 0, 2, 0, 7, 14, 3, 15, 7
INVAR-1, Run: 013, F, 1, 0, 0, 6, 13, 5, 16, 8
INVAR-1, Run: 014, F, 0, 0, 1, 8, 15, 0, 6, 17
INVAR-1, Run: 015, F, 0, 13, 0, 7, 14, 3, 3, 8
INVAR-1, Run: 016, F, 0, 0, 1, 8, 15, 0, 6, 17
INVAR-1, Run: 017, F, 0, 1, 0, 7, 14, 3, 8, 15
INVAR-1, Run: 018, F, 0, 0, 1, 8, 15, 0, 10, 13
INVAR-1, Run: 019, F, 0, 23, 0, 7, 14, 3, 0, 1
INVAR-1, Run: 020, F, 0, 0, 1, 8, 15, 0, 4, 19
INVAR-1, Run: 021, F, 0, 2, 0, 7, 14, 3, 9, 13
INVAR-1, Run: 022, F, 0, 5, 0, 7, 14, 3, 9, 10
INVAR-1, Run: 023, F, 1, 0, 0, 6, 13, 5, 16, 8
INVAR-1, Run: 024, F, 0, 0, 1, 8, 15, 0, 4, 19
INVAR-1, Run: 025, F, 0, 2, 0, 7, 14, 3, 12, 10
INVAR-1, Run: 026, F, 0, 0, 1, 8, 15, 0, 8, 15
INVAR-1, Run: 027, F, 0, 8, 0, 7, 14, 3, 6, 10
INVAR-1, Run: 028, F, 0, 0, 1, 8, 15, 0, 2, 21
INVAR-1, Run: 029, F, 0, 12, 0, 7, 14, 3, 8, 4
INVAR-1, Run: 030, F, 0, 1, 0, 7, 14, 3, 16, 7
INVAR-1, Run: 031, F, 0, 0, 1, 8, 15, 0, 11, 12
INVAR-1, Run: 032, F, 0, 1, 0, 7, 14, 3, 15, 8
INVAR-1, Run: 033, F, 0, 2, 0, 7, 14, 3, 11, 11
INVAR-1, Run: 034, F, 0, 11, 0, 7, 14, 3, 6, 7
INVAR-1, Run: 035, F, 0, 7, 0, 7, 14, 3, 2, 15
INVAR-1, Run: 036, F, 0, 12, 0, 7, 14, 3, 1, 11
INVAR-1, Run: 037, F, 0, 1, 0, 7, 14, 3, 14, 9
