Input Number, Run_Number, Result@ 100, X1, Y, X2
In01, Run: 001, F, 24, 2407, 0
In01, Run: 002, F, 24, 2364, 0
In01, Run: 003, F, 24, 2369, 0
In01, Run: 004, F, 24, 2393, 0
In01, Run: 005, F, 24, 2362, 0
In01, Run: 006, F, 24, 2374, 0
In01, Run: 007, F, 24, 2351, 0
In01, Run: 008, F, 24, 2350, 0
In01, Run: 009, F, 24, 2401, 0
In01, Run: 010, F, 24, 2383, 0
In01, Run: 011, F, 24, 2306, 0
In01, Run: 012, F, 24, 2380, 0
In01, Run: 013, F, 24, 2329, 0
In01, Run: 014, F, 24, 2383, 0
In01, Run: 015, F, 24, 2404, 0
In01, Run: 016, F, 24, 2352, 0
In01, Run: 017, F, 24, 2346, 0
In01, Run: 018, F, 24, 2352, 0
In01, Run: 019, F, 24, 2324, 0
In01, Run: 020, F, 24, 2382, 0
In01, Run: 021, F, 24, 2365, 0
In01, Run: 022, F, 24, 2344, 0
In01, Run: 023, F, 24, 2318, 0
In01, Run: 024, F, 24, 2414, 0
In01, Run: 025, F, 24, 2405, 0
In01, Run: 026, F, 24, 2336, 0
In01, Run: 027, F, 24, 2341, 0
In01, Run: 028, F, 24, 2362, 0
In01, Run: 029, F, 24, 2338, 0
In01, Run: 030, F, 24, 2396, 0
In01, Run: 031, F, 24, 2339, 0
In01, Run: 032, F, 24, 2410, 0
In01, Run: 033, F, 24, 2436, 0
In01, Run: 034, F, 24, 2326, 0
In01, Run: 035, F, 24, 2255, 0
In01, Run: 036, F, 24, 2493, 0
In01, Run: 037, F, 24, 2393, 0
In01, Run: 038, F, 24, 2360, 0
In01, Run: 039, F, 24, 2350, 0
In01, Run: 040, F, 24, 2316, 0
In01, Run: 041, F, 24, 2390, 0
In01, Run: 042, F, 24, 2370, 0
In01, Run: 043, F, 24, 2316, 0
In01, Run: 044, F, 24, 2384, 0
In01, Run: 045, F, 24, 2367, 0
In01, Run: 046, F, 24, 2403, 0
In01, Run: 047, F, 24, 2444, 0
In01, Run: 048, F, 24, 2362, 0
In01, Run: 049, F, 24, 2300, 0
In01, Run: 050, F, 24, 2443, 0
In01, Run: 051, F, 24, 2319, 0
In01, Run: 052, F, 24, 2381, 0
In01, Run: 053, F, 24, 2357, 0
In01, Run: 054, F, 24, 2308, 0
In01, Run: 055, F, 24, 2370, 0
In01, Run: 056, F, 24, 2469, 0
In01, Run: 057, F, 24, 2399, 0
In01, Run: 058, F, 24, 2458, 0
In01, Run: 059, F, 24, 2425, 0
In01, Run: 060, F, 24, 2397, 0
In01, Run: 061, F, 24, 2294, 0
In01, Run: 062, F, 24, 2379, 0
In01, Run: 063, F, 24, 2346, 0
In01, Run: 064, F, 24, 2357, 0
In01, Run: 065, F, 24, 2385, 0
In01, Run: 066, F, 24, 2306, 0
In01, Run: 067, F, 24, 2358, 0
In01, Run: 068, F, 24, 2440, 0
In01, Run: 069, F, 24, 2322, 0
In01, Run: 070, F, 24, 2333, 0
In01, Run: 071, F, 24, 2362, 0
In01, Run: 072, F, 24, 2323, 0
In01, Run: 073, F, 24, 2403, 0
In01, Run: 074, F, 24, 2438, 0
In01, Run: 075, F, 24, 2303, 0
In01, Run: 076, F, 24, 2524, 0
In01, Run: 077, F, 24, 2356, 0
In01, Run: 078, F, 24, 2279, 0
In01, Run: 079, F, 24, 2367, 0
In01, Run: 080, F, 24, 2370, 0
