Input Number, Run_Number, Result@ 100, Y, X1, X2, NEW_REACTION, Reaction1, Reaction2
INVAR-2, Run: 087, P, 8, 0, 0, 820, 68, 60
INVAR-2, Run: 088, P, 8, 0, 0, 795, 68, 60
INVAR-2, Run: 089, P, 8, 0, 0, 762, 68, 60
INVAR-2, Run: 090, P, 8, 0, 0, 747, 68, 60
INVAR-2, Run: 091, P, 8, 0, 0, 747, 68, 60
INVAR-2, Run: 092, P, 8, 0, 0, 811, 68, 60
INVAR-2, Run: 093, P, 8, 0, 0, 801, 68, 60
INVAR-2, Run: 094, P, 8, 0, 0, 726, 68, 60
INVAR-2, Run: 095, P, 8, 0, 0, 784, 68, 60
INVAR-2, Run: 096, P, 8, 0, 0, 799, 68, 60
INVAR-2, Run: 097, P, 8, 0, 0, 767, 68, 60
INVAR-2, Run: 098, P, 8, 0, 0, 779, 68, 60
INVAR-2, Run: 099, P, 8, 0, 0, 730, 68, 60
INVAR-2, Run: 100, P, 8, 0, 0, 796, 68, 60
INVAR-20, Run: 001, P, 91, 0, 0, 9039, 91, 0
INVAR-20, Run: 002, P, 91, 0, 0, 9121, 91, 0
INVAR-20, Run: 003, P, 91, 0, 0, 9063, 91, 0
INVAR-20, Run: 004, P, 91, 0, 0, 9081, 91, 0
INVAR-20, Run: 005, P, 91, 0, 0, 8995, 91, 0
INVAR-20, Run: 006, P, 91, 0, 0, 8919, 91, 0
INVAR-20, Run: 007, P, 91, 0, 0, 9062, 91, 0
INVAR-20, Run: 008, P, 91, 0, 0, 9090, 91, 0
INVAR-20, Run: 009, P, 91, 0, 0, 9000, 91, 0
INVAR-20, Run: 010, P, 91, 0, 0, 9052, 91, 0
INVAR-20, Run: 011, P, 91, 0, 0, 9354, 91, 0
INVAR-20, Run: 012, P, 91, 0, 0, 9059, 91, 0
INVAR-20, Run: 013, P, 91, 0, 0, 8940, 91, 0
INVAR-20, Run: 014, P, 91, 0, 0, 9060, 91, 0
INVAR-20, Run: 015, P, 91, 0, 0, 8841, 91, 0
INVAR-20, Run: 016, P, 91, 0, 0, 9032, 91, 0
INVAR-20, Run: 017, P, 91, 0, 0, 8868, 91, 0
INVAR-20, Run: 018, P, 91, 0, 0, 9132, 91, 0
INVAR-20, Run: 019, P, 91, 0, 0, 8988, 91, 0
INVAR-20, Run: 020, P, 91, 0, 0, 8896, 91, 0
INVAR-20, Run: 021, P, 91, 0, 0, 8975, 91, 0
INVAR-20, Run: 022, P, 91, 0, 0, 9177, 91, 0
INVAR-20, Run: 023, P, 91, 0, 0, 9096, 91, 0
INVAR-20, Run: 024, P, 91, 0, 0, 9191, 91, 0
INVAR-20, Run: 025, P, 91, 0, 0, 8842, 91, 0
INVAR-20, Run: 026, P, 91, 0, 0, 9137, 91, 0
INVAR-20, Run: 027, P, 91, 0, 0, 8992, 91, 0
INVAR-20, Run: 028, P, 91, 0, 0, 9005, 91, 0
INVAR-20, Run: 029, P, 91, 0, 0, 9054, 91, 0
INVAR-20, Run: 030, P, 91, 0, 0, 9012, 91, 0
INVAR-20, Run: 031, P, 91, 0, 0, 8950, 91, 0
INVAR-20, Run: 032, P, 91, 0, 0, 9009, 91, 0
INVAR-20, Run: 033, P, 91, 0, 0, 9144, 91, 0
INVAR-20, Run: 034, P, 91, 0, 0, 9169, 91, 0
INVAR-20, Run: 035, P, 91, 0, 0, 9051, 91, 0
INVAR-20, Run: 036, P, 91, 0, 0, 8994, 91, 0
INVAR-20, Run: 037, P, 91, 0, 0, 9124, 91, 0
INVAR-20, Run: 038, P, 91, 0, 0, 8868, 91, 0
INVAR-20, Run: 039, P, 91, 0, 0, 9027, 91, 0
INVAR-20, Run: 040, P, 91, 0, 0, 8878, 91, 0
INVAR-20, Run: 041, P, 91, 0, 0, 9041, 91, 0
INVAR-20, Run: 042, P, 91, 0, 0, 8895, 91, 0
INVAR-20, Run: 043, P, 91, 0, 0, 8914, 91, 0
INVAR-20, Run: 044, P, 91, 0, 0, 9068, 91, 0
INVAR-20, Run: 045, P, 91, 0, 0, 9028, 91, 0
INVAR-20, Run: 046, P, 91, 0, 0, 9031, 91, 0
INVAR-20, Run: 047, P, 91, 0, 0, 9170, 91, 0
INVAR-20, Run: 048, P, 91, 0, 0, 9016, 91, 0
INVAR-20, Run: 049, P, 91, 0, 0, 9034, 91, 0
INVAR-20, Run: 050, P, 91, 0, 0, 8955, 91, 0
INVAR-20, Run: 051, P, 91, 0, 0, 9006, 91, 0
INVAR-20, Run: 052, P, 91, 0, 0, 8910, 91, 0
INVAR-20, Run: 053, P, 91, 0, 0, 8992, 91, 0
INVAR-20, Run: 054, P, 91, 0, 0, 8974, 91, 0
INVAR-20, Run: 055, P, 91, 0, 0, 9016, 91, 0
INVAR-20, Run: 056, P, 91, 0, 0, 9210, 91, 0
INVAR-20, Run: 057, P, 91, 0, 0, 9085, 91, 0
INVAR-20, Run: 058, P, 91, 0, 0, 8951, 91, 0
INVAR-20, Run: 059, P, 91, 0, 0, 9157, 91, 0
INVAR-20, Run: 060, P, 91, 0, 0, 9216, 91, 0
INVAR-20, Run: 061, P, 91, 0, 0, 8925, 91, 0
INVAR-20, Run: 062, P, 91, 0, 0, 8996, 91, 0
INVAR-20, Run: 063, P, 91, 0, 0, 9109, 91, 0
INVAR-20, Run: 064, P, 91, 0, 0, 9023, 91, 0
INVAR-20, Run: 065, P, 91, 0, 0, 9137, 91, 0
INVAR-20, Run: 066, P, 91, 0, 0, 9080, 91, 0
INVAR-20, Run: 067, P, 91, 0, 0, 8937, 91, 0
INVAR-20, Run: 068, P, 91, 0, 0, 8852, 91, 0
INVAR-20, Run: 069, P, 91, 0, 0, 8987, 91, 0
INVAR-20, Run: 070, P, 91, 0, 0, 9032, 91, 0
INVAR-20, Run: 071, P, 91, 0, 0, 9075, 91, 0
INVAR-20, Run: 072, P, 91, 0, 0, 9117, 91, 0
INVAR-20, Run: 073, P, 91, 0, 0, 9100, 91, 0
INVAR-20, Run: 074, P, 91, 0, 0, 8838, 91, 0
INVAR-20, Run: 075, P, 91, 0, 0, 8963, 91, 0
INVAR-20, Run: 076, P, 91, 0, 0, 8955, 91, 0
INVAR-20, Run: 077, P, 91, 0, 0, 9036, 91, 0
INVAR-20, Run: 078, P, 91, 0, 0, 8931, 91, 0
INVAR-20, Run: 079, P, 91, 0, 0, 8907, 91, 0
INVAR-20, Run: 080, P, 91, 0, 0, 8988, 91, 0
INVAR-20, Run: 081, P, 91, 0, 0, 8954, 91, 0
INVAR-20, Run: 082, P, 91, 0, 0, 8978, 91, 0
INVAR-20, Run: 083, P, 91, 0, 0, 9093, 91, 0
INVAR-20, Run: 084, P, 91, 0, 0, 9125, 91, 0
INVAR-20, Run: 085, P, 91, 0, 0, 9072, 91, 0
INVAR-20, Run: 086, P, 91, 0, 0, 8943, 91, 0
INVAR-20, Run: 087, P, 91, 0, 0, 9093, 91, 0
INVAR-20, Run: 088, P, 91, 0, 0, 9037, 91, 0
INVAR-20, Run: 089, P, 91, 0, 0, 9029, 91, 0
INVAR-20, Run: 090, P, 91, 0, 0, 9066, 91, 0
INVAR-20, Run: 091, P, 91, 0, 0, 9064, 91, 0
INVAR-20, Run: 092, P, 91, 0, 0, 9071, 91, 0
INVAR-20, Run: 093, P, 91, 0, 0, 9046, 91, 0
INVAR-20, Run: 094, P, 91, 0, 0, 9013, 91, 0
INVAR-20, Run: 095, P, 91, 0, 0, 8844, 91, 0
INVAR-20, Run: 096, P, 91, 0, 0, 9187, 91, 0
INVAR-20, Run: 097, P, 91, 0, 0, 9146, 91, 0
INVAR-20, Run: 098, P, 91, 0, 0, 8961, 91, 0
INVAR-20, Run: 099, P, 91, 0, 0, 8932, 91, 0
INVAR-20, Run: 100, P, 91, 0, 0, 8941, 91, 0
INVAR-21, Run: 001, P, 133, 0, 0, 13262, 133, 0
INVAR-21, Run: 002, P, 133, 0, 0, 13173, 133, 0
INVAR-21, Run: 003, P, 133, 0, 0, 13064, 133, 0
INVAR-21, Run: 004, P, 133, 0, 0, 12949, 133, 0
INVAR-21, Run: 005, P, 133, 0, 0, 13270, 133, 0
INVAR-21, Run: 006, P, 133, 0, 0, 13135, 133, 0
INVAR-21, Run: 007, P, 133, 0, 0, 13260, 133, 0
INVAR-21, Run: 008, P, 133, 0, 0, 13217, 133, 0
INVAR-21, Run: 009, P, 133, 0, 0, 13094, 133, 0
INVAR-21, Run: 010, P, 133, 0, 0, 13151, 133, 0
INVAR-21, Run: 011, P, 133, 0, 0, 13020, 133, 0
INVAR-21, Run: 012, P, 133, 0, 0, 13064, 133, 0
INVAR-21, Run: 013, P, 133, 0, 0, 13243, 133, 0
INVAR-21, Run: 014, P, 133, 0, 0, 13414, 133, 0
INVAR-21, Run: 015, P, 133, 0, 0, 13151, 133, 0
INVAR-21, Run: 016, P, 133, 0, 0, 13068, 133, 0
INVAR-21, Run: 017, P, 133, 0, 0, 13182, 133, 0
INVAR-21, Run: 018, P, 133, 0, 0, 13148, 133, 0
INVAR-21, Run: 019, P, 133, 0, 0, 13170, 133, 0
INVAR-21, Run: 020, P, 133, 0, 0, 13343, 133, 0
INVAR-21, Run: 021, P, 133, 0, 0, 13417, 133, 0
INVAR-21, Run: 022, P, 133, 0, 0, 13161, 133, 0
INVAR-21, Run: 023, P, 133, 0, 0, 13165, 133, 0
INVAR-21, Run: 024, P, 133, 0, 0, 13033, 133, 0
INVAR-21, Run: 025, P, 133, 0, 0, 13383, 133, 0
INVAR-21, Run: 026, P, 133, 0, 0, 13224, 133, 0
INVAR-21, Run: 027, P, 133, 0, 0, 13315, 133, 0
INVAR-21, Run: 028, P, 133, 0, 0, 13108, 133, 0
INVAR-21, Run: 029, P, 133, 0, 0, 13197, 133, 0
INVAR-21, Run: 030, P, 133, 0, 0, 13168, 133, 0
INVAR-21, Run: 031, P, 133, 0, 0, 13066, 133, 0
INVAR-21, Run: 032, P, 133, 0, 0, 13162, 133, 0
INVAR-21, Run: 033, P, 133, 0, 0, 13305, 133, 0
INVAR-21, Run: 034, P, 133, 0, 0, 13152, 133, 0
INVAR-21, Run: 035, P, 133, 0, 0, 12964, 133, 0
INVAR-21, Run: 036, P, 133, 0, 0, 13190, 133, 0
INVAR-21, Run: 037, P, 133, 0, 0, 13225, 133, 0
INVAR-21, Run: 038, P, 133, 0, 0, 13203, 133, 0
INVAR-21, Run: 039, P, 133, 0, 0, 13217, 133, 0
INVAR-21, Run: 040, P, 133, 0, 0, 13151, 133, 0
INVAR-21, Run: 041, P, 133, 0, 0, 13119, 133, 0
INVAR-21, Run: 042, P, 133, 0, 0, 13142, 133, 0
INVAR-21, Run: 043, P, 133, 0, 0, 13054, 133, 0
INVAR-21, Run: 044, P, 133, 0, 0, 13436, 133, 0
INVAR-21, Run: 045, P, 133, 0, 0, 13134, 133, 0
INVAR-21, Run: 046, P, 133, 0, 0, 13161, 133, 0
INVAR-21, Run: 047, P, 133, 0, 0, 13173, 133, 0
INVAR-21, Run: 048, P, 133, 0, 0, 13378, 133, 0
INVAR-21, Run: 049, P, 133, 0, 0, 13241, 133, 0
INVAR-21, Run: 050, P, 133, 0, 0, 13382, 133, 0
INVAR-21, Run: 051, P, 133, 0, 0, 13029, 133, 0
INVAR-21, Run: 052, P, 133, 0, 0, 13224, 133, 0
INVAR-21, Run: 053, P, 133, 0, 0, 13373, 133, 0
INVAR-21, Run: 054, P, 133, 0, 0, 13050, 133, 0
INVAR-21, Run: 055, P, 133, 0, 0, 13149, 133, 0
INVAR-21, Run: 056, P, 133, 0, 0, 13246, 133, 0
INVAR-21, Run: 057, P, 133, 0, 0, 13118, 133, 0
INVAR-21, Run: 058, P, 133, 0, 0, 13289, 133, 0
INVAR-21, Run: 059, P, 133, 0, 0, 13243, 133, 0
INVAR-21, Run: 060, P, 133, 0, 0, 12976, 133, 0
INVAR-21, Run: 061, P, 133, 0, 0, 13008, 133, 0
INVAR-21, Run: 062, P, 133, 0, 0, 13149, 133, 0
INVAR-21, Run: 063, P, 133, 0, 0, 13305, 133, 0
INVAR-21, Run: 064, P, 133, 0, 0, 13172, 133, 0
INVAR-21, Run: 065, P, 133, 0, 0, 13232, 133, 0
INVAR-21, Run: 066, P, 133, 0, 0, 13090, 133, 0
INVAR-21, Run: 067, P, 133, 0, 0, 13156, 133, 0
INVAR-21, Run: 068, P, 133, 0, 0, 13166, 133, 0
INVAR-21, Run: 069, P, 133, 0, 0, 13104, 133, 0
INVAR-21, Run: 070, P, 133, 0, 0, 13211, 133, 0
INVAR-21, Run: 071, P, 133, 0, 0, 13414, 133, 0
INVAR-21, Run: 072, P, 133, 0, 0, 13172, 133, 0
INVAR-21, Run: 073, P, 133, 0, 0, 13130, 133, 0
INVAR-21, Run: 074, P, 133, 0, 0, 13191, 133, 0
INVAR-21, Run: 075, P, 133, 0, 0, 13208, 133, 0
INVAR-21, Run: 076, P, 133, 0, 0, 13147, 133, 0
INVAR-21, Run: 077, P, 133, 0, 0, 13325, 133, 0
INVAR-21, Run: 078, P, 133, 0, 0, 13201, 133, 0
INVAR-21, Run: 079, P, 133, 0, 0, 13100, 133, 0
INVAR-21, Run: 080, P, 133, 0, 0, 13268, 133, 0
INVAR-21, Run: 081, P, 133, 0, 0, 13217, 133, 0
INVAR-21, Run: 082, P, 133, 0, 0, 13191, 133, 0
INVAR-21, Run: 083, P, 133, 0, 0, 13264, 133, 0
INVAR-21, Run: 084, P, 133, 0, 0, 13046, 133, 0
INVAR-21, Run: 085, P, 133, 0, 0, 13352, 133, 0
INVAR-21, Run: 086, P, 133, 0, 0, 13162, 133, 0
INVAR-21, Run: 087, P, 133, 0, 0, 13012, 133, 0
INVAR-21, Run: 088, P, 133, 0, 0, 13351, 133, 0
INVAR-21, Run: 089, P, 133, 0, 0, 13147, 133, 0
INVAR-21, Run: 090, P, 133, 0, 0, 12961, 133, 0
INVAR-21, Run: 091, P, 133, 0, 0, 13200, 133, 0
INVAR-21, Run: 092, P, 133, 0, 0, 13183, 133, 0
INVAR-21, Run: 093, P, 133, 0, 0, 13182, 133, 0
INVAR-21, Run: 094, P, 133, 0, 0, 13089, 133, 0
INVAR-21, Run: 095, P, 133, 0, 0, 13147, 133, 0
INVAR-21, Run: 096, P, 133, 0, 0, 13123, 133, 0
INVAR-21, Run: 097, P, 133, 0, 0, 13258, 133, 0
INVAR-21, Run: 098, P, 133, 0, 0, 13384, 133, 0
INVAR-21, Run: 099, P, 133, 0, 0, 13166, 133, 0
INVAR-21, Run: 100, P, 133, 0, 0, 13184, 133, 0
INVAR-22, Run: 001, P, 29, 0, 0, 2996, 50, 21
INVAR-22, Run: 002, P, 29, 0, 0, 2857, 50, 21
INVAR-22, Run: 003, P, 29, 0, 0, 2946, 50, 21
INVAR-22, Run: 004, P, 29, 0, 0, 2861, 50, 21
INVAR-22, Run: 005, P, 29, 0, 0, 2878, 50, 21
INVAR-22, Run: 006, P, 29, 0, 0, 2881, 50, 21
INVAR-22, Run: 007, P, 29, 0, 0, 2839, 50, 21
INVAR-22, Run: 008, P, 29, 0, 0, 2873, 50, 21
INVAR-22, Run: 009, P, 29, 0, 0, 2908, 50, 21
INVAR-22, Run: 010, P, 29, 0, 0, 2947, 50, 21
INVAR-22, Run: 011, P, 29, 0, 0, 2903, 50, 21
INVAR-22, Run: 012, P, 29, 0, 0, 2783, 50, 21
INVAR-22, Run: 013, P, 29, 0, 0, 2874, 50, 21
INVAR-22, Run: 014, P, 29, 0, 0, 2954, 50, 21
INVAR-22, Run: 015, P, 29, 0, 0, 2808, 50, 21
INVAR-22, Run: 016, P, 29, 0, 0, 2797, 50, 21
INVAR-22, Run: 017, P, 29, 0, 0, 2778, 50, 21
INVAR-22, Run: 018, P, 29, 0, 0, 2824, 50, 21
INVAR-22, Run: 019, P, 29, 0, 0, 2817, 50, 21
INVAR-22, Run: 020, P, 29, 0, 0, 2829, 50, 21
INVAR-22, Run: 021, P, 29, 0, 0, 2811, 50, 21
INVAR-22, Run: 022, P, 29, 0, 0, 2793, 50, 21
INVAR-22, Run: 023, P, 29, 0, 0, 2857, 50, 21
INVAR-22, Run: 024, P, 29, 0, 0, 2846, 50, 21
INVAR-22, Run: 025, P, 29, 0, 0, 2845, 50, 21
INVAR-22, Run: 026, P, 29, 0, 0, 2873, 50, 21
INVAR-22, Run: 027, P, 29, 0, 0, 2821, 50, 21
INVAR-22, Run: 028, P, 29, 0, 0, 2894, 50, 21
INVAR-22, Run: 029, P, 29, 0, 0, 2799, 50, 21
INVAR-22, Run: 030, P, 29, 0, 0, 2899, 50, 21
INVAR-22, Run: 031, P, 29, 0, 0, 2829, 50, 21
INVAR-22, Run: 032, P, 29, 0, 0, 2893, 50, 21
INVAR-22, Run: 033, P, 29, 0, 0, 2889, 50, 21
INVAR-22, Run: 034, P, 29, 0, 0, 2848, 50, 21
INVAR-22, Run: 035, P, 29, 0, 0, 2851, 50, 21
INVAR-22, Run: 036, P, 29, 0, 0, 2932, 50, 21
INVAR-22, Run: 037, P, 29, 0, 0, 2829, 50, 21
INVAR-22, Run: 038, P, 29, 0, 0, 2863, 50, 21
INVAR-22, Run: 039, P, 29, 0, 0, 2869, 50, 21
INVAR-22, Run: 040, P, 29, 0, 0, 2825, 50, 21
INVAR-22, Run: 041, P, 29, 0, 0, 2944, 50, 21
INVAR-22, Run: 042, P, 29, 0, 0, 2863, 50, 21
INVAR-22, Run: 043, P, 29, 0, 0, 2800, 50, 21
INVAR-22, Run: 044, P, 29, 0, 0, 2877, 50, 21
INVAR-22, Run: 045, P, 29, 0, 0, 2839, 50, 21
INVAR-22, Run: 046, P, 29, 0, 0, 2892, 50, 21
INVAR-22, Run: 047, P, 29, 0, 0, 2890, 50, 21
INVAR-22, Run: 048, P, 29, 0, 0, 2831, 50, 21
INVAR-22, Run: 049, P, 29, 0, 0, 2695, 50, 21
INVAR-22, Run: 050, P, 29, 0, 0, 2874, 50, 21
INVAR-22, Run: 051, P, 29, 0, 0, 2879, 50, 21
INVAR-22, Run: 052, P, 29, 0, 0, 3015, 50, 21
INVAR-22, Run: 053, P, 29, 0, 0, 2923, 50, 21
INVAR-22, Run: 054, P, 29, 0, 0, 2854, 50, 21
INVAR-22, Run: 055, P, 29, 0, 0, 2784, 50, 21
INVAR-22, Run: 056, P, 29, 0, 0, 2859, 50, 21
INVAR-22, Run: 057, P, 29, 0, 0, 2864, 50, 21
INVAR-22, Run: 058, P, 29, 0, 0, 2762, 50, 21
INVAR-22, Run: 059, P, 29, 0, 0, 2890, 50, 21
INVAR-22, Run: 060, P, 29, 0, 0, 2812, 50, 21
INVAR-22, Run: 061, P, 29, 0, 0, 2919, 50, 21
INVAR-22, Run: 062, P, 29, 0, 0, 2886, 50, 21
INVAR-22, Run: 063, P, 29, 0, 0, 2825, 50, 21
INVAR-22, Run: 064, P, 29, 0, 0, 2872, 50, 21
INVAR-22, Run: 065, P, 29, 0, 0, 2896, 50, 21
INVAR-22, Run: 066, P, 29, 0, 0, 2882, 50, 21
INVAR-22, Run: 067, P, 29, 0, 0, 2913, 50, 21
INVAR-22, Run: 068, P, 29, 0, 0, 2880, 50, 21
INVAR-22, Run: 069, P, 29, 0, 0, 2867, 50, 21
INVAR-22, Run: 070, P, 29, 0, 0, 2827, 50, 21
INVAR-22, Run: 071, P, 29, 0, 0, 2736, 50, 21
INVAR-22, Run: 072, P, 29, 0, 0, 2850, 50, 21
INVAR-22, Run: 073, P, 29, 0, 0, 2957, 50, 21
INVAR-22, Run: 074, P, 29, 0, 0, 2844, 50, 21
INVAR-22, Run: 075, P, 29, 0, 0, 2812, 50, 21
INVAR-22, Run: 076, P, 29, 0, 0, 2863, 50, 21
INVAR-22, Run: 077, P, 29, 0, 0, 2790, 50, 21
INVAR-22, Run: 078, P, 29, 0, 0, 2881, 50, 21
INVAR-22, Run: 079, P, 29, 0, 0, 2839, 50, 21
INVAR-22, Run: 080, P, 29, 0, 0, 2853, 50, 21
INVAR-22, Run: 081, P, 29, 0, 0, 2961, 50, 21
INVAR-22, Run: 082, P, 29, 0, 0, 2870, 50, 21
INVAR-22, Run: 083, P, 29, 0, 0, 2806, 50, 21
INVAR-22, Run: 084, P, 29, 0, 0, 2894, 50, 21
INVAR-22, Run: 085, P, 29, 0, 0, 2808, 50, 21
INVAR-22, Run: 086, P, 29, 0, 0, 2859, 50, 21
INVAR-22, Run: 087, P, 29, 0, 0, 2757, 50, 21
INVAR-22, Run: 088, P, 29, 0, 0, 2842, 50, 21
INVAR-22, Run: 089, P, 29, 0, 0, 2881, 50, 21
INVAR-22, Run: 090, P, 29, 0, 0, 2791, 50, 21
INVAR-22, Run: 091, P, 29, 0, 0, 2844, 50, 21
INVAR-22, Run: 092, P, 29, 0, 0, 2867, 50, 21
INVAR-22, Run: 093, P, 29, 0, 0, 2942, 50, 21
INVAR-22, Run: 094, P, 29, 0, 0, 2847, 50, 21
INVAR-22, Run: 095, P, 29, 0, 0, 2809, 50, 21
INVAR-22, Run: 096, P, 29, 0, 0, 2972, 50, 21
INVAR-22, Run: 097, P, 29, 0, 0, 2949, 50, 21
INVAR-22, Run: 098, P, 29, 0, 0, 2832, 50, 21
INVAR-22, Run: 099, P, 29, 0, 0, 2921, 50, 21
INVAR-22, Run: 100, P, 29, 0, 0, 2953, 50, 21
INVAR-23, Run: 001, P, 43, 0, 0, 4135, 100, 57
INVAR-23, Run: 002, P, 43, 0, 0, 4235, 100, 57
INVAR-23, Run: 003, P, 43, 0, 0, 4226, 100, 57
INVAR-23, Run: 004, P, 43, 0, 0, 4203, 100, 57
INVAR-23, Run: 005, P, 43, 0, 0, 4267, 100, 57
INVAR-23, Run: 006, P, 43, 0, 0, 4205, 100, 57
INVAR-23, Run: 007, P, 43, 0, 0, 4288, 100, 57
INVAR-23, Run: 008, P, 43, 0, 0, 4255, 100, 57
INVAR-23, Run: 009, P, 43, 0, 0, 4278, 100, 57
INVAR-23, Run: 010, P, 43, 0, 0, 4253, 100, 57
INVAR-23, Run: 011, P, 43, 0, 0, 4278, 100, 57
INVAR-23, Run: 012, P, 43, 0, 0, 4275, 100, 57
INVAR-23, Run: 013, P, 43, 0, 0, 4223, 100, 57
INVAR-23, Run: 014, P, 43, 0, 0, 4367, 100, 57
INVAR-23, Run: 015, P, 43, 0, 0, 4288, 100, 57
INVAR-23, Run: 016, P, 43, 0, 0, 4177, 100, 57
INVAR-23, Run: 017, P, 43, 0, 0, 4213, 100, 57
INVAR-23, Run: 018, P, 43, 0, 0, 4306, 100, 57
INVAR-23, Run: 019, P, 43, 0, 0, 4231, 100, 57
INVAR-23, Run: 020, P, 43, 0, 0, 4223, 100, 57
INVAR-23, Run: 021, P, 43, 0, 0, 4148, 100, 57
INVAR-23, Run: 022, P, 43, 0, 0, 4267, 100, 57
INVAR-23, Run: 023, P, 43, 0, 0, 4210, 100, 57
INVAR-23, Run: 024, P, 43, 0, 0, 4308, 100, 57
INVAR-23, Run: 025, P, 43, 0, 0, 4222, 100, 57
INVAR-23, Run: 026, P, 43, 0, 0, 4241, 100, 57
INVAR-23, Run: 027, P, 43, 0, 0, 4226, 100, 57
INVAR-23, Run: 028, P, 43, 0, 0, 4194, 100, 57
INVAR-23, Run: 029, P, 43, 0, 0, 4216, 100, 57
INVAR-23, Run: 030, P, 43, 0, 0, 4254, 100, 57
INVAR-23, Run: 031, P, 43, 0, 0, 4272, 100, 57
INVAR-23, Run: 032, P, 43, 0, 0, 4248, 100, 57
INVAR-23, Run: 033, P, 43, 0, 0, 4185, 100, 57
INVAR-23, Run: 034, P, 43, 0, 0, 4195, 100, 57
INVAR-23, Run: 035, P, 43, 0, 0, 4356, 100, 57
INVAR-23, Run: 036, P, 43, 0, 0, 4321, 100, 57
INVAR-23, Run: 037, P, 43, 0, 0, 4150, 100, 57
INVAR-23, Run: 038, P, 43, 0, 0, 4309, 100, 57
INVAR-23, Run: 039, P, 43, 0, 0, 4341, 100, 57
INVAR-23, Run: 040, P, 43, 0, 0, 4155, 100, 57
INVAR-23, Run: 041, P, 43, 0, 0, 4274, 100, 57
INVAR-23, Run: 042, P, 43, 0, 0, 4217, 100, 57
INVAR-23, Run: 043, P, 43, 0, 0, 4280, 100, 57
INVAR-23, Run: 044, P, 43, 0, 0, 4159, 100, 57
INVAR-23, Run: 045, P, 43, 0, 0, 4292, 100, 57
INVAR-23, Run: 046, P, 43, 0, 0, 4184, 100, 57
INVAR-23, Run: 047, P, 43, 0, 0, 4388, 100, 57
INVAR-23, Run: 048, P, 43, 0, 0, 4186, 100, 57
INVAR-23, Run: 049, P, 43, 0, 0, 4217, 100, 57
INVAR-23, Run: 050, P, 43, 0, 0, 4133, 100, 57
INVAR-23, Run: 051, P, 43, 0, 0, 4215, 100, 57
INVAR-23, Run: 052, P, 43, 0, 0, 4171, 100, 57
INVAR-23, Run: 053, P, 43, 0, 0, 4200, 100, 57
INVAR-23, Run: 054, P, 43, 0, 0, 4101, 100, 57
INVAR-23, Run: 055, P, 43, 0, 0, 4241, 100, 57
INVAR-23, Run: 056, P, 43, 0, 0, 4186, 100, 57
INVAR-23, Run: 057, P, 43, 0, 0, 4217, 100, 57
INVAR-23, Run: 058, P, 43, 0, 0, 4311, 100, 57
INVAR-23, Run: 059, P, 43, 0, 0, 4202, 100, 57
INVAR-23, Run: 060, P, 43, 0, 0, 4211, 100, 57
INVAR-23, Run: 061, P, 43, 0, 0, 4142, 100, 57
INVAR-23, Run: 062, P, 43, 0, 0, 4325, 100, 57
INVAR-23, Run: 063, P, 43, 0, 0, 4299, 100, 57
INVAR-23, Run: 064, P, 43, 0, 0, 4235, 100, 57
INVAR-23, Run: 065, P, 43, 0, 0, 4288, 100, 57
INVAR-23, Run: 066, P, 43, 0, 0, 4295, 100, 57
INVAR-23, Run: 067, P, 43, 0, 0, 4210, 100, 57
INVAR-23, Run: 068, P, 43, 0, 0, 4186, 100, 57
INVAR-23, Run: 069, P, 43, 0, 0, 4283, 100, 57
INVAR-23, Run: 070, P, 43, 0, 0, 4145, 100, 57
INVAR-23, Run: 071, P, 43, 0, 0, 4225, 100, 57
INVAR-23, Run: 072, P, 43, 0, 0, 4218, 100, 57
INVAR-23, Run: 073, P, 43, 0, 0, 4264, 100, 57
INVAR-23, Run: 074, P, 43, 0, 0, 4192, 100, 57
INVAR-23, Run: 075, P, 43, 0, 0, 4168, 100, 57
INVAR-23, Run: 076, P, 43, 0, 0, 4267, 100, 57
INVAR-23, Run: 077, P, 43, 0, 0, 4221, 100, 57
INVAR-23, Run: 078, P, 43, 0, 0, 4169, 100, 57
INVAR-23, Run: 079, P, 43, 0, 0, 4258, 100, 57
INVAR-23, Run: 080, P, 43, 0, 0, 4230, 100, 57
INVAR-23, Run: 081, P, 43, 0, 0, 4337, 100, 57
INVAR-23, Run: 082, P, 43, 0, 0, 4120, 100, 57
INVAR-23, Run: 083, P, 43, 0, 0, 4239, 100, 57
INVAR-23, Run: 084, P, 43, 0, 0, 4227, 100, 57
INVAR-23, Run: 085, P, 43, 0, 0, 4144, 100, 57
INVAR-23, Run: 086, P, 43, 0, 0, 4179, 100, 57
INVAR-23, Run: 087, P, 43, 0, 0, 4302, 100, 57
INVAR-23, Run: 088, P, 43, 0, 0, 4309, 100, 57
INVAR-23, Run: 089, P, 43, 0, 0, 4275, 100, 57
INVAR-23, Run: 090, P, 43, 0, 0, 4255, 100, 57
INVAR-23, Run: 091, P, 43, 0, 0, 4219, 100, 57
INVAR-23, Run: 092, P, 43, 0, 0, 4336, 100, 57
INVAR-23, Run: 093, P, 43, 0, 0, 4296, 100, 57
INVAR-23, Run: 094, P, 43, 0, 0, 4302, 100, 57
INVAR-23, Run: 095, P, 43, 0, 0, 4167, 100, 57
INVAR-23, Run: 096, P, 43, 0, 0, 4210, 100, 57
