Input Number, Run_Number, Result@ 100, X2, X1, U
INVAR-1, Run: 001, F, 133, 0, 0
INVAR-1, Run: 002, F, 0, 134, 0
INVAR-1, Run: 003, F, 0, 150, 0
INVAR-1, Run: 004, F, 0, 136, 0
INVAR-1, Run: 005, F, 0, 136, 0
INVAR-1, Run: 006, F, 0, 156, 0
INVAR-1, Run: 007, F, 0, 143, 0
INVAR-1, Run: 008, F, 0, 144, 0
INVAR-1, Run: 009, F, 0, 121, 0
INVAR-1, Run: 010, F, 0, 150, 0
INVAR-1, Run: 011, F, 0, 140, 0
INVAR-1, Run: 012, F, 0, 147, 0
INVAR-1, Run: 013, F, 0, 128, 0
INVAR-1, Run: 014, F, 0, 130, 0
INVAR-1, Run: 015, F, 0, 126, 0
INVAR-1, Run: 016, F, 0, 138, 0
INVAR-1, Run: 017, F, 0, 143, 0
INVAR-1, Run: 018, F, 0, 143, 0
INVAR-1, Run: 019, F, 0, 140, 0
INVAR-1, Run: 020, F, 0, 168, 0
INVAR-1, Run: 021, F, 0, 127, 0
INVAR-1, Run: 022, F, 0, 140, 0
INVAR-1, Run: 023, F, 0, 123, 0
INVAR-1, Run: 024, F, 140, 0, 0
INVAR-1, Run: 025, F, 0, 142, 0
INVAR-1, Run: 026, F, 0, 144, 0
INVAR-1, Run: 027, F, 0, 128, 0
INVAR-1, Run: 028, F, 0, 145, 0
INVAR-1, Run: 029, F, 0, 139, 0
INVAR-1, Run: 030, F, 0, 131, 0
INVAR-1, Run: 031, F, 0, 146, 0
INVAR-1, Run: 032, F, 0, 141, 0
INVAR-1, Run: 033, F, 0, 138, 0
INVAR-1, Run: 034, F, 0, 122, 0
INVAR-1, Run: 035, F, 0, 125, 0
INVAR-1, Run: 036, F, 0, 139, 0
INVAR-1, Run: 037, F, 136, 0, 0
INVAR-1, Run: 038, F, 0, 138, 0
INVAR-1, Run: 039, F, 0, 140, 0
INVAR-1, Run: 040, F, 0, 128, 0
INVAR-1, Run: 041, F, 0, 138, 0
INVAR-1, Run: 042, F, 0, 126, 0
INVAR-1, Run: 043, F, 0, 143, 0
INVAR-1, Run: 044, F, 0, 139, 0
INVAR-1, Run: 045, F, 0, 142, 0
INVAR-1, Run: 046, F, 0, 150, 0
INVAR-1, Run: 047, F, 0, 142, 0
INVAR-1, Run: 048, F, 0, 139, 0
INVAR-1, Run: 049, F, 0, 145, 0
INVAR-1, Run: 050, F, 0, 116, 0
INVAR-1, Run: 051, F, 0, 152, 0
