Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, P, 1, 0, 0, 7, 12, 2, 14, 7
INVAR-1, Run: 002, P, 1, 0, 0, 7, 12, 2, 14, 7
INVAR-1, Run: 003, P, 1, 0, 0, 7, 12, 2, 9, 12
INVAR-1, Run: 004, P, 1, 0, 0, 7, 12, 2, 16, 5
INVAR-1, Run: 005, P, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 006, P, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 007, P, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 008, P, 1, 0, 0, 7, 12, 2, 16, 5
INVAR-1, Run: 009, P, 1, 0, 0, 7, 12, 2, 11, 10
INVAR-1, Run: 010, P, 1, 0, 0, 7, 12, 2, 17, 4
INVAR-1, Run: 011, P, 0, 0, 2, 8, 12, 0, 5, 15
INVAR-1, Run: 012, P, 1, 0, 0, 7, 12, 2, 20, 1
INVAR-1, Run: 013, P, 0, 0, 2, 7, 11, 3, 2, 19
INVAR-1, Run: 014, P, 1, 0, 0, 7, 12, 2, 18, 3
INVAR-1, Run: 015, P, 1, 0, 0, 7, 12, 2, 17, 4
INVAR-1, Run: 016, P, 0, 0, 2, 7, 11, 3, 4, 17
INVAR-1, Run: 017, P, 1, 0, 0, 7, 12, 2, 19, 2
INVAR-1, Run: 018, P, 0, 0, 2, 8, 12, 0, 2, 18
INVAR-1, Run: 019, P, 0, 0, 2, 8, 12, 0, 1, 19
INVAR-1, Run: 020, P, 1, 0, 0, 7, 12, 2, 17, 4
INVAR-1, Run: 021, P, 1, 0, 0, 7, 12, 2, 15, 6
INVAR-1, Run: 022, P, 1, 0, 0, 7, 12, 2, 15, 6
INVAR-1, Run: 023, P, 0, 0, 2, 8, 12, 0, 3, 17
INVAR-1, Run: 024, P, 0, 0, 2, 8, 12, 0, 5, 15
INVAR-1, Run: 025, P, 0, 0, 2, 8, 12, 0, 4, 16
INVAR-1, Run: 026, P, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 027, P, 1, 0, 0, 7, 12, 2, 18, 3
INVAR-1, Run: 028, P, 1, 0, 0, 6, 11, 5, 5, 17
INVAR-1, Run: 029, P, 0, 0, 2, 8, 12, 0, 9, 11
INVAR-1, Run: 030, P, 1, 0, 0, 6, 11, 5, 19, 3
INVAR-1, Run: 031, P, 0, 0, 2, 7, 11, 3, 4, 17
INVAR-1, Run: 032, P, 0, 0, 2, 8, 12, 0, 12, 8
INVAR-1, Run: 033, P, 0, 0, 2, 8, 12, 0, 2, 18
INVAR-1, Run: 034, P, 1, 0, 0, 7, 12, 2, 21, 0
INVAR-1, Run: 035, P, 1, 0, 0, 7, 12, 2, 18, 3
INVAR-1, Run: 036, P, 1, 0, 0, 7, 12, 2, 20, 1
