Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, P, 72, 0, 0, 30, 82, 16, 34
INVAR-1, Run: 002, P, 76, 0, 0, 43, 90, 29, 38
INVAR-1, Run: 003, P, 59, 0, 0, 27, 56, 13, 21
INVAR-1, Run: 004, P, 54, 0, 0, 16, 46, 2, 16
INVAR-1, Run: 005, P, 61, 0, 0, 31, 60, 17, 23
INVAR-1, Run: 006, P, 80, 0, 0, 39, 98, 25, 42
INVAR-1, Run: 007, P, 47, 0, 0, 15, 32, 1, 9
INVAR-1, Run: 008, P, 63, 0, 0, 23, 64, 9, 25
INVAR-1, Run: 009, P, 105, 0, 0, 71, 148, 57, 67
INVAR-1, Run: 010, P, 69, 0, 0, 26, 76, 12, 31
INVAR-1, Run: 011, P, 67, 0, 0, 34, 72, 20, 29
INVAR-1, Run: 012, P, 50, 0, 0, 19, 38, 5, 12
INVAR-1, Run: 013, P, 100, 0, 0, 54, 138, 40, 62
INVAR-1, Run: 014, P, 52, 0, 0, 19, 42, 5, 14
INVAR-1, Run: 015, P, 57, 0, 0, 17, 52, 3, 19
INVAR-1, Run: 016, P, 77, 0, 0, 47, 92, 33, 39
INVAR-1, Run: 017, P, 57, 0, 0, 17, 52, 3, 19
INVAR-1, Run: 018, P, 121, 0, 0, 64, 180, 50, 83
INVAR-1, Run: 019, P, 51, 0, 0, 20, 40, 6, 13
INVAR-1, Run: 020, P, 61, 0, 0, 23, 60, 9, 23
INVAR-1, Run: 021, P, 0, 133, 0, 125, 71, 244, 95
INVAR-1, Run: 022, P, 65, 0, 0, 28, 68, 14, 27
INVAR-1, Run: 023, P, 75, 0, 0, 27, 88, 13, 37
INVAR-1, Run: 024, P, 47, 0, 0, 17, 32, 3, 9
INVAR-1, Run: 025, P, 128, 0, 0, 82, 194, 68, 90
INVAR-1, Run: 026, P, 96, 0, 0, 43, 130, 29, 58
INVAR-1, Run: 027, P, 84, 0, 0, 40, 106, 26, 46
INVAR-1, Run: 028, P, 126, 0, 0, 74, 190, 60, 88
INVAR-1, Run: 029, P, 48, 0, 0, 17, 34, 3, 10
INVAR-1, Run: 030, P, 54, 0, 0, 20, 46, 6, 16
INVAR-1, Run: 031, P, 61, 0, 0, 33, 60, 19, 23
INVAR-1, Run: 032, P, 55, 0, 0, 18, 48, 4, 17
INVAR-1, Run: 033, P, 59, 0, 0, 21, 56, 7, 21
INVAR-1, Run: 034, P, 51, 0, 0, 19, 40, 5, 13
INVAR-1, Run: 035, P, 44, 0, 0, 17, 26, 3, 6
INVAR-1, Run: 036, P, 81, 0, 0, 35, 100, 21, 43
INVAR-1, Run: 037, P, 64, 0, 0, 28, 66, 14, 26
INVAR-1, Run: 038, P, 53, 0, 0, 26, 44, 12, 15
INVAR-1, Run: 039, P, 55, 0, 0, 18, 48, 4, 17
INVAR-1, Run: 040, P, 44, 0, 0, 14, 26, 0, 6
INVAR-1, Run: 041, P, 58, 0, 0, 24, 54, 10, 20
INVAR-1, Run: 042, P, 56, 0, 0, 22, 50, 8, 18
INVAR-1, Run: 043, P, 62, 0, 0, 26, 62, 12, 24
INVAR-1, Run: 044, P, 79, 0, 0, 36, 96, 22, 41
INVAR-1, Run: 045, P, 55, 0, 0, 22, 48, 8, 17
INVAR-1, Run: 046, P, 79, 0, 0, 39, 96, 25, 41
INVAR-1, Run: 047, P, 53, 0, 0, 16, 44, 2, 15
INVAR-1, Run: 048, P, 59, 0, 0, 19, 56, 5, 21
INVAR-1, Run: 049, P, 62, 0, 0, 23, 62, 9, 24
INVAR-1, Run: 050, P, 77, 0, 0, 26, 92, 12, 39
INVAR-1, Run: 051, P, 71, 0, 0, 34, 80, 20, 33
INVAR-1, Run: 052, P, 55, 0, 0, 23, 48, 9, 17
INVAR-1, Run: 053, P, 86, 0, 0, 36, 110, 22, 48
INVAR-1, Run: 054, P, 51, 0, 0, 17, 40, 3, 13
INVAR-1, Run: 055, P, 51, 0, 0, 18, 40, 4, 13
INVAR-1, Run: 056, P, 50, 0, 0, 21, 38, 7, 12
INVAR-1, Run: 057, P, 55, 0, 0, 20, 48, 6, 17
INVAR-1, Run: 058, P, 55, 0, 0, 17, 48, 3, 17
INVAR-1, Run: 059, P, 51, 0, 0, 18, 40, 4, 13
INVAR-1, Run: 060, P, 49, 0, 0, 15, 36, 1, 11
INVAR-1, Run: 061, P, 54, 0, 0, 21, 46, 7, 16
INVAR-1, Run: 062, P, 58, 0, 0, 17, 54, 3, 20
