Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
A12,INVAR-1,100,0,0,0,0,0
A12,INVAR-2,100,0,0,0,0,0
A13,INVAR-1,100,0,0,0,0,0
A13,INVAR-2,100,0,0,0,0,0
A14,INVAR-1,100,0,0,0,0,0
A14,INVAR-2,100,0,0,0,0,0
A15,INVAR-1,100,0,0,0,0,0
A15,INVAR-2,100,0,0,0,0,0
A16,INVAR-1,100,0,0,0,0,0
A16,INVAR-2,100,0,0,0,0,0
A17,INVAR-1,100,0,0,0,0,0
A17,INVAR-2,100,0,0,0,0,0
A18,INVAR-1,100,0,0,0,0,0
A18,INVAR-2,100,0,0,0,0,0
A19,INVAR-1,100,0,0,0,0,0
A19,INVAR-2,100,0,0,0,0,0
A20,INVAR-1,100,0,0,0,0,0
A20,INVAR-2,100,0,0,0,0,0
A21,INVAR-1,100,0,0,0,0,0
A21,INVAR-2,100,0,0,0,0,0
A22,INVAR-1,100,0,0,0,0,0
A22,INVAR-2,100,0,0,0,0,0
A23,INVAR-1,100,0,0,0,0,0
A23,INVAR-2,100,0,0,0,0,0
