Input Number, Run_Number, Result@ 100, X, XP, Z, Y, YP, Reaction1, Reaction2, Reaction3
INVAR-17, Run: 055, P, 0, 81, 6578, 65, 0, 81, 6497, 0
INVAR-17, Run: 056, P, 0, 81, 6542, 65, 0, 81, 6461, 0
INVAR-17, Run: 057, P, 0, 81, 6498, 65, 0, 81, 6417, 0
INVAR-17, Run: 058, P, 0, 81, 6575, 65, 0, 81, 6494, 0
INVAR-17, Run: 059, P, 0, 81, 6557, 65, 0, 81, 6476, 0
INVAR-17, Run: 060, P, 0, 81, 6529, 65, 0, 81, 6448, 0
INVAR-17, Run: 061, P, 0, 81, 6691, 65, 0, 81, 6610, 0
INVAR-17, Run: 062, P, 0, 81, 6736, 65, 0, 81, 6655, 0
INVAR-17, Run: 063, P, 0, 81, 6591, 65, 0, 81, 6510, 0
INVAR-17, Run: 064, P, 0, 81, 6687, 65, 0, 81, 6606, 0
INVAR-17, Run: 065, P, 0, 81, 6518, 65, 0, 81, 6437, 0
INVAR-17, Run: 066, P, 0, 81, 6621, 65, 0, 81, 6540, 0
INVAR-17, Run: 067, P, 0, 81, 6610, 65, 0, 81, 6529, 0
INVAR-17, Run: 068, P, 0, 81, 6552, 65, 0, 81, 6471, 0
INVAR-17, Run: 069, P, 0, 81, 6573, 65, 0, 81, 6492, 0
INVAR-17, Run: 070, P, 0, 81, 6654, 65, 0, 81, 6573, 0
INVAR-17, Run: 071, P, 0, 81, 6446, 65, 0, 81, 6365, 0
INVAR-17, Run: 072, P, 0, 81, 6541, 65, 0, 81, 6460, 0
INVAR-17, Run: 073, P, 0, 81, 6520, 65, 0, 81, 6439, 0
INVAR-17, Run: 074, P, 0, 81, 6701, 65, 0, 81, 6620, 0
INVAR-17, Run: 075, P, 0, 81, 6718, 65, 0, 81, 6637, 0
INVAR-17, Run: 076, P, 0, 81, 6679, 65, 0, 81, 6598, 0
INVAR-17, Run: 077, P, 0, 81, 6362, 65, 0, 81, 6281, 0
INVAR-17, Run: 078, P, 0, 81, 6616, 65, 0, 81, 6535, 0
INVAR-17, Run: 079, P, 0, 81, 6671, 65, 0, 81, 6590, 0
INVAR-17, Run: 080, P, 0, 81, 6563, 65, 0, 81, 6482, 0
INVAR-17, Run: 081, P, 0, 81, 6528, 65, 0, 81, 6447, 0
INVAR-17, Run: 082, P, 0, 81, 6681, 65, 0, 81, 6600, 0
INVAR-17, Run: 083, P, 0, 81, 6534, 65, 0, 81, 6453, 0
INVAR-17, Run: 084, P, 0, 81, 6616, 65, 0, 81, 6535, 0
INVAR-17, Run: 085, P, 0, 81, 6616, 65, 0, 81, 6535, 0
INVAR-17, Run: 086, P, 0, 81, 6497, 65, 0, 81, 6416, 0
INVAR-17, Run: 087, P, 0, 81, 6571, 65, 0, 81, 6490, 0
INVAR-17, Run: 088, P, 0, 81, 6585, 65, 0, 81, 6504, 0
INVAR-17, Run: 089, P, 0, 81, 6584, 65, 0, 81, 6503, 0
INVAR-17, Run: 090, P, 0, 81, 6587, 65, 0, 81, 6506, 0
INVAR-17, Run: 091, P, 0, 81, 6570, 65, 0, 81, 6489, 0
INVAR-17, Run: 092, P, 0, 81, 6454, 65, 0, 81, 6373, 0
INVAR-17, Run: 093, P, 0, 81, 6556, 65, 0, 81, 6475, 0
INVAR-17, Run: 094, P, 0, 81, 6606, 65, 0, 81, 6525, 0
INVAR-17, Run: 095, P, 0, 81, 6680, 65, 0, 81, 6599, 0
INVAR-17, Run: 096, P, 0, 81, 6512, 65, 0, 81, 6431, 0
INVAR-17, Run: 097, P, 0, 81, 6507, 65, 0, 81, 6426, 0
INVAR-17, Run: 098, P, 0, 81, 6460, 65, 0, 81, 6379, 0
INVAR-17, Run: 099, P, 0, 81, 6584, 65, 0, 81, 6503, 0
INVAR-17, Run: 100, P, 0, 81, 6659, 65, 0, 81, 6578, 0
INVAR-18, Run: 001, P, 0, 165, 16678, 165, 0, 165, 16513, 0
INVAR-18, Run: 002, P, 0, 165, 16645, 165, 0, 165, 16480, 0
INVAR-18, Run: 003, P, 0, 165, 16591, 165, 0, 165, 16426, 0
INVAR-18, Run: 004, P, 0, 165, 16624, 165, 0, 165, 16459, 0
INVAR-18, Run: 005, P, 0, 165, 16811, 165, 0, 165, 16646, 0
INVAR-18, Run: 006, P, 0, 165, 16662, 165, 0, 165, 16497, 0
INVAR-18, Run: 007, P, 0, 165, 16581, 165, 0, 165, 16416, 0
INVAR-18, Run: 008, P, 0, 165, 16595, 165, 0, 165, 16430, 0
INVAR-18, Run: 009, P, 0, 165, 16810, 165, 0, 165, 16645, 0
INVAR-18, Run: 010, P, 0, 165, 16610, 165, 0, 165, 16445, 0
INVAR-18, Run: 011, P, 0, 165, 16775, 165, 0, 165, 16610, 0
INVAR-18, Run: 012, P, 0, 165, 16769, 165, 0, 165, 16604, 0
INVAR-18, Run: 013, P, 0, 165, 16581, 165, 0, 165, 16416, 0
INVAR-18, Run: 014, P, 0, 165, 16726, 165, 0, 165, 16561, 0
INVAR-18, Run: 015, P, 0, 165, 16499, 165, 0, 165, 16334, 0
INVAR-18, Run: 016, P, 0, 165, 16841, 165, 0, 165, 16676, 0
INVAR-18, Run: 017, P, 0, 165, 16677, 165, 0, 165, 16512, 0
INVAR-18, Run: 018, P, 0, 165, 16988, 165, 0, 165, 16823, 0
INVAR-18, Run: 019, P, 0, 165, 16604, 165, 0, 165, 16439, 0
INVAR-18, Run: 020, P, 0, 165, 16654, 165, 0, 165, 16489, 0
INVAR-18, Run: 021, P, 0, 165, 16609, 165, 0, 165, 16444, 0
INVAR-18, Run: 022, P, 0, 165, 16820, 165, 0, 165, 16655, 0
INVAR-18, Run: 023, P, 0, 165, 16809, 165, 0, 165, 16644, 0
INVAR-18, Run: 024, P, 0, 165, 16606, 165, 0, 165, 16441, 0
INVAR-18, Run: 025, P, 0, 165, 16553, 165, 0, 165, 16388, 0
INVAR-18, Run: 026, P, 0, 165, 16523, 165, 0, 165, 16358, 0
INVAR-18, Run: 027, P, 0, 165, 16599, 165, 0, 165, 16434, 0
INVAR-18, Run: 028, P, 0, 165, 16589, 165, 0, 165, 16424, 0
INVAR-18, Run: 029, P, 0, 165, 16651, 165, 0, 165, 16486, 0
INVAR-18, Run: 030, P, 0, 165, 16648, 165, 0, 165, 16483, 0
INVAR-18, Run: 031, P, 0, 165, 16657, 165, 0, 165, 16492, 0
INVAR-18, Run: 032, P, 0, 165, 16800, 165, 0, 165, 16635, 0
INVAR-18, Run: 033, P, 0, 165, 16695, 165, 0, 165, 16530, 0
INVAR-18, Run: 034, P, 0, 165, 16763, 165, 0, 165, 16598, 0
INVAR-18, Run: 035, P, 0, 165, 16675, 165, 0, 165, 16510, 0
INVAR-18, Run: 036, P, 0, 165, 16658, 165, 0, 165, 16493, 0
INVAR-18, Run: 037, P, 0, 165, 16713, 165, 0, 165, 16548, 0
INVAR-18, Run: 038, P, 0, 165, 16773, 165, 0, 165, 16608, 0
INVAR-18, Run: 039, P, 0, 165, 16690, 165, 0, 165, 16525, 0
INVAR-18, Run: 040, P, 0, 165, 16776, 165, 0, 165, 16611, 0
INVAR-18, Run: 041, P, 0, 165, 16676, 165, 0, 165, 16511, 0
INVAR-18, Run: 042, P, 0, 165, 16449, 165, 0, 165, 16284, 0
INVAR-18, Run: 043, P, 0, 165, 16862, 165, 0, 165, 16697, 0
INVAR-18, Run: 044, P, 0, 165, 16761, 165, 0, 165, 16596, 0
INVAR-18, Run: 045, P, 0, 165, 16573, 165, 0, 165, 16408, 0
INVAR-18, Run: 046, P, 0, 165, 16718, 165, 0, 165, 16553, 0
INVAR-18, Run: 047, P, 0, 165, 16630, 165, 0, 165, 16465, 0
INVAR-18, Run: 048, P, 0, 165, 16379, 165, 0, 165, 16214, 0
INVAR-18, Run: 049, P, 0, 165, 16792, 165, 0, 165, 16627, 0
INVAR-18, Run: 050, P, 0, 165, 16643, 165, 0, 165, 16478, 0
INVAR-18, Run: 051, P, 0, 165, 16681, 165, 0, 165, 16516, 0
INVAR-18, Run: 052, P, 0, 165, 16757, 165, 0, 165, 16592, 0
INVAR-18, Run: 053, P, 0, 165, 16486, 165, 0, 165, 16321, 0
INVAR-18, Run: 054, P, 0, 165, 16516, 165, 0, 165, 16351, 0
INVAR-18, Run: 055, P, 0, 165, 16682, 165, 0, 165, 16517, 0
INVAR-18, Run: 056, P, 0, 165, 16436, 165, 0, 165, 16271, 0
INVAR-18, Run: 057, P, 0, 165, 16687, 165, 0, 165, 16522, 0
INVAR-18, Run: 058, P, 0, 165, 16866, 165, 0, 165, 16701, 0
INVAR-18, Run: 059, P, 0, 165, 16494, 165, 0, 165, 16329, 0
INVAR-18, Run: 060, P, 0, 165, 16504, 165, 0, 165, 16339, 0
INVAR-18, Run: 061, P, 0, 165, 16901, 165, 0, 165, 16736, 0
INVAR-18, Run: 062, P, 0, 165, 16678, 165, 0, 165, 16513, 0
INVAR-18, Run: 063, P, 0, 165, 16633, 165, 0, 165, 16468, 0
INVAR-18, Run: 064, P, 0, 165, 16554, 165, 0, 165, 16389, 0
INVAR-18, Run: 065, P, 0, 165, 16800, 165, 0, 165, 16635, 0
INVAR-18, Run: 066, P, 0, 165, 16780, 165, 0, 165, 16615, 0
INVAR-18, Run: 067, P, 0, 165, 16559, 165, 0, 165, 16394, 0
INVAR-18, Run: 068, P, 0, 165, 16571, 165, 0, 165, 16406, 0
INVAR-18, Run: 069, P, 0, 165, 16775, 165, 0, 165, 16610, 0
INVAR-18, Run: 070, P, 0, 165, 16679, 165, 0, 165, 16514, 0
INVAR-18, Run: 071, P, 0, 165, 16829, 165, 0, 165, 16664, 0
INVAR-18, Run: 072, P, 0, 165, 16779, 165, 0, 165, 16614, 0
INVAR-18, Run: 073, P, 0, 165, 16502, 165, 0, 165, 16337, 0
INVAR-18, Run: 074, P, 0, 165, 16672, 165, 0, 165, 16507, 0
INVAR-18, Run: 075, P, 0, 165, 16706, 165, 0, 165, 16541, 0
INVAR-18, Run: 076, P, 0, 165, 16645, 165, 0, 165, 16480, 0
INVAR-18, Run: 077, P, 0, 165, 16790, 165, 0, 165, 16625, 0
INVAR-18, Run: 078, P, 0, 165, 16453, 165, 0, 165, 16288, 0
INVAR-18, Run: 079, P, 0, 165, 16708, 165, 0, 165, 16543, 0
INVAR-18, Run: 080, P, 0, 165, 16863, 165, 0, 165, 16698, 0
INVAR-18, Run: 081, P, 0, 165, 16542, 165, 0, 165, 16377, 0
INVAR-18, Run: 082, P, 0, 165, 16506, 165, 0, 165, 16341, 0
INVAR-18, Run: 083, P, 0, 165, 16618, 165, 0, 165, 16453, 0
INVAR-18, Run: 084, P, 0, 165, 16604, 165, 0, 165, 16439, 0
INVAR-18, Run: 085, P, 0, 165, 16507, 165, 0, 165, 16342, 0
INVAR-18, Run: 086, P, 0, 165, 16734, 165, 0, 165, 16569, 0
INVAR-18, Run: 087, P, 0, 165, 16611, 165, 0, 165, 16446, 0
INVAR-18, Run: 088, P, 0, 165, 16594, 165, 0, 165, 16429, 0
INVAR-18, Run: 089, P, 0, 165, 16596, 165, 0, 165, 16431, 0
INVAR-18, Run: 090, P, 0, 165, 16696, 165, 0, 165, 16531, 0
INVAR-18, Run: 091, P, 0, 165, 16572, 165, 0, 165, 16407, 0
INVAR-18, Run: 092, P, 0, 165, 16434, 165, 0, 165, 16269, 0
INVAR-18, Run: 093, P, 0, 165, 16659, 165, 0, 165, 16494, 0
INVAR-18, Run: 094, P, 0, 165, 16561, 165, 0, 165, 16396, 0
INVAR-18, Run: 095, P, 0, 165, 16691, 165, 0, 165, 16526, 0
INVAR-18, Run: 096, P, 0, 165, 16704, 165, 0, 165, 16539, 0
INVAR-18, Run: 097, P, 0, 165, 16626, 165, 0, 165, 16461, 0
INVAR-18, Run: 098, P, 0, 165, 16494, 165, 0, 165, 16329, 0
INVAR-18, Run: 099, P, 0, 165, 16545, 165, 0, 165, 16380, 0
INVAR-18, Run: 100, P, 0, 165, 16827, 165, 0, 165, 16662, 0
INVAR-19, Run: 001, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 002, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 003, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 004, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 005, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 006, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 007, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 008, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 009, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 010, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 011, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 012, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 013, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 014, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 015, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 016, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 017, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 018, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 019, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 020, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 021, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 022, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 023, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 024, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 025, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 026, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 027, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 028, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 029, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 030, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 031, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 032, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 033, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 034, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 035, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 036, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 037, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 038, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 039, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 040, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 041, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 042, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 043, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 044, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 045, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 046, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 047, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 048, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 049, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 050, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 051, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 052, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 053, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 054, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 055, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 056, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 057, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 058, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 059, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 060, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 061, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 062, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 063, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 064, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 065, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 066, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 067, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 068, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 069, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 070, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 071, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 072, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 073, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 074, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 075, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 076, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 077, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 078, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 079, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 080, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 081, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 082, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 083, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 084, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 085, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 086, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 087, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 088, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 089, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 090, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 091, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 092, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 093, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 094, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 095, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 096, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 097, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 098, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 099, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 100, P, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-2, Run: 001, P, 0, 60, 6803, 68, 0, 60, 6743, 0
INVAR-2, Run: 002, P, 0, 60, 6836, 68, 0, 60, 6776, 0
INVAR-2, Run: 003, P, 0, 60, 6907, 68, 0, 60, 6847, 0
INVAR-2, Run: 004, P, 0, 60, 6743, 68, 0, 60, 6683, 0
INVAR-2, Run: 005, P, 0, 60, 6967, 68, 0, 60, 6907, 0
INVAR-2, Run: 006, P, 0, 60, 6845, 68, 0, 60, 6785, 0
INVAR-2, Run: 007, P, 0, 60, 6939, 68, 0, 60, 6879, 0
INVAR-2, Run: 008, P, 0, 60, 6790, 68, 0, 60, 6730, 0
INVAR-2, Run: 009, P, 0, 60, 6964, 68, 0, 60, 6904, 0
INVAR-2, Run: 010, P, 0, 60, 6785, 68, 0, 60, 6725, 0
INVAR-2, Run: 011, P, 0, 60, 6841, 68, 0, 60, 6781, 0
INVAR-2, Run: 012, P, 0, 60, 6845, 68, 0, 60, 6785, 0
INVAR-2, Run: 013, P, 0, 60, 6824, 68, 0, 60, 6764, 0
INVAR-2, Run: 014, P, 0, 60, 6890, 68, 0, 60, 6830, 0
INVAR-2, Run: 015, P, 0, 60, 6926, 68, 0, 60, 6866, 0
INVAR-2, Run: 016, P, 0, 60, 6831, 68, 0, 60, 6771, 0
INVAR-2, Run: 017, P, 0, 60, 6836, 68, 0, 60, 6776, 0
INVAR-2, Run: 018, P, 0, 60, 6729, 68, 0, 60, 6669, 0
INVAR-2, Run: 019, P, 0, 60, 6832, 68, 0, 60, 6772, 0
INVAR-2, Run: 020, P, 0, 60, 6830, 68, 0, 60, 6770, 0
INVAR-2, Run: 021, P, 0, 60, 6846, 68, 0, 60, 6786, 0
INVAR-2, Run: 022, P, 0, 60, 6889, 68, 0, 60, 6829, 0
INVAR-2, Run: 023, P, 0, 60, 6793, 68, 0, 60, 6733, 0
INVAR-2, Run: 024, P, 0, 60, 6841, 68, 0, 60, 6781, 0
INVAR-2, Run: 025, P, 0, 60, 6799, 68, 0, 60, 6739, 0
INVAR-2, Run: 026, P, 0, 60, 6794, 68, 0, 60, 6734, 0
INVAR-2, Run: 027, P, 0, 60, 6792, 68, 0, 60, 6732, 0
INVAR-2, Run: 028, P, 0, 60, 6872, 68, 0, 60, 6812, 0
INVAR-2, Run: 029, P, 0, 60, 6938, 68, 0, 60, 6878, 0
INVAR-2, Run: 030, P, 0, 60, 6750, 68, 0, 60, 6690, 0
INVAR-2, Run: 031, P, 0, 60, 6923, 68, 0, 60, 6863, 0
INVAR-2, Run: 032, P, 0, 60, 6883, 68, 0, 60, 6823, 0
INVAR-2, Run: 033, P, 0, 60, 6954, 68, 0, 60, 6894, 0
INVAR-2, Run: 034, P, 0, 60, 7057, 68, 0, 60, 6997, 0
INVAR-2, Run: 035, P, 0, 60, 6861, 68, 0, 60, 6801, 0
INVAR-2, Run: 036, P, 0, 60, 6919, 68, 0, 60, 6859, 0
INVAR-2, Run: 037, P, 0, 60, 6704, 68, 0, 60, 6644, 0
INVAR-2, Run: 038, P, 0, 60, 6680, 68, 0, 60, 6620, 0
INVAR-2, Run: 039, P, 0, 60, 6782, 68, 0, 60, 6722, 0
INVAR-2, Run: 040, P, 0, 60, 6913, 68, 0, 60, 6853, 0
INVAR-2, Run: 041, P, 0, 60, 6935, 68, 0, 60, 6875, 0
INVAR-2, Run: 042, P, 0, 60, 6876, 68, 0, 60, 6816, 0
INVAR-2, Run: 043, P, 0, 60, 6770, 68, 0, 60, 6710, 0
INVAR-2, Run: 044, P, 0, 60, 6730, 68, 0, 60, 6670, 0
INVAR-2, Run: 045, P, 0, 60, 6888, 68, 0, 60, 6828, 0
INVAR-2, Run: 046, P, 0, 60, 6903, 68, 0, 60, 6843, 0
INVAR-2, Run: 047, P, 0, 60, 6815, 68, 0, 60, 6755, 0
INVAR-2, Run: 048, P, 0, 60, 6883, 68, 0, 60, 6823, 0
INVAR-2, Run: 049, P, 0, 60, 6797, 68, 0, 60, 6737, 0
INVAR-2, Run: 050, P, 0, 60, 6866, 68, 0, 60, 6806, 0
INVAR-2, Run: 051, P, 0, 60, 6899, 68, 0, 60, 6839, 0
INVAR-2, Run: 052, P, 0, 60, 6869, 68, 0, 60, 6809, 0
INVAR-2, Run: 053, P, 0, 60, 6934, 68, 0, 60, 6874, 0
INVAR-2, Run: 054, P, 0, 60, 6833, 68, 0, 60, 6773, 0
INVAR-2, Run: 055, P, 0, 60, 6859, 68, 0, 60, 6799, 0
INVAR-2, Run: 056, P, 0, 60, 6741, 68, 0, 60, 6681, 0
INVAR-2, Run: 057, P, 0, 60, 6941, 68, 0, 60, 6881, 0
INVAR-2, Run: 058, P, 0, 60, 6774, 68, 0, 60, 6714, 0
INVAR-2, Run: 059, P, 0, 60, 6954, 68, 0, 60, 6894, 0
INVAR-2, Run: 060, P, 0, 60, 6749, 68, 0, 60, 6689, 0
INVAR-2, Run: 061, P, 0, 60, 6859, 68, 0, 60, 6799, 0
INVAR-2, Run: 062, P, 0, 60, 6818, 68, 0, 60, 6758, 0
INVAR-2, Run: 063, P, 0, 60, 6934, 68, 0, 60, 6874, 0
INVAR-2, Run: 064, P, 0, 60, 6922, 68, 0, 60, 6862, 0
INVAR-2, Run: 065, P, 0, 60, 6830, 68, 0, 60, 6770, 0
INVAR-2, Run: 066, P, 0, 60, 6877, 68, 0, 60, 6817, 0
INVAR-2, Run: 067, P, 0, 60, 6860, 68, 0, 60, 6800, 0
INVAR-2, Run: 068, P, 0, 60, 6892, 68, 0, 60, 6832, 0
INVAR-2, Run: 069, P, 0, 60, 6795, 68, 0, 60, 6735, 0
INVAR-2, Run: 070, P, 0, 60, 6802, 68, 0, 60, 6742, 0
INVAR-2, Run: 071, P, 0, 60, 7003, 68, 0, 60, 6943, 0
INVAR-2, Run: 072, P, 0, 60, 6746, 68, 0, 60, 6686, 0
INVAR-2, Run: 073, P, 0, 60, 6957, 68, 0, 60, 6897, 0
INVAR-2, Run: 074, P, 0, 60, 6813, 68, 0, 60, 6753, 0
INVAR-2, Run: 075, P, 0, 60, 7002, 68, 0, 60, 6942, 0
INVAR-2, Run: 076, P, 0, 60, 6866, 68, 0, 60, 6806, 0
INVAR-2, Run: 077, P, 0, 60, 6712, 68, 0, 60, 6652, 0
INVAR-2, Run: 078, P, 0, 60, 6872, 68, 0, 60, 6812, 0
INVAR-2, Run: 079, P, 0, 60, 6901, 68, 0, 60, 6841, 0
INVAR-2, Run: 080, P, 0, 60, 6956, 68, 0, 60, 6896, 0
INVAR-2, Run: 081, P, 0, 60, 6886, 68, 0, 60, 6826, 0
INVAR-2, Run: 082, P, 0, 60, 6976, 68, 0, 60, 6916, 0
INVAR-2, Run: 083, P, 0, 60, 6841, 68, 0, 60, 6781, 0
INVAR-2, Run: 084, P, 0, 60, 6913, 68, 0, 60, 6853, 0
INVAR-2, Run: 085, P, 0, 60, 6964, 68, 0, 60, 6904, 0
INVAR-2, Run: 086, P, 0, 60, 6826, 68, 0, 60, 6766, 0
INVAR-2, Run: 087, P, 0, 60, 6954, 68, 0, 60, 6894, 0
INVAR-2, Run: 088, P, 0, 60, 6814, 68, 0, 60, 6754, 0
INVAR-2, Run: 089, P, 0, 60, 6956, 68, 0, 60, 6896, 0
INVAR-2, Run: 090, P, 0, 60, 6791, 68, 0, 60, 6731, 0
INVAR-2, Run: 091, P, 0, 60, 6839, 68, 0, 60, 6779, 0
INVAR-2, Run: 092, P, 0, 60, 6725, 68, 0, 60, 6665, 0
INVAR-2, Run: 093, P, 0, 60, 6976, 68, 0, 60, 6916, 0
INVAR-2, Run: 094, P, 0, 60, 6904, 68, 0, 60, 6844, 0
INVAR-2, Run: 095, P, 0, 60, 6834, 68, 0, 60, 6774, 0
INVAR-2, Run: 096, P, 0, 60, 6834, 68, 0, 60, 6774, 0
INVAR-2, Run: 097, P, 0, 60, 6802, 68, 0, 60, 6742, 0
INVAR-2, Run: 098, P, 0, 60, 6883, 68, 0, 60, 6823, 0
INVAR-2, Run: 099, P, 0, 60, 6942, 68, 0, 60, 6882, 0
