Input Number, Run_Number, Result@ 100, YP, X, Z, XP, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-1, Run: 001, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 002, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 003, F, 0, 0, 57, 8, 0, 11, 35, 38, 27
INVAR-1, Run: 004, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 005, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 006, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 007, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 008, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 009, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 010, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 011, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 012, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 013, F, 0, 0, 54, 6, 0, 10, 34, 38, 28
INVAR-1, Run: 014, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 015, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 016, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 017, F, 0, 0, 63, 12, 0, 13, 37, 38, 25
INVAR-1, Run: 018, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 019, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 020, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 021, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 022, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 023, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 024, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 025, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 026, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 027, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 028, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 029, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 030, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 031, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 032, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 033, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 034, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 035, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 036, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 037, F, 0, 0, 57, 8, 0, 11, 35, 38, 27
INVAR-1, Run: 038, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 039, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 040, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 041, F, 0, 0, 54, 6, 0, 10, 34, 38, 28
INVAR-1, Run: 042, F, 0, 0, 60, 10, 0, 12, 36, 38, 26
INVAR-1, Run: 043, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 044, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 045, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 046, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 047, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 048, F, 0, 0, 54, 6, 0, 10, 34, 38, 28
INVAR-1, Run: 049, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 050, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 051, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 052, F, 0, 0, 54, 6, 0, 10, 34, 38, 28
INVAR-1, Run: 053, F, 0, 0, 54, 6, 0, 10, 34, 38, 28
INVAR-1, Run: 054, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 055, F, 0, 0, 57, 8, 0, 11, 35, 38, 27
INVAR-1, Run: 056, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 057, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 058, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 059, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 060, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 061, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 062, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 063, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 064, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 065, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 066, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 067, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 068, F, 0, 0, 57, 8, 0, 11, 35, 38, 27
INVAR-1, Run: 069, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 070, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 071, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 072, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 073, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 074, F, 0, 0, 54, 6, 0, 10, 34, 38, 28
INVAR-1, Run: 075, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 076, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 077, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 078, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 079, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 080, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 081, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 082, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 083, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 084, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 085, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 086, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 087, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 088, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 089, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 090, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 091, F, 0, 0, 45, 0, 0, 7, 31, 38, 31
INVAR-1, Run: 092, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 093, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 094, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 095, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 096, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 097, F, 0, 0, 51, 4, 0, 9, 33, 38, 29
INVAR-1, Run: 098, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 099, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-1, Run: 100, F, 0, 0, 48, 2, 0, 8, 32, 38, 30
INVAR-10, Run: 001, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 002, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 003, F, 0, 0, 69, 10, 0, 9, 51, 50, 41
INVAR-10, Run: 004, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 005, F, 0, 0, 66, 8, 0, 8, 50, 50, 42
INVAR-10, Run: 006, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 007, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 008, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 009, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 010, F, 0, 0, 66, 8, 0, 8, 50, 50, 42
INVAR-10, Run: 011, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 012, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 013, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 014, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 015, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 016, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 017, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 018, F, 0, 0, 72, 12, 0, 10, 52, 50, 40
INVAR-10, Run: 019, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 020, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 021, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 022, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 023, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 024, F, 0, 0, 66, 8, 0, 8, 50, 50, 42
INVAR-10, Run: 025, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 026, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 027, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 028, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 029, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 030, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 031, F, 0, 0, 66, 8, 0, 8, 50, 50, 42
INVAR-10, Run: 032, F, 0, 0, 66, 8, 0, 8, 50, 50, 42
INVAR-10, Run: 033, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 034, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 035, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 036, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 037, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 038, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 039, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 040, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 041, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 042, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 043, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 044, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 045, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 046, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 047, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 048, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 049, F, 0, 0, 66, 8, 0, 8, 50, 50, 42
INVAR-10, Run: 050, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 051, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 052, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 053, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 054, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 055, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 056, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 057, F, 0, 0, 72, 12, 0, 10, 52, 50, 40
INVAR-10, Run: 058, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 059, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 060, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 061, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 062, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 063, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 064, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 065, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 066, F, 0, 0, 66, 8, 0, 8, 50, 50, 42
INVAR-10, Run: 067, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 068, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 069, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 070, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 071, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 072, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 073, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 074, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 075, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 076, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 077, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 078, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 079, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 080, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 081, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 082, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 083, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 084, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 085, F, 0, 0, 66, 8, 0, 8, 50, 50, 42
INVAR-10, Run: 086, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 087, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 088, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 089, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 090, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 091, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 092, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 093, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 094, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 095, F, 0, 0, 60, 4, 0, 6, 48, 50, 44
INVAR-10, Run: 096, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-10, Run: 097, F, 0, 0, 63, 6, 0, 7, 49, 50, 43
INVAR-10, Run: 098, F, 0, 0, 54, 0, 0, 4, 46, 50, 46
INVAR-10, Run: 099, F, 0, 0, 72, 12, 0, 10, 52, 50, 40
INVAR-10, Run: 100, F, 0, 0, 57, 2, 0, 5, 47, 50, 45
INVAR-11, Run: 001, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-11, Run: 002, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 003, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 004, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 005, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 006, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 007, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 008, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 009, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 010, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-11, Run: 011, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 012, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 013, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 014, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-11, Run: 015, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 016, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 017, F, 0, 0, 133, 8, 0, 25, 83, 100, 75
INVAR-11, Run: 018, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 019, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 020, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 021, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 022, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-11, Run: 023, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 024, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 025, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 026, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 027, F, 0, 0, 133, 8, 0, 25, 83, 100, 75
INVAR-11, Run: 028, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 029, F, 0, 0, 133, 8, 0, 25, 83, 100, 75
INVAR-11, Run: 030, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 031, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 032, F, 0, 0, 139, 12, 0, 27, 85, 100, 73
INVAR-11, Run: 033, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 034, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 035, F, 0, 0, 139, 12, 0, 27, 85, 100, 73
INVAR-11, Run: 036, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 037, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 038, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 039, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 040, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 041, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 042, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 043, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 044, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 045, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 046, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 047, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 048, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 049, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 050, F, 0, 0, 139, 12, 0, 27, 85, 100, 73
INVAR-11, Run: 051, F, 0, 0, 139, 12, 0, 27, 85, 100, 73
INVAR-11, Run: 052, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 053, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 054, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 055, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 056, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 057, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-11, Run: 058, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 059, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 060, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 061, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 062, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 063, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 064, F, 0, 0, 133, 8, 0, 25, 83, 100, 75
INVAR-11, Run: 065, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 066, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 067, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 068, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 069, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 070, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 071, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 072, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 073, F, 0, 0, 133, 8, 0, 25, 83, 100, 75
INVAR-11, Run: 074, F, 0, 0, 133, 8, 0, 25, 83, 100, 75
INVAR-11, Run: 075, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-11, Run: 076, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 077, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 078, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-11, Run: 079, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 080, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 081, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 082, F, 0, 0, 142, 14, 0, 28, 86, 100, 72
INVAR-11, Run: 083, F, 0, 0, 133, 8, 0, 25, 83, 100, 75
INVAR-11, Run: 084, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 085, F, 0, 0, 130, 6, 0, 24, 82, 100, 76
INVAR-11, Run: 086, F, 0, 0, 139, 12, 0, 27, 85, 100, 73
INVAR-11, Run: 087, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 088, F, 0, 0, 139, 12, 0, 27, 85, 100, 73
INVAR-11, Run: 089, F, 0, 0, 148, 18, 0, 30, 88, 100, 70
INVAR-11, Run: 090, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 091, F, 0, 0, 133, 8, 0, 25, 83, 100, 75
INVAR-11, Run: 092, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 093, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 094, F, 0, 0, 127, 4, 0, 23, 81, 100, 77
INVAR-11, Run: 095, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 096, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-11, Run: 097, F, 0, 0, 121, 0, 0, 21, 79, 100, 79
INVAR-11, Run: 098, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 099, F, 0, 0, 124, 2, 0, 22, 80, 100, 78
INVAR-11, Run: 100, F, 0, 0, 136, 10, 0, 26, 84, 100, 74
INVAR-12, Run: 001, F, 0, 0, 238, 2, 0, 36, 166, 200, 164
INVAR-12, Run: 002, F, 0, 0, 250, 10, 0, 40, 170, 200, 160
INVAR-12, Run: 003, F, 0, 0, 244, 6, 0, 38, 168, 200, 162
INVAR-12, Run: 004, F, 0, 0, 253, 12, 0, 41, 171, 200, 159
INVAR-12, Run: 005, F, 0, 0, 241, 4, 0, 37, 167, 200, 163
INVAR-12, Run: 006, F, 0, 0, 241, 4, 0, 37, 167, 200, 163
INVAR-12, Run: 007, F, 0, 0, 250, 10, 0, 40, 170, 200, 160
INVAR-12, Run: 008, F, 0, 0, 256, 14, 0, 42, 172, 200, 158
INVAR-12, Run: 009, F, 0, 0, 247, 8, 0, 39, 169, 200, 161
INVAR-12, Run: 010, F, 0, 0, 253, 12, 0, 41, 171, 200, 159
INVAR-12, Run: 011, F, 0, 0, 241, 4, 0, 37, 167, 200, 163
INVAR-12, Run: 012, F, 0, 0, 250, 10, 0, 40, 170, 200, 160
INVAR-12, Run: 013, F, 0, 0, 244, 6, 0, 38, 168, 200, 162
INVAR-12, Run: 014, F, 0, 0, 247, 8, 0, 39, 169, 200, 161
INVAR-12, Run: 015, F, 0, 0, 238, 2, 0, 36, 166, 200, 164
INVAR-12, Run: 016, F, 0, 0, 241, 4, 0, 37, 167, 200, 163
INVAR-12, Run: 017, F, 0, 0, 238, 2, 0, 36, 166, 200, 164
INVAR-12, Run: 018, F, 0, 0, 253, 12, 0, 41, 171, 200, 159
INVAR-12, Run: 019, F, 0, 0, 244, 6, 0, 38, 168, 200, 162
INVAR-12, Run: 020, F, 0, 0, 250, 10, 0, 40, 170, 200, 160
INVAR-12, Run: 021, F, 0, 0, 241, 4, 0, 37, 167, 200, 163
INVAR-12, Run: 022, F, 0, 0, 244, 6, 0, 38, 168, 200, 162
INVAR-12, Run: 023, F, 0, 0, 238, 2, 0, 36, 166, 200, 164
INVAR-12, Run: 024, F, 0, 0, 247, 8, 0, 39, 169, 200, 161
INVAR-12, Run: 025, F, 0, 0, 262, 18, 0, 44, 174, 200, 156
INVAR-12, Run: 026, F, 0, 0, 259, 16, 0, 43, 173, 200, 157
INVAR-12, Run: 027, F, 0, 0, 235, 0, 0, 35, 165, 200, 165
INVAR-12, Run: 028, F, 0, 0, 247, 8, 0, 39, 169, 200, 161
INVAR-12, Run: 029, F, 0, 0, 241, 4, 0, 37, 167, 200, 163
INVAR-12, Run: 030, F, 0, 0, 241, 4, 0, 37, 167, 200, 163
INVAR-12, Run: 031, F, 0, 0, 262, 18, 0, 44, 174, 200, 156
