Input Number, Run_Number, Result@ 100, X1, X2, Y
INVAR-1, Run: 001, F, 20, 0, 12
INVAR-1, Run: 002, F, 20, 0, 12
INVAR-1, Run: 003, F, 19, 0, 14
INVAR-1, Run: 004, F, 17, 0, 18
INVAR-1, Run: 005, F, 19, 0, 14
INVAR-1, Run: 006, F, 21, 0, 10
INVAR-1, Run: 007, F, 19, 0, 14
INVAR-1, Run: 008, F, 19, 0, 14
INVAR-1, Run: 009, F, 22, 0, 8
INVAR-1, Run: 010, F, 17, 0, 18
INVAR-1, Run: 011, F, 22, 0, 8
INVAR-1, Run: 012, F, 19, 0, 14
INVAR-1, Run: 013, F, 16, 0, 20
INVAR-1, Run: 014, F, 17, 0, 18
INVAR-1, Run: 015, F, 16, 0, 20
INVAR-1, Run: 016, F, 18, 0, 16
INVAR-1, Run: 017, F, 18, 0, 16
INVAR-1, Run: 018, F, 18, 0, 16
INVAR-1, Run: 019, F, 20, 0, 12
INVAR-1, Run: 020, F, 17, 0, 18
INVAR-1, Run: 021, F, 18, 0, 16
INVAR-1, Run: 022, F, 18, 0, 16
INVAR-1, Run: 023, F, 20, 0, 12
INVAR-1, Run: 024, F, 20, 0, 12
INVAR-1, Run: 025, F, 17, 0, 18
INVAR-1, Run: 026, F, 19, 0, 14
INVAR-1, Run: 027, F, 18, 0, 16
INVAR-1, Run: 028, F, 20, 0, 12
INVAR-1, Run: 029, F, 18, 0, 16
INVAR-1, Run: 030, F, 16, 0, 20
INVAR-1, Run: 031, F, 20, 0, 12
INVAR-1, Run: 032, F, 20, 0, 12
INVAR-1, Run: 033, F, 20, 0, 12
INVAR-1, Run: 034, F, 20, 0, 12
INVAR-1, Run: 035, F, 17, 0, 18
INVAR-1, Run: 036, F, 21, 0, 10
INVAR-1, Run: 037, F, 19, 0, 14
INVAR-1, Run: 038, F, 23, 0, 6
INVAR-1, Run: 039, F, 20, 0, 12
INVAR-1, Run: 040, F, 19, 0, 14
INVAR-1, Run: 041, F, 18, 0, 16
INVAR-1, Run: 042, F, 19, 0, 14
INVAR-1, Run: 043, F, 20, 0, 12
INVAR-1, Run: 044, F, 18, 0, 16
INVAR-1, Run: 045, F, 20, 0, 12
INVAR-1, Run: 046, F, 19, 0, 14
INVAR-1, Run: 047, F, 20, 0, 12
INVAR-1, Run: 048, F, 21, 0, 10
INVAR-1, Run: 049, F, 21, 0, 10
INVAR-1, Run: 050, F, 20, 0, 12
INVAR-1, Run: 051, F, 19, 0, 14
INVAR-1, Run: 052, F, 20, 0, 12
INVAR-1, Run: 053, F, 20, 0, 12
INVAR-1, Run: 054, F, 21, 0, 10
