Input Number, Run_Number, Result@ 100, X1, Y, X2
INVAR-1, Run: 001, F, 38, 3793, 0
INVAR-1, Run: 002, F, 38, 3735, 0
INVAR-1, Run: 003, F, 38, 3951, 0
INVAR-1, Run: 004, F, 38, 3794, 0
INVAR-1, Run: 005, F, 38, 3791, 0
INVAR-1, Run: 006, F, 38, 3679, 0
INVAR-1, Run: 007, F, 38, 3808, 0
INVAR-1, Run: 008, F, 38, 3826, 0
INVAR-1, Run: 009, F, 38, 3757, 0
INVAR-1, Run: 010, F, 38, 3736, 0
INVAR-1, Run: 011, F, 38, 3877, 0
INVAR-1, Run: 012, F, 38, 3833, 0
INVAR-1, Run: 013, F, 38, 3769, 0
INVAR-1, Run: 014, F, 38, 3857, 0
INVAR-1, Run: 015, F, 38, 3792, 0
INVAR-1, Run: 016, F, 38, 3781, 0
INVAR-1, Run: 017, F, 38, 3801, 0
INVAR-1, Run: 018, F, 38, 3796, 0
INVAR-1, Run: 019, F, 38, 3767, 0
INVAR-1, Run: 020, F, 38, 3844, 0
INVAR-1, Run: 021, F, 38, 3712, 0
INVAR-1, Run: 022, F, 38, 3861, 0
INVAR-1, Run: 023, F, 38, 3837, 0
INVAR-1, Run: 024, F, 38, 3721, 0
INVAR-1, Run: 025, F, 38, 3704, 0
INVAR-1, Run: 026, F, 38, 3745, 0
INVAR-1, Run: 027, F, 38, 3719, 0
INVAR-1, Run: 028, F, 38, 3750, 0
INVAR-1, Run: 029, F, 38, 3710, 0
INVAR-1, Run: 030, F, 38, 3823, 0
INVAR-1, Run: 031, F, 38, 3762, 0
INVAR-1, Run: 032, F, 38, 3820, 0
INVAR-1, Run: 033, F, 38, 3767, 0
INVAR-1, Run: 034, F, 38, 3880, 0
INVAR-1, Run: 035, F, 38, 3828, 0
INVAR-1, Run: 036, F, 38, 3753, 0
INVAR-1, Run: 037, F, 38, 3752, 0
INVAR-1, Run: 038, F, 38, 3901, 0
INVAR-1, Run: 039, F, 38, 3750, 0
INVAR-1, Run: 040, F, 38, 3843, 0
INVAR-1, Run: 041, F, 38, 3874, 0
INVAR-1, Run: 042, F, 38, 3813, 0
