Input Number, Run_Number, Result@ 100, X1uABab, al, LeaderX1, aq, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 8, 1, 0, 8, 1, 0, 11, 2, 14, 3, 1, 1, 15, 3, 0, 2, 0, 6, 1, 1, 1, 0, 9, 0, 0, 1, 0, 2, 1, 1, 0, 0, 12, 0, 31, 5, 32, 6, 1, 16, 2, 0, 6, 2, 3, 9, 4, 1, 1, 1, 1, 1, 3, 0, 14, 0, 30, 1, 1, 0, 0, 0, 0, 0, 0, 3, 2, 2, 5, 4, 1, 6, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 16, 9, 0, 0, 6, 3, 0, 10, 5, 14, 6, 2, 1, 14, 4, 0, 2, 0, 7, 1, 1, 1, 0, 9, 0, 0, 17, 4, 18, 5, 1, 0, 0, 9, 0, 0, 0, 1, 1, 1, 15, 3, 0, 3, 5, 1, 7, 2, 1, 1, 1, 1, 1, 5, 0, 12, 0, 23, 1, 1, 0, 0, 0, 0, 0, 0, 6, 8, 1, 11, 3, 1, 4, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 48, 9, 50, 10, 1, 1, 17, 1, 0, 3, 0, 5, 1, 1, 1, 0, 8, 0, 0, 0, 1, 1, 2, 1, 1, 1, 14, 0, 5, 0, 7, 1, 1, 14, 4, 0, 20, 0, 3, 25, 4, 1, 1, 1, 1, 1, 2, 0, 16, 0, 34, 1, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 6, 1, 0, 6, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 0, 0, 55, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 7, 2, 0, 5, 3, 8, 4, 1, 1, 18, 0, 0, 23, 7, 24, 8, 1, 1, 0, 8, 1, 0, 28, 6, 29, 6, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 16, 2, 0, 2, 2, 1, 5, 2, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 0, 0, 42, 0, 0, 4, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 0, 0, 9, 0, 0, 2, 2, 3, 3, 4, 1, 14, 0, 0, 1, 0, 2, 1, 1, 1, 1, 7, 0, 0, 9, 2, 10, 3, 1, 0, 0, 44, 0, 9, 2, 10, 2, 0, 13, 1, 0, 15, 10, 4, 16, 4, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 16, 7, 2, 0, 6, 3, 0, 2, 1, 8, 2, 1, 1, 16, 2, 0, 21, 1, 24, 2, 1, 1, 1, 9, 0, 0, 15, 3, 16, 4, 1, 0, 0, 3, 0, 17, 8, 18, 9, 1, 17, 1, 0, 10, 0, 0, 12, 1, 1, 1, 1, 1, 1, 4, 0, 6, 0, 30, 2, 1, 0, 0, 0, 0, 0, 0, 2, 5, 2, 9, 4, 1, 5, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 0, 0, 55, 0, 2, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 0, 0, 8, 0, 0, 1, 0, 2, 1, 2, 1, 16, 2, 0, 14, 4, 17, 5, 1, 1, 0, 9, 0, 0, 5, 0, 6, 1, 1, 0, 0, 30, 0, 20, 6, 20, 6, 0, 15, 3, 0, 3, 4, 0, 7, 1, 1, 1, 1, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 0, 0, 54, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 13, 5, 15, 6, 2, 1, 18, 0, 0, 10, 1, 11, 2, 1, 1, 0, 9, 0, 0, 9, 2, 10, 3, 1, 0, 0, 20, 0, 4, 3, 5, 4, 1, 18, 0, 0, 26, 4, 9, 27, 9, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 0, 0, 55, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 1, 0, 7, 2, 0, 7, 5, 11, 6, 3, 1, 15, 3, 0, 7, 5, 11, 6, 1, 1, 0, 8, 1, 0, 0, 0, 2, 1, 1, 0, 0, 3, 0, 46, 13, 47, 13, 0, 13, 5, 0, 2, 1, 1, 8, 2, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 0, 0, 54, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 9, 0, 0, 33, 6, 34, 7, 0, 1, 17, 1, 0, 7, 1, 9, 2, 1, 1, 0, 9, 0, 0, 0, 0, 1, 1, 1, 0, 0, 19, 0, 9, 0, 10, 1, 1, 17, 0, 1, 28, 2, 9, 30, 10, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 0, 9, 0, 0, 7, 2, 8, 3, 3, 1, 15, 3, 0, 21, 6, 25, 7, 1, 1, 0, 9, 0, 0, 14, 2, 15, 3, 1, 0, 0, 8, 0, 0, 1, 1, 2, 1, 17, 1, 0, 15, 2, 6, 17, 7, 1, 1, 1, 1, 1, 6, 0, 12, 0, 24, 1, 0, 0, 0, 0, 0, 0, 0, 3, 9, 0, 10, 0, 0, 3, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 8, 1, 0, 9, 0, 0, 11, 4, 13, 5, 1, 1, 17, 1, 0, 3, 0, 5, 1, 1, 1, 0, 9, 0, 0, 10, 12, 11, 13, 1, 0, 0, 15, 0, 5, 2, 6, 3, 1, 16, 2, 0, 19, 4, 7, 22, 8, 1, 1, 1, 1, 1, 4, 2, 17, 0, 31, 1, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 6, 1, 1, 3, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 8, 1, 0, 8, 1, 0, 29, 6, 32, 7, 1, 1, 16, 1, 1, 16, 2, 19, 4, 1, 1, 0, 9, 0, 0, 49, 19, 50, 20, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 14, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 4, 0, 2, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4, 1, 1, 5, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 3, 2, 4, 3, 1, 1, 16, 2, 0, 11, 3, 14, 4, 1, 1, 0, 9, 0, 0, 19, 3, 20, 4, 1, 0, 0, 13, 0, 22, 3, 23, 4, 1, 18, 0, 0, 17, 2, 2, 18, 3, 1, 1, 1, 1, 1, 4, 0, 15, 0, 31, 2, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 8, 1, 1, 5, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 0, 0, 55, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 6, 3, 0, 8, 1, 0, 46, 7, 51, 8, 1, 1, 15, 3, 0, 31, 4, 35, 5, 1, 1, 0, 8, 1, 0, 24, 4, 26, 4, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 14, 4, 0, 16, 3, 5, 21, 6, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 1, 0, 0, 0, 0, 15, 9, 0, 0, 8, 0, 0, 9, 2, 10, 3, 2, 1, 15, 2, 0, 1, 0, 4, 1, 1, 1, 0, 8, 0, 0, 18, 4, 19, 5, 1, 1, 0, 2, 0, 9, 2, 10, 3, 1, 14, 3, 0, 40, 0, 12, 44, 13, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 29, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 23, 0, 0, 3, 0, 0, 18, 8, 19, 1, 8, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 18, 9, 0, 0, 9, 0, 0, 3, 4, 4, 5, 0, 1, 18, 0, 0, 4, 1, 5, 2, 1, 1, 0, 9, 0, 0, 6, 1, 7, 2, 1, 0, 0, 13, 0, 21, 9, 22, 10, 1, 16, 2, 0, 9, 7, 2, 12, 3, 1, 1, 1, 1, 1, 4, 0, 14, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 5, 8, 6, 1, 5, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
