Input Number, Run_Number, Result@ 100, V, Y, X, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 0, 0, 2, 4, 7, 11, 1, 11, 4
INVAR-1, Run: 002, F, 6, 0, 0, 2, 8, 12, 0, 7, 5
INVAR-1, Run: 003, F, 6, 0, 0, 2, 7, 11, 3, 12, 1
INVAR-1, Run: 004, F, 10, 0, 0, 5, 7, 10, 3, 1, 4
INVAR-1, Run: 005, F, 0, 0, 2, 4, 7, 11, 1, 5, 10
INVAR-1, Run: 006, F, 0, 0, 2, 4, 7, 11, 1, 9, 6
INVAR-1, Run: 007, F, 2, 0, 0, 5, 8, 11, 0, 9, 3
INVAR-1, Run: 008, F, 0, 0, 1, 3, 7, 11, 2, 14, 3
INVAR-1, Run: 009, F, 12, 0, 0, 2, 8, 12, 0, 3, 3
INVAR-1, Run: 010, F, 0, 0, 2, 4, 7, 11, 1, 12, 3
INVAR-1, Run: 011, F, 11, 0, 0, 2, 8, 12, 0, 4, 3
INVAR-1, Run: 012, F, 8, 0, 0, 2, 8, 12, 0, 8, 2
INVAR-1, Run: 013, F, 13, 0, 0, 2, 8, 12, 0, 2, 3
INVAR-1, Run: 014, F, 0, 0, 1, 6, 7, 10, 2, 10, 3
INVAR-1, Run: 015, F, 0, 0, 2, 4, 6, 10, 4, 11, 5
INVAR-1, Run: 016, F, 0, 0, 2, 4, 7, 11, 1, 13, 2
INVAR-1, Run: 017, F, 0, 0, 1, 3, 7, 11, 2, 15, 2
INVAR-1, Run: 018, F, 5, 0, 0, 2, 8, 12, 0, 8, 5
INVAR-1, Run: 019, F, 0, 0, 1, 3, 7, 11, 2, 14, 3
INVAR-1, Run: 020, F, 0, 0, 1, 3, 7, 11, 2, 15, 2
INVAR-1, Run: 021, F, 0, 0, 1, 3, 7, 11, 2, 17, 0
INVAR-1, Run: 022, F, 12, 0, 0, 5, 7, 10, 3, 2, 1
INVAR-1, Run: 023, F, 9, 0, 0, 5, 8, 11, 0, 1, 4
INVAR-1, Run: 024, F, 2, 0, 0, 5, 7, 10, 3, 7, 6
INVAR-1, Run: 025, F, 0, 0, 1, 3, 7, 11, 2, 15, 2
INVAR-1, Run: 026, F, 9, 0, 0, 5, 8, 11, 0, 3, 2
