Input Number, Run_Number, Result@ 100, V, Y, X
2, Run: 026, P, 9, 0, 0
2, Run: 027, F, 0, 0, 2
2, Run: 028, P, 12, 0, 0
2, Run: 029, F, 0, 0, 2
2, Run: 030, F, 0, 0, 2
2, Run: 031, P, 24, 0, 0
2, Run: 032, P, 24, 0, 0
2, Run: 033, F, 0, 0, 2
2, Run: 034, F, 0, 0, 1
2, Run: 035, F, 0, 0, 2
2, Run: 036, F, 0, 0, 1
2, Run: 037, F, 0, 0, 2
2, Run: 038, F, 0, 0, 2
2, Run: 039, F, 0, 0, 2
2, Run: 040, F, 0, 0, 2
2, Run: 041, F, 0, 0, 1
2, Run: 042, P, 6, 0, 0
2, Run: 043, P, 5, 0, 0
2, Run: 044, F, 0, 0, 2
2, Run: 045, P, 18, 0, 0
2, Run: 046, F, 0, 0, 1
2, Run: 047, P, 19, 0, 0
2, Run: 048, F, 0, 0, 2
2, Run: 049, P, 19, 0, 0
2, Run: 050, P, 27, 0, 0
2, Run: 051, P, 5, 0, 0
2, Run: 052, P, 22, 0, 0
2, Run: 053, F, 0, 0, 1
2, Run: 054, F, 0, 0, 2
2, Run: 055, F, 0, 0, 2
2, Run: 056, F, 0, 0, 2
2, Run: 057, F, 0, 0, 1
2, Run: 058, F, 0, 0, 2
2, Run: 059, F, 0, 0, 1
2, Run: 060, P, 17, 0, 0
2, Run: 061, F, 0, 0, 2
2, Run: 062, P, 17, 0, 0
2, Run: 063, F, 0, 0, 1
2, Run: 064, F, 0, 0, 1
2, Run: 065, F, 0, 0, 1
2, Run: 066, F, 0, 0, 2
2, Run: 067, F, 0, 0, 2
2, Run: 068, F, 0, 0, 1
2, Run: 069, F, 0, 0, 1
2, Run: 070, F, 0, 0, 1
2, Run: 071, F, 0, 0, 2
2, Run: 072, F, 0, 0, 2
2, Run: 073, F, 0, 0, 1
2, Run: 074, F, 0, 0, 2
2, Run: 075, P, 12, 0, 0
2, Run: 076, F, 0, 0, 1
2, Run: 077, P, 24, 0, 0
2, Run: 078, P, 14, 0, 0
2, Run: 079, F, 0, 0, 2
2, Run: 080, F, 0, 0, 2
2, Run: 081, F, 0, 0, 2
2, Run: 082, F, 0, 0, 2
2, Run: 083, F, 0, 0, 2
2, Run: 084, F, 0, 0, 1
2, Run: 085, F, 0, 0, 2
2, Run: 086, P, 20, 0, 0
2, Run: 087, F, 0, 0, 1
2, Run: 088, F, 0, 0, 1
2, Run: 089, F, 0, 0, 2
2, Run: 090, F, 0, 0, 2
2, Run: 091, F, 0, 0, 1
2, Run: 092, P, 13, 0, 0
2, Run: 093, F, 0, 0, 2
2, Run: 094, F, 0, 0, 1
2, Run: 095, F, 0, 0, 2
2, Run: 096, F, 0, 0, 1
2, Run: 097, F, 0, 0, 2
2, Run: 098, F, 0, 0, 2
2, Run: 099, F, 0, 0, 1
2, Run: 100, F, 0, 0, 2
3, Run: 001, F, 0, 0, 1
3, Run: 002, P, 55, 0, 0
3, Run: 003, F, 0, 0, 2
3, Run: 004, F, 0, 0, 1
3, Run: 005, F, 0, 0, 1
3, Run: 006, P, 49, 0, 0
3, Run: 007, F, 0, 0, 1
3, Run: 008, P, 35, 0, 0
3, Run: 009, F, 0, 0, 2
3, Run: 010, P, 54, 0, 0
3, Run: 011, F, 0, 0, 2
3, Run: 012, F, 0, 0, 2
3, Run: 013, F, 0, 0, 2
3, Run: 014, P, 33, 0, 0
3, Run: 015, F, 0, 0, 1
3, Run: 016, F, 0, 0, 1
3, Run: 017, P, 36, 0, 0
3, Run: 018, F, 0, 0, 1
3, Run: 019, F, 0, 0, 1
3, Run: 020, P, 27, 0, 0
3, Run: 021, F, 0, 0, 2
3, Run: 022, P, 46, 0, 0
3, Run: 023, F, 0, 0, 1
3, Run: 024, F, 0, 0, 1
3, Run: 025, F, 0, 0, 2
3, Run: 026, P, 42, 0, 0
3, Run: 027, P, 17, 0, 0
3, Run: 028, P, 27, 0, 0
3, Run: 029, F, 0, 0, 1
3, Run: 030, P, 53, 0, 0
3, Run: 031, F, 0, 0, 2
3, Run: 032, P, 60, 0, 0
3, Run: 033, F, 0, 0, 2
3, Run: 034, F, 0, 0, 1
3, Run: 035, P, 51, 0, 0
3, Run: 036, P, 35, 0, 0
3, Run: 037, P, 52, 0, 0
3, Run: 038, F, 0, 0, 2
3, Run: 039, F, 0, 0, 2
3, Run: 040, P, 43, 0, 0
3, Run: 041, P, 63, 0, 0
3, Run: 042, F, 0, 0, 1
3, Run: 043, P, 49, 0, 0
3, Run: 044, F, 0, 0, 1
3, Run: 045, F, 0, 0, 2
3, Run: 046, F, 0, 0, 1
3, Run: 047, P, 19, 0, 0
3, Run: 048, F, 0, 0, 1
3, Run: 049, F, 0, 0, 1
3, Run: 050, P, 40, 0, 0
3, Run: 051, F, 0, 0, 1
3, Run: 052, P, 35, 0, 0
3, Run: 053, F, 0, 0, 1
3, Run: 054, F, 0, 0, 2
3, Run: 055, P, 47, 0, 0
3, Run: 056, F, 0, 0, 2
3, Run: 057, F, 0, 0, 1
3, Run: 058, F, 0, 0, 1
3, Run: 059, F, 0, 0, 1
3, Run: 060, F, 0, 0, 1
3, Run: 061, F, 0, 0, 2
3, Run: 062, F, 0, 0, 1
3, Run: 063, F, 0, 0, 1
3, Run: 064, F, 0, 0, 1
3, Run: 065, P, 36, 0, 0
3, Run: 066, F, 0, 0, 1
3, Run: 067, P, 21, 0, 0
3, Run: 068, F, 0, 0, 1
3, Run: 069, P, 47, 0, 0
3, Run: 070, P, 51, 0, 0
3, Run: 071, F, 0, 0, 1
3, Run: 072, P, 34, 0, 0
3, Run: 073, P, 44, 0, 0
3, Run: 074, P, 50, 0, 0
3, Run: 075, P, 31, 0, 0
3, Run: 076, F, 0, 0, 2
3, Run: 077, P, 34, 0, 0
3, Run: 078, F, 0, 0, 1
3, Run: 079, F, 0, 0, 1
3, Run: 080, F, 0, 0, 2
3, Run: 081, F, 0, 0, 2
3, Run: 082, P, 45, 0, 0
3, Run: 083, F, 0, 0, 1
3, Run: 084, P, 54, 0, 0
3, Run: 085, F, 0, 0, 1
3, Run: 086, F, 0, 0, 2
3, Run: 087, F, 0, 0, 1
3, Run: 088, F, 0, 0, 2
3, Run: 089, F, 0, 0, 1
3, Run: 090, P, 38, 0, 0
3, Run: 091, P, 53, 0, 0
3, Run: 092, P, 42, 0, 0
3, Run: 093, F, 0, 0, 2
3, Run: 094, P, 42, 0, 0
3, Run: 095, F, 0, 0, 2
3, Run: 096, F, 0, 0, 1
3, Run: 097, F, 0, 0, 1
3, Run: 098, F, 0, 0, 1
3, Run: 099, F, 0, 0, 1
3, Run: 100, F, 0, 0, 2
4, Run: 001, F, 0, 0, 1
4, Run: 002, F, 0, 0, 2
4, Run: 003, F, 0, 0, 1
4, Run: 004, P, 4, 0, 0
4, Run: 005, F, 0, 0, 2
4, Run: 006, F, 0, 0, 1
4, Run: 007, F, 0, 0, 2
4, Run: 008, F, 0, 0, 1
4, Run: 009, F, 0, 0, 2
4, Run: 010, P, 1, 0, 0
4, Run: 011, F, 0, 0, 1
4, Run: 012, F, 0, 0, 1
4, Run: 013, F, 0, 0, 2
4, Run: 014, F, 0, 0, 2
4, Run: 015, P, 3, 0, 0
4, Run: 016, P, 2, 0, 0
4, Run: 017, P, 2, 0, 0
4, Run: 018, P, 6, 0, 0
4, Run: 019, F, 0, 0, 1
4, Run: 020, P, 1, 0, 0
4, Run: 021, P, 3, 0, 0
4, Run: 022, F, 0, 0, 2
4, Run: 023, F, 0, 0, 1
4, Run: 024, F, 0, 0, 1
4, Run: 025, F, 0, 0, 2
4, Run: 026, F, 0, 0, 1
4, Run: 027, F, 0, 0, 1
4, Run: 028, F, 0, 0, 1
4, Run: 029, F, 0, 0, 2
4, Run: 030, P, 2, 0, 0
4, Run: 031, F, 0, 0, 1
4, Run: 032, F, 0, 0, 1
4, Run: 033, P, 3, 0, 0
4, Run: 034, P, 3, 0, 0
4, Run: 035, P, 1, 0, 0
4, Run: 036, F, 0, 0, 1
4, Run: 037, F, 0, 0, 1
4, Run: 038, F, 0, 0, 1
4, Run: 039, F, 0, 0, 1
4, Run: 040, F, 0, 0, 2
4, Run: 041, F, 0, 0, 1
4, Run: 042, F, 0, 1, 0
4, Run: 043, P, 1, 0, 0
4, Run: 044, F, 0, 0, 1
4, Run: 045, P, 6, 0, 0
4, Run: 046, F, 0, 0, 1
4, Run: 047, F, 0, 0, 2
4, Run: 048, F, 0, 0, 2
4, Run: 049, P, 2, 0, 0
4, Run: 050, F, 0, 0, 1
4, Run: 051, F, 0, 1, 0
4, Run: 052, F, 0, 0, 1
4, Run: 053, P, 1, 0, 0
4, Run: 054, F, 0, 0, 1
4, Run: 055, P, 7, 0, 0
4, Run: 056, P, 2, 0, 0
4, Run: 057, F, 0, 0, 1
4, Run: 058, P, 1, 0, 0
4, Run: 059, F, 0, 0, 2
4, Run: 060, F, 0, 0, 1
4, Run: 061, F, 0, 0, 1
4, Run: 062, F, 0, 0, 1
4, Run: 063, F, 0, 0, 2
4, Run: 064, F, 0, 0, 1
4, Run: 065, F, 0, 0, 1
4, Run: 066, P, 5, 0, 0
4, Run: 067, P, 3, 0, 0
4, Run: 068, F, 0, 0, 2
4, Run: 069, F, 0, 0, 2
4, Run: 070, P, 2, 0, 0
4, Run: 071, F, 0, 0, 2
4, Run: 072, F, 0, 0, 1
4, Run: 073, F, 0, 2, 0
4, Run: 074, P, 4, 0, 0
4, Run: 075, F, 0, 0, 1
4, Run: 076, F, 0, 0, 1
4, Run: 077, F, 0, 0, 2
4, Run: 078, F, 0, 0, 2
4, Run: 079, F, 0, 0, 1
4, Run: 080, P, 1, 0, 0
4, Run: 081, F, 0, 0, 1
4, Run: 082, F, 0, 0, 1
4, Run: 083, F, 0, 0, 1
4, Run: 084, F, 0, 0, 2
4, Run: 085, F, 0, 0, 2
4, Run: 086, F, 0, 0, 1
4, Run: 087, F, 0, 0, 1
4, Run: 088, P, 5, 0, 0
4, Run: 089, F, 0, 0, 2
4, Run: 090, F, 0, 0, 1
4, Run: 091, F, 0, 0, 1
4, Run: 092, F, 0, 0, 1
4, Run: 093, F, 0, 0, 1
4, Run: 094, F, 0, 0, 1
4, Run: 095, F, 0, 0, 1
4, Run: 096, P, 2, 0, 0
4, Run: 097, P, 6, 0, 0
4, Run: 098, F, 0, 0, 1
4, Run: 099, F, 0, 0, 1
4, Run: 100, F, 0, 0, 1
5, Run: 001, F, 0, 0, 1
5, Run: 002, F, 0, 0, 2
5, Run: 003, F, 0, 0, 1
5, Run: 004, F, 0, 0, 1
5, Run: 005, P, 27, 0, 0
5, Run: 006, F, 0, 0, 1
5, Run: 007, F, 0, 0, 2
5, Run: 008, F, 0, 0, 1
5, Run: 009, F, 0, 0, 1
5, Run: 010, F, 0, 0, 1
5, Run: 011, P, 28, 0, 0
5, Run: 012, F, 0, 0, 1
5, Run: 013, F, 0, 0, 1
5, Run: 014, F, 0, 0, 1
5, Run: 015, F, 0, 0, 2
5, Run: 016, F, 0, 0, 1
5, Run: 017, P, 21, 0, 0
5, Run: 018, F, 0, 0, 1
5, Run: 019, P, 29, 0, 0
5, Run: 020, F, 0, 0, 2
5, Run: 021, F, 0, 0, 1
5, Run: 022, F, 0, 0, 1
5, Run: 023, F, 0, 0, 2
5, Run: 024, F, 0, 0, 1
5, Run: 025, P, 26, 0, 0
5, Run: 026, F, 0, 0, 1
5, Run: 027, F, 0, 0, 2
5, Run: 028, F, 0, 0, 2
5, Run: 029, F, 0, 0, 2
5, Run: 030, F, 0, 0, 2
5, Run: 031, F, 0, 0, 2
5, Run: 032, P, 8, 0, 0
5, Run: 033, F, 0, 0, 1
5, Run: 034, F, 0, 0, 1
5, Run: 035, F, 0, 0, 2
5, Run: 036, F, 0, 0, 1
5, Run: 037, F, 0, 0, 2
5, Run: 038, F, 0, 0, 2
5, Run: 039, F, 0, 0, 2
5, Run: 040, P, 38, 0, 0
5, Run: 041, F, 0, 0, 1
5, Run: 042, F, 0, 0, 1
5, Run: 043, F, 0, 0, 2
5, Run: 044, F, 0, 0, 1
5, Run: 045, F, 0, 0, 1
5, Run: 046, F, 0, 0, 2
5, Run: 047, F, 0, 0, 2
5, Run: 048, F, 0, 0, 2
5, Run: 049, F, 0, 0, 1
5, Run: 050, F, 0, 0, 1
5, Run: 051, F, 0, 0, 1
5, Run: 052, F, 0, 0, 2
5, Run: 053, F, 0, 0, 1
5, Run: 054, F, 0, 0, 2
5, Run: 055, F, 0, 0, 2
5, Run: 056, F, 0, 0, 2
5, Run: 057, F, 0, 0, 1
5, Run: 058, P, 8, 0, 0
5, Run: 059, F, 0, 0, 1
5, Run: 060, F, 0, 0, 1
5, Run: 061, F, 0, 0, 2
5, Run: 062, F, 0, 0, 2
5, Run: 063, F, 0, 0, 1
5, Run: 064, F, 0, 0, 2
5, Run: 065, F, 0, 0, 1
5, Run: 066, F, 0, 0, 2
5, Run: 067, F, 0, 0, 1
5, Run: 068, F, 0, 0, 1
5, Run: 069, F, 0, 0, 2
5, Run: 070, F, 0, 0, 1
5, Run: 071, F, 0, 0, 1
5, Run: 072, F, 0, 0, 1
5, Run: 073, P, 38, 0, 0
5, Run: 074, F, 0, 0, 2
5, Run: 075, F, 0, 0, 2
5, Run: 076, P, 26, 0, 0
5, Run: 077, F, 0, 0, 2
5, Run: 078, F, 0, 0, 2
5, Run: 079, P, 22, 0, 0
5, Run: 080, F, 0, 0, 2
5, Run: 081, F, 0, 0, 2
5, Run: 082, P, 5, 0, 0
5, Run: 083, F, 0, 0, 2
5, Run: 084, F, 0, 0, 2
5, Run: 085, P, 26, 0, 0
5, Run: 086, F, 0, 0, 2
5, Run: 087, F, 0, 0, 1
5, Run: 088, F, 0, 0, 1
5, Run: 089, F, 0, 0, 1
5, Run: 090, F, 0, 0, 2
5, Run: 091, F, 0, 0, 1
5, Run: 092, P, 27, 0, 0
5, Run: 093, F, 0, 0, 1
5, Run: 094, P, 13, 0, 0
5, Run: 095, F, 0, 0, 1
5, Run: 096, F, 0, 0, 2
5, Run: 097, F, 0, 0, 2
5, Run: 098, F, 0, 0, 1
5, Run: 099, F, 0, 0, 2
5, Run: 100, F, 0, 0, 1
6, Run: 001, F, 0, 0, 1
6, Run: 002, F, 0, 0, 2
6, Run: 003, F, 0, 0, 2
6, Run: 004, F, 0, 0, 2
6, Run: 005, F, 0, 0, 1
6, Run: 006, F, 0, 0, 2
6, Run: 007, F, 0, 0, 2
6, Run: 008, F, 0, 0, 2
6, Run: 009, P, 69, 0, 0
6, Run: 010, F, 0, 0, 1
6, Run: 011, F, 0, 0, 2
6, Run: 012, F, 0, 0, 2
6, Run: 013, F, 0, 0, 2
6, Run: 014, P, 39, 0, 0
6, Run: 015, F, 0, 0, 2
6, Run: 016, P, 61, 0, 0
6, Run: 017, P, 74, 0, 0
6, Run: 018, P, 31, 0, 0
6, Run: 019, F, 0, 0, 2
6, Run: 020, P, 68, 0, 0
6, Run: 021, P, 46, 0, 0
6, Run: 022, F, 0, 0, 1
6, Run: 023, F, 0, 0, 2
6, Run: 024, F, 0, 0, 2
6, Run: 025, F, 0, 0, 2
6, Run: 026, F, 0, 0, 2
6, Run: 027, F, 0, 0, 2
6, Run: 028, P, 40, 0, 0
6, Run: 029, F, 0, 0, 1
6, Run: 030, F, 0, 0, 2
6, Run: 031, F, 0, 0, 1
6, Run: 032, F, 0, 0, 2
6, Run: 033, F, 0, 0, 2
6, Run: 034, F, 0, 0, 2
6, Run: 035, F, 0, 0, 1
6, Run: 036, F, 0, 0, 2
6, Run: 037, P, 24, 0, 0
6, Run: 038, F, 0, 0, 1
6, Run: 039, F, 0, 0, 2
6, Run: 040, F, 0, 0, 2
6, Run: 041, P, 64, 0, 0
6, Run: 042, F, 0, 0, 2
6, Run: 043, P, 74, 0, 0
6, Run: 044, F, 0, 0, 2
6, Run: 045, P, 63, 0, 0
6, Run: 046, F, 0, 0, 2
6, Run: 047, F, 0, 0, 2
6, Run: 048, F, 0, 0, 2
6, Run: 049, F, 0, 0, 1
6, Run: 050, F, 0, 0, 2
6, Run: 051, F, 0, 0, 1
6, Run: 052, P, 74, 0, 0
6, Run: 053, P, 79, 0, 0
6, Run: 054, P, 89, 0, 0
6, Run: 055, F, 0, 0, 1
6, Run: 056, P, 77, 0, 0
6, Run: 057, F, 0, 0, 2
6, Run: 058, F, 0, 0, 2
6, Run: 059, F, 0, 0, 2
6, Run: 060, F, 0, 0, 1
6, Run: 061, P, 44, 0, 0
6, Run: 062, F, 0, 0, 1
6, Run: 063, F, 0, 0, 2
6, Run: 064, F, 0, 0, 1
6, Run: 065, F, 0, 0, 2
6, Run: 066, P, 53, 0, 0
6, Run: 067, F, 0, 0, 1
6, Run: 068, P, 68, 0, 0
6, Run: 069, P, 68, 0, 0
6, Run: 070, F, 0, 0, 2
6, Run: 071, F, 0, 0, 2
6, Run: 072, F, 0, 0, 2
6, Run: 073, F, 0, 0, 2
6, Run: 074, F, 0, 0, 2
6, Run: 075, P, 79, 0, 0
6, Run: 076, F, 0, 0, 1
6, Run: 077, F, 0, 0, 1
6, Run: 078, P, 6, 0, 0
6, Run: 079, F, 0, 0, 2
6, Run: 080, F, 0, 0, 2
6, Run: 081, P, 49, 0, 0
6, Run: 082, P, 77, 0, 0
6, Run: 083, F, 0, 0, 2
6, Run: 084, F, 0, 0, 1
6, Run: 085, P, 55, 0, 0
6, Run: 086, F, 0, 0, 2
6, Run: 087, F, 0, 0, 1
6, Run: 088, F, 0, 0, 2
6, Run: 089, F, 0, 0, 2
6, Run: 090, P, 10, 0, 0
6, Run: 091, F, 0, 0, 1
6, Run: 092, P, 26, 0, 0
6, Run: 093, F, 0, 0, 1
6, Run: 094, F, 0, 0, 1
6, Run: 095, F, 0, 0, 2
6, Run: 096, P, 4, 0, 0
6, Run: 097, P, 42, 0, 0
6, Run: 098, P, 63, 0, 0
6, Run: 099, F, 0, 0, 2
6, Run: 100, P, 74, 0, 0
