Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
A439,INVAR-1,100,0,0,0,0,0
A440,INVAR-1,100,0,0,0,0,0
A441,INVAR-1,100,0,0,0,0,0
A442,INVAR-1,100,0,0,0,0,0
A443,INVAR-1,100,0,0,0,0,0
A444,INVAR-1,100,0,0,0,0,0
A445,INVAR-1,100,0,0,0,0,0
A446,INVAR-1,100,0,0,0,0,0
A447,INVAR-1,100,0,0,0,0,0
A448,INVAR-1,100,0,0,0,0,0
A449,INVAR-1,100,0,0,0,0,0
A450,INVAR-1,100,0,0,0,0,0
A451,INVAR-1,100,0,0,0,0,0
A452,INVAR-1,100,0,0,0,0,0
A453,INVAR-1,100,0,0,0,0,0
A454,INVAR-1,100,0,0,0,0,0
A455,INVAR-1,100,0,0,0,0,0
A456,INVAR-1,100,0,0,0,0,0
A457,INVAR-1,100,0,0,0,0,0
A458,INVAR-1,100,0,0,0,0,0
A459,INVAR-1,100,0,0,0,0,0
A460,INVAR-1,100,0,0,0,0,0
A461,INVAR-1,100,0,0,0,0,0
A462,INVAR-1,100,0,0,0,0,0
A463,INVAR-1,100,0,0,0,0,0
A464,INVAR-1,100,0,0,0,0,0
A465,INVAR-1,100,0,0,0,0,0
A466,INVAR-1,100,0,0,0,0,0
A467,INVAR-1,100,0,0,0,0,0
A468,INVAR-1,100,0,0,0,0,0
A469,INVAR-1,100,0,0,0,0,0
A470,INVAR-1,100,0,100,0,0,100
A471,INVAR-1,100,0,0,0,0,0
A472,INVAR-1,100,0,0,0,0,0
A473,INVAR-1,100,0,0,0,0,0
A474,INVAR-1,100,0,0,0,0,0
A475,INVAR-1,100,0,0,0,0,0
A476,INVAR-1,100,0,0,0,0,0
A477,INVAR-1,100,0,0,0,0,0
A478,INVAR-1,100,0,0,0,0,0
A479,INVAR-1,100,0,0,0,0,0
A480,INVAR-1,100,0,0,0,0,0
A481,INVAR-1,100,0,0,0,0,0
A482,INVAR-1,100,0,0,0,0,0
A483,INVAR-1,100,0,0,0,0,0
A484,INVAR-1,100,0,0,0,0,0
A485,INVAR-1,100,0,0,0,0,0
A486,INVAR-1,100,0,0,0,0,0
A487,INVAR-1,100,0,0,0,0,0
A488,INVAR-1,100,0,0,0,0,0
A489,INVAR-1,100,0,0,0,0,0
A490,INVAR-1,100,0,0,0,0,0
A491,INVAR-1,100,0,0,0,0,0
A492,INVAR-1,100,0,0,0,0,0
A493,INVAR-1,100,0,0,0,0,0
A494,INVAR-1,100,0,0,0,0,0
A495,INVAR-1,100,0,0,0,0,0
A496,INVAR-1,100,0,0,0,0,0
