Input Number, Run_Number, Result@ 100, V, Y, X, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 0, 0, 2, 4, 7, 11, 1, 11, 4
INVAR-1, Run: 002, F, 13, 0, 0, 2, 8, 12, 0, 2, 3
INVAR-1, Run: 003, F, 8, 0, 0, 2, 8, 12, 0, 5, 5
INVAR-1, Run: 004, F, 0, 0, 1, 3, 7, 11, 2, 10, 7
INVAR-1, Run: 005, F, 0, 0, 2, 4, 7, 11, 1, 12, 3
INVAR-1, Run: 006, F, 0, 0, 2, 4, 7, 11, 1, 10, 5
INVAR-1, Run: 007, F, 7, 0, 0, 5, 8, 11, 0, 1, 6
INVAR-1, Run: 008, F, 0, 0, 1, 3, 7, 11, 2, 11, 6
INVAR-1, Run: 009, F, 0, 0, 2, 7, 7, 10, 1, 7, 4
INVAR-1, Run: 010, F, 0, 0, 1, 3, 7, 11, 2, 14, 3
INVAR-1, Run: 011, F, 0, 0, 1, 3, 7, 11, 2, 10, 7
INVAR-1, Run: 012, F, 0, 0, 1, 3, 7, 11, 2, 15, 2
INVAR-1, Run: 013, F, 0, 0, 1, 3, 7, 11, 2, 13, 4
INVAR-1, Run: 014, F, 0, 0, 2, 4, 7, 11, 1, 11, 4
INVAR-1, Run: 015, F, 0, 0, 1, 3, 7, 11, 2, 15, 2
INVAR-1, Run: 016, F, 0, 0, 2, 4, 7, 11, 1, 12, 3
INVAR-1, Run: 017, F, 0, 0, 1, 3, 7, 11, 2, 13, 4
INVAR-1, Run: 018, F, 10, 0, 0, 5, 8, 11, 0, 2, 2
INVAR-1, Run: 019, F, 0, 0, 2, 1, 7, 12, 1, 19, 0
INVAR-1, Run: 020, F, 0, 0, 1, 3, 7, 11, 2, 10, 7
INVAR-1, Run: 021, F, 0, 0, 1, 3, 7, 11, 2, 16, 1
INVAR-1, Run: 022, F, 0, 0, 2, 4, 7, 11, 1, 12, 3
INVAR-1, Run: 023, F, 7, 0, 0, 5, 8, 11, 0, 4, 3
INVAR-1, Run: 024, F, 15, 0, 0, 2, 7, 11, 3, 3, 1
INVAR-1, Run: 025, F, 0, 0, 2, 4, 7, 11, 1, 14, 1
INVAR-1, Run: 026, F, 0, 0, 1, 3, 7, 11, 2, 10, 7
INVAR-1, Run: 027, F, 4, 0, 0, 5, 8, 11, 0, 6, 4
INVAR-1, Run: 028, F, 4, 0, 0, 2, 7, 11, 3, 9, 6
INVAR-1, Run: 029, F, 4, 0, 0, 5, 8, 11, 0, 5, 5
INVAR-1, Run: 030, F, 8, 0, 0, 5, 8, 11, 0, 4, 2
INVAR-1, Run: 031, F, 7, 0, 0, 2, 8, 12, 0, 9, 2
INVAR-1, Run: 032, F, 5, 0, 0, 5, 8, 11, 0, 6, 3
INVAR-1, Run: 033, F, 5, 0, 0, 5, 8, 11, 0, 6, 3
INVAR-1, Run: 034, F, 12, 0, 0, 5, 8, 11, 0, 1, 1
INVAR-1, Run: 035, F, 0, 0, 2, 1, 7, 12, 1, 14, 5
INVAR-1, Run: 036, F, 0, 0, 1, 3, 7, 11, 2, 12, 5
INVAR-1, Run: 037, F, 2, 0, 0, 5, 8, 11, 0, 4, 8
INVAR-1, Run: 038, F, 0, 0, 2, 4, 7, 11, 1, 10, 5
INVAR-1, Run: 039, F, 5, 0, 0, 5, 7, 10, 3, 6, 4
INVAR-1, Run: 040, F, 0, 0, 2, 4, 7, 11, 1, 15, 0
INVAR-1, Run: 041, F, 0, 0, 1, 3, 7, 11, 2, 17, 0
INVAR-1, Run: 042, F, 0, 0, 1, 3, 7, 11, 2, 17, 0
INVAR-1, Run: 043, F, 3, 0, 0, 5, 8, 11, 0, 1, 10
INVAR-1, Run: 044, F, 0, 0, 1, 3, 7, 11, 2, 10, 7
INVAR-1, Run: 045, F, 0, 0, 2, 4, 7, 11, 1, 12, 3
INVAR-1, Run: 046, F, 0, 0, 2, 4, 7, 11, 1, 14, 1
