Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, F, 0, 38, 0, 23, 30, 47, 31
INVAR-1, Run: 002, F, 38, 0, 0, 21, 60, 7, 25
INVAR-1, Run: 003, F, 38, 0, 0, 15, 35, 1, 6
INVAR-1, Run: 004, F, 38, 0, 0, 20, 56, 6, 22
INVAR-1, Run: 005, F, 38, 0, 0, 38, 88, 24, 36
INVAR-1, Run: 006, F, 0, 38, 0, 21, 22, 45, 25
INVAR-1, Run: 007, F, 0, 38, 0, 19, 18, 43, 23
INVAR-1, Run: 008, F, 0, 38, 0, 17, 20, 41, 27
INVAR-1, Run: 009, F, 38, 0, 0, 20, 52, 6, 18
INVAR-1, Run: 010, F, 0, 38, 0, 38, 54, 62, 40
INVAR-1, Run: 011, F, 38, 0, 0, 14, 36, 0, 8
INVAR-1, Run: 012, F, 38, 0, 0, 26, 67, 12, 27
INVAR-1, Run: 013, F, 0, 38, 0, 13, 10, 37, 21
INVAR-1, Run: 014, F, 0, 38, 0, 20, 23, 44, 27
INVAR-1, Run: 015, F, 38, 0, 0, 17, 41, 3, 10
INVAR-1, Run: 016, F, 0, 38, 0, 16, 6, 40, 14
INVAR-1, Run: 017, F, 38, 0, 0, 26, 65, 12, 25
INVAR-1, Run: 018, F, 38, 0, 0, 32, 68, 18, 22
INVAR-1, Run: 019, F, 0, 38, 0, 19, 14, 43, 19
INVAR-1, Run: 020, F, 0, 38, 0, 19, 19, 43, 24
INVAR-1, Run: 021, F, 38, 0, 0, 30, 62, 16, 18
INVAR-1, Run: 022, F, 38, 0, 0, 28, 70, 14, 28
INVAR-1, Run: 023, F, 38, 0, 0, 16, 41, 2, 11
INVAR-1, Run: 024, F, 0, 38, 0, 17, 19, 41, 26
INVAR-1, Run: 025, F, 0, 38, 0, 15, 17, 39, 26
INVAR-1, Run: 026, F, 0, 38, 0, 20, 18, 44, 22
INVAR-1, Run: 027, F, 38, 0, 0, 21, 64, 7, 29
INVAR-1, Run: 028, F, 38, 0, 0, 23, 57, 9, 20
INVAR-1, Run: 029, F, 0, 38, 0, 20, 15, 44, 19
INVAR-1, Run: 030, F, 38, 0, 0, 30, 71, 16, 27
INVAR-1, Run: 031, F, 0, 38, 0, 14, 7, 38, 17
INVAR-1, Run: 032, F, 0, 38, 0, 33, 42, 57, 33
INVAR-1, Run: 033, F, 0, 38, 0, 21, 12, 45, 15
INVAR-1, Run: 034, F, 0, 38, 0, 16, 15, 40, 23
INVAR-1, Run: 035, F, 38, 0, 0, 25, 68, 11, 29
INVAR-1, Run: 036, F, 0, 38, 0, 19, 15, 43, 20
INVAR-1, Run: 037, F, 38, 0, 0, 18, 40, 4, 8
INVAR-1, Run: 038, F, 0, 38, 0, 27, 25, 51, 22
INVAR-1, Run: 039, F, 0, 38, 0, 26, 28, 50, 26
INVAR-1, Run: 040, F, 0, 38, 0, 32, 34, 56, 26
INVAR-1, Run: 041, F, 0, 38, 0, 26, 27, 50, 25
INVAR-1, Run: 042, F, 0, 38, 0, 14, 10, 38, 20
INVAR-1, Run: 043, F, 0, 38, 0, 26, 19, 50, 17
INVAR-1, Run: 044, F, 0, 38, 0, 30, 41, 54, 35
INVAR-1, Run: 045, F, 0, 38, 0, 19, 20, 43, 25
INVAR-1, Run: 046, F, 0, 38, 0, 13, 9, 37, 20
INVAR-1, Run: 047, F, 38, 0, 0, 22, 58, 8, 22
INVAR-1, Run: 048, F, 0, 38, 0, 26, 18, 50, 16
INVAR-1, Run: 049, F, 0, 38, 0, 22, 26, 46, 28
INVAR-1, Run: 050, F, 0, 38, 0, 18, 19, 42, 25
INVAR-1, Run: 051, F, 0, 38, 0, 16, 11, 40, 19
INVAR-1, Run: 052, F, 0, 38, 0, 23, 16, 47, 17
INVAR-1, Run: 053, F, 0, 38, 0, 14, 10, 38, 20
INVAR-1, Run: 054, F, 38, 0, 0, 21, 52, 7, 17
INVAR-1, Run: 055, F, 0, 38, 0, 18, 16, 42, 22
INVAR-1, Run: 056, F, 0, 38, 0, 15, 8, 39, 17
INVAR-1, Run: 057, F, 0, 38, 0, 14, 4, 38, 14
INVAR-1, Run: 058, F, 38, 0, 0, 20, 49, 6, 15
INVAR-1, Run: 059, F, 0, 38, 0, 39, 52, 63, 37
INVAR-1, Run: 060, F, 0, 38, 0, 33, 48, 57, 39
INVAR-1, Run: 061, F, 0, 38, 0, 19, 14, 43, 19
INVAR-1, Run: 062, F, 0, 38, 0, 46, 64, 70, 42
INVAR-1, Run: 063, F, 0, 38, 0, 17, 15, 41, 22
INVAR-1, Run: 064, F, 38, 0, 0, 24, 55, 10, 17
INVAR-1, Run: 065, F, 0, 38, 0, 11, 5, 35, 18
INVAR-1, Run: 066, F, 38, 0, 0, 36, 92, 22, 42
INVAR-1, Run: 067, F, 0, 38, 0, 12, 7, 36, 19
INVAR-1, Run: 068, F, 0, 38, 0, 17, 15, 41, 22
INVAR-1, Run: 069, F, 0, 38, 0, 25, 22, 49, 21
INVAR-1, Run: 070, F, 0, 38, 0, 22, 26, 46, 28
INVAR-1, Run: 071, F, 38, 0, 0, 22, 54, 8, 18
INVAR-1, Run: 072, F, 38, 0, 0, 22, 46, 8, 10
INVAR-1, Run: 073, F, 0, 38, 0, 25, 26, 49, 25
INVAR-1, Run: 074, F, 0, 38, 0, 40, 47, 64, 31
INVAR-1, Run: 075, F, 0, 38, 0, 19, 16, 43, 21
INVAR-1, Run: 076, F, 0, 38, 0, 11, 1, 35, 14
INVAR-1, Run: 077, F, 38, 0, 0, 18, 51, 4, 19
INVAR-1, Run: 078, F, 38, 0, 0, 33, 66, 19, 19
INVAR-1, Run: 079, F, 0, 38, 0, 12, 13, 36, 25
INVAR-1, Run: 080, F, 0, 38, 0, 21, 15, 45, 18
