Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, F, 0, 129, 0, 102, 67, 126, 91
INVAR-1, Run: 002, F, 0, 74, 0, 40, 12, 64, 36
INVAR-1, Run: 003, F, 0, 90, 0, 40, 28, 64, 52
INVAR-1, Run: 004, F, 0, 78, 0, 37, 16, 61, 40
INVAR-1, Run: 005, F, 0, 87, 0, 57, 25, 81, 49
INVAR-1, Run: 006, F, 0, 72, 0, 26, 10, 50, 34
INVAR-1, Run: 007, F, 0, 99, 0, 64, 37, 88, 61
INVAR-1, Run: 008, F, 0, 77, 0, 38, 15, 62, 39
INVAR-1, Run: 009, F, 0, 73, 0, 18, 11, 42, 35
INVAR-1, Run: 010, F, 0, 83, 0, 40, 21, 64, 45
INVAR-1, Run: 011, F, 0, 101, 0, 72, 39, 96, 63
INVAR-1, Run: 012, F, 0, 103, 0, 65, 41, 89, 65
INVAR-1, Run: 013, F, 0, 70, 0, 23, 8, 47, 32
INVAR-1, Run: 014, F, 0, 71, 0, 28, 9, 52, 33
INVAR-1, Run: 015, F, 0, 73, 0, 24, 11, 48, 35
INVAR-1, Run: 016, F, 0, 90, 0, 50, 28, 74, 52
INVAR-1, Run: 017, F, 0, 69, 0, 31, 7, 55, 31
INVAR-1, Run: 018, F, 0, 81, 0, 39, 19, 63, 43
INVAR-1, Run: 019, F, 0, 88, 0, 54, 26, 78, 50
INVAR-1, Run: 020, F, 0, 71, 0, 26, 9, 50, 33
INVAR-1, Run: 021, F, 0, 86, 0, 50, 24, 74, 48
INVAR-1, Run: 022, F, 0, 78, 0, 53, 16, 77, 40
INVAR-1, Run: 023, F, 0, 91, 0, 49, 29, 73, 53
INVAR-1, Run: 024, F, 0, 75, 0, 25, 13, 49, 37
INVAR-1, Run: 025, F, 0, 80, 0, 44, 18, 68, 42
INVAR-1, Run: 026, F, 0, 73, 0, 32, 11, 56, 35
INVAR-1, Run: 027, F, 0, 92, 0, 66, 30, 90, 54
INVAR-1, Run: 028, F, 0, 89, 0, 65, 27, 89, 51
INVAR-1, Run: 029, F, 0, 80, 0, 32, 18, 56, 42
INVAR-1, Run: 030, F, 0, 140, 0, 117, 78, 141, 102
INVAR-1, Run: 031, F, 0, 102, 0, 81, 40, 105, 64
INVAR-1, Run: 032, F, 0, 95, 0, 68, 33, 92, 57
INVAR-1, Run: 033, F, 0, 93, 0, 57, 31, 81, 55
INVAR-1, Run: 034, F, 0, 85, 0, 47, 23, 71, 47
INVAR-1, Run: 035, F, 0, 79, 0, 46, 17, 70, 41
INVAR-1, Run: 036, F, 0, 70, 0, 27, 8, 51, 32
INVAR-1, Run: 037, F, 0, 92, 0, 68, 30, 92, 54
INVAR-1, Run: 038, F, 0, 79, 0, 34, 17, 58, 41
INVAR-1, Run: 039, F, 0, 81, 0, 48, 19, 72, 43
INVAR-1, Run: 040, F, 0, 82, 0, 53, 20, 77, 44
INVAR-1, Run: 041, F, 0, 150, 0, 132, 88, 156, 112
INVAR-1, Run: 042, F, 0, 79, 0, 31, 17, 55, 41
INVAR-1, Run: 043, F, 0, 90, 0, 51, 28, 75, 52
INVAR-1, Run: 044, F, 0, 90, 0, 55, 28, 79, 52
INVAR-1, Run: 045, F, 0, 88, 0, 48, 26, 72, 50
INVAR-1, Run: 046, F, 0, 74, 0, 36, 12, 60, 36
INVAR-1, Run: 047, F, 0, 70, 0, 23, 8, 47, 32
INVAR-1, Run: 048, F, 0, 79, 0, 46, 17, 70, 41
INVAR-1, Run: 049, F, 0, 77, 0, 49, 15, 73, 39
INVAR-1, Run: 050, F, 0, 97, 0, 62, 35, 86, 59
INVAR-1, Run: 051, F, 0, 84, 0, 49, 22, 73, 46
INVAR-1, Run: 052, F, 0, 76, 0, 27, 14, 51, 38
INVAR-1, Run: 053, F, 0, 129, 0, 82, 67, 106, 91
INVAR-1, Run: 054, F, 0, 80, 0, 45, 18, 69, 42
INVAR-1, Run: 055, F, 0, 83, 0, 41, 21, 65, 45
INVAR-1, Run: 056, F, 0, 89, 0, 48, 27, 72, 51
INVAR-1, Run: 057, F, 0, 79, 0, 31, 17, 55, 41
INVAR-1, Run: 058, F, 0, 73, 0, 38, 11, 62, 35
INVAR-1, Run: 059, F, 0, 129, 0, 101, 67, 125, 91
INVAR-1, Run: 060, F, 0, 113, 0, 86, 51, 110, 75
INVAR-1, Run: 061, F, 0, 112, 0, 91, 50, 115, 74
INVAR-1, Run: 062, F, 0, 90, 0, 57, 28, 81, 52
INVAR-1, Run: 063, F, 62, 0, 0, 45, 62, 7, 24
INVAR-1, Run: 064, F, 0, 105, 0, 66, 43, 90, 67
INVAR-1, Run: 065, F, 0, 68, 0, 23, 6, 47, 30
INVAR-1, Run: 066, F, 0, 82, 0, 45, 20, 69, 44
INVAR-1, Run: 067, F, 0, 88, 0, 39, 26, 63, 50
