Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L4, T4, L1, L5, Y, T2, T3, T5, T6, R, U, L2, D, L3
INVAR-1, Run: 099, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-1, Run: 100, P, 0, 10, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 001, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 279, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 002, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 1, 0, 1, 1, 6, 0, 48, 0
INVAR-2, Run: 003, P, 0, 0, 0, 100, 0, 0, 2, 0, 0, 180, 0, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 004, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 185, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 005, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 006, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 007, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 008, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 229, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 009, P, 0, 0, 0, 100, 1, 0, 1, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 010, P, 0, 100, 0, 0, 1, 0, 0, 0, 0, 220, 0, 0, 1, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 011, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 012, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 176, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 013, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 277, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 014, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 255, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 015, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 016, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 0, 1, 1, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 017, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 214, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 018, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 019, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 306, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 020, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 021, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 220, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 022, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 023, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 024, P, 0, 100, 0, 0, 1, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 025, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 026, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 027, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 218, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 028, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 180, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 029, P, 0, 0, 0, 100, 3, 0, 0, 0, 0, 176, 0, 1, 0, 1, 1, 6, 0, 45, 0
INVAR-2, Run: 030, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 031, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 032, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 033, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 177, 0, 2, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 034, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 035, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 036, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 177, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 037, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 038, P, 0, 100, 0, 0, 0, 0, 1, 0, 0, 231, 1, 0, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 039, P, 100, 0, 0, 0, 1, 0, 2, 0, 0, 221, 0, 1, 2, 1, 1, 6, 0, 43, 0
INVAR-2, Run: 040, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 041, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 042, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 043, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 254, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 044, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 045, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 046, P, 0, 100, 0, 0, 0, 0, 1, 0, 0, 223, 0, 0, 0, 1, 1, 6, 0, 48, 0
INVAR-2, Run: 047, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 048, P, 0, 100, 0, 0, 2, 0, 0, 0, 0, 176, 0, 0, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 049, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 050, P, 100, 0, 0, 0, 1, 0, 1, 0, 0, 271, 0, 2, 0, 0, 1, 6, 0, 46, 0
INVAR-2, Run: 051, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 325, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 052, P, 0, 100, 0, 0, 0, 0, 1, 0, 0, 233, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 053, P, 0, 0, 0, 100, 1, 0, 1, 0, 0, 178, 0, 0, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 054, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 178, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 055, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 181, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 056, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 057, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 058, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 0, 0, 0, 2, 1, 6, 0, 48, 0
INVAR-2, Run: 059, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 060, P, 0, 0, 0, 100, 0, 0, 2, 0, 0, 178, 1, 1, 0, 0, 1, 6, 0, 46, 0
INVAR-2, Run: 061, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 062, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 213, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 063, P, 0, 100, 0, 0, 1, 0, 0, 0, 0, 214, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 064, P, 0, 0, 0, 100, 1, 0, 1, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 065, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 293, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 066, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 221, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 067, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 068, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 069, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 267, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 070, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 261, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 071, P, 0, 100, 0, 0, 1, 0, 0, 0, 0, 219, 0, 1, 0, 1, 1, 6, 0, 47, 0
INVAR-2, Run: 072, P, 0, 100, 0, 0, 0, 0, 1, 0, 0, 178, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 073, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 074, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 277, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 075, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 181, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 076, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 175, 1, 0, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 077, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 1, 0, 1, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 078, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 079, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 216, 0, 0, 1, 1, 1, 6, 0, 47, 0
INVAR-2, Run: 080, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 081, P, 0, 0, 0, 100, 0, 0, 1, 0, 0, 177, 0, 1, 0, 1, 1, 6, 0, 47, 0
INVAR-2, Run: 082, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 083, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 084, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 250, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 085, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 086, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 245, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 087, P, 100, 0, 0, 0, 1, 0, 0, 0, 0, 257, 1, 1, 1, 0, 1, 6, 0, 46, 0
INVAR-2, Run: 088, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 089, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 225, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 090, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 091, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 092, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 1, 0, 0, 1, 6, 0, 49, 0
